nome,descricao,nivel_acesso,salario_min,salario_max
Comissário Chefe Nível 21,Cargo de comissário chefe nível 21 na operação aeroportuária.,10,8255.26,26895.05
Comissário Chefe Nível 22,Cargo de comissário chefe nível 22 na operação aeroportuária.,2,12074.56,30670.93
Comissário Chefe Nível 23,Cargo de comissário chefe nível 23 na operação aeroportuária.,1,7663.1,24149.26
Comissário Chefe Nível 24,Cargo de comissário chefe nível 24 na operação aeroportuária.,3,7384.9,26973.71
Comissário Chefe Nível 25,Cargo de comissário chefe nível 25 na operação aeroportuária.,6,14188.72,17435.02
Comissário Chefe Nível 26,Cargo de comissário chefe nível 26 na operação aeroportuária.,4,8324.76,28282.93
Comissário Chefe Nível 27,Cargo de comissário chefe nível 27 na operação aeroportuária.,7,9649.5,18350.54
Comissário Chefe Nível 28,Cargo de comissário chefe nível 28 na operação aeroportuária.,4,5724.08,18324.96
Comissário Chefe Nível 29,Cargo de comissário chefe nível 29 na operação aeroportuária.,3,6369.45,18731.11
Comissário Chefe Nível 30,Cargo de comissário chefe nível 30 na operação aeroportuária.,10,6899.02,9473.71
Comissário Chefe Nível 31,Cargo de comissário chefe nível 31 na operação aeroportuária.,2,3070.03,18081.2
Comissário Chefe Nível 32,Cargo de comissário chefe nível 32 na operação aeroportuária.,3,9024.82,19385.14
Comissário Chefe Nível 33,Cargo de comissário chefe nível 33 na operação aeroportuária.,2,14146.87,30225.07
Comissário Chefe Nível 34,Cargo de comissário chefe nível 34 na operação aeroportuária.,3,14893.88,15933.54
Comissário Chefe Nível 35,Cargo de comissário chefe nível 35 na operação aeroportuária.,3,2424.9,8961.94
Comissário Chefe Nível 36,Cargo de comissário chefe nível 36 na operação aeroportuária.,6,10823.62,29267.21
Comissário Chefe Nível 37,Cargo de comissário chefe nível 37 na operação aeroportuária.,6,10658.76,13321.64
Comissário Chefe Nível 38,Cargo de comissário chefe nível 38 na operação aeroportuária.,3,13607.44,20880.13
Comissário Chefe Nível 39,Cargo de comissário chefe nível 39 na operação aeroportuária.,1,14952.1,17516.67
Comissário Chefe Nível 40,Cargo de comissário chefe nível 40 na operação aeroportuária.,1,9986.72,26593.89
Comissário Chefe Nível 41,Cargo de comissário chefe nível 41 na operação aeroportuária.,4,12264.05,30308.12
Chefe de Cabine Júnior,Cargo de chefe de cabine júnior na operação aeroportuária.,8,3398.0,15672.03
Chefe de Cabine Pleno,Cargo de chefe de cabine pleno na operação aeroportuária.,10,12879.05,15241.03
Chefe de Cabine Sénior,Cargo de chefe de cabine sénior na operação aeroportuária.,10,5697.78,7931.69
Chefe de Cabine Master,Cargo de chefe de cabine master na operação aeroportuária.,10,13081.14,17071.63
Chefe de Cabine Especialista,Cargo de chefe de cabine especialista na operação aeroportuária.,9,3249.56,15772.75
Chefe de Cabine Setor A,Cargo de chefe de cabine setor a na operação aeroportuária.,5,2416.44,19607.41
Chefe de Cabine Setor B,Cargo de chefe de cabine setor b na operação aeroportuária.,3,11033.81,27428.96
Chefe de Cabine Setor C,Cargo de chefe de cabine setor c na operação aeroportuária.,6,14372.16,21193.74
Chefe de Cabine Setor D,Cargo de chefe de cabine setor d na operação aeroportuária.,7,7433.6,26113.04
Chefe de Cabine Setor E,Cargo de chefe de cabine setor e na operação aeroportuária.,5,10661.32,15661.72
Chefe de Cabine Nível 1,Cargo de chefe de cabine nível 1 na operação aeroportuária.,8,3933.37,7882.53
Chefe de Cabine Nível 2,Cargo de chefe de cabine nível 2 na operação aeroportuária.,2,2763.73,20391.42
Chefe de Cabine Nível 3,Cargo de chefe de cabine nível 3 na operação aeroportuária.,3,3399.77,12929.25
Chefe de Cabine Nível 4,Cargo de chefe de cabine nível 4 na operação aeroportuária.,3,11396.01,17763.04
Chefe de Cabine Nível 5,Cargo de chefe de cabine nível 5 na operação aeroportuária.,6,10940.44,22946.58
Chefe de Cabine Nível 6,Cargo de chefe de cabine nível 6 na operação aeroportuária.,8,7659.35,10989.1
Chefe de Cabine Nível 7,Cargo de chefe de cabine nível 7 na operação aeroportuária.,9,11481.95,18230.32
Chefe de Cabine Nível 8,Cargo de chefe de cabine nível 8 na operação aeroportuária.,4,13642.67,27110.12
Chefe de Cabine Nível 9,Cargo de chefe de cabine nível 9 na operação aeroportuária.,6,4034.9,8673.18
Chefe de Cabine Nível 10,Cargo de chefe de cabine nível 10 na operação aeroportuária.,2,2635.86,19617.17
Chefe de Cabine Nível 11,Cargo de chefe de cabine nível 11 na operação aeroportuária.,5,7064.27,23502.13
Chefe de Cabine Nível 12,Cargo de chefe de cabine nível 12 na operação aeroportuária.,8,10558.28,19110.58
Chefe de Cabine Nível 13,Cargo de chefe de cabine nível 13 na operação aeroportuária.,6,7844.96,24344.8
Chefe de Cabine Nível 14,Cargo de chefe de cabine nível 14 na operação aeroportuária.,7,10559.26,29762.5
Chefe de Cabine Nível 15,Cargo de chefe de cabine nível 15 na operação aeroportuária.,10,13285.74,17781.02
Chefe de Cabine Nível 16,Cargo de chefe de cabine nível 16 na operação aeroportuária.,3,14405.76,23305.98
Chefe de Cabine Nível 17,Cargo de chefe de cabine nível 17 na operação aeroportuária.,8,13381.77,20738.34
Chefe de Cabine Nível 18,Cargo de chefe de cabine nível 18 na operação aeroportuária.,1,13494.85,19055.29
Chefe de Cabine Nível 19,Cargo de chefe de cabine nível 19 na operação aeroportuária.,10,8439.65,14719.03
Chefe de Cabine Nível 20,Cargo de chefe de cabine nível 20 na operação aeroportuária.,4,11370.2,20309.73
Chefe de Cabine Nível 21,Cargo de chefe de cabine nível 21 na operação aeroportuária.,1,10209.99,24725.93
Chefe de Cabine Nível 22,Cargo de chefe de cabine nível 22 na operação aeroportuária.,10,6849.31,7901.32
Chefe de Cabine Nível 23,Cargo de chefe de cabine nível 23 na operação aeroportuária.,8,12030.38,31446.59
Chefe de Cabine Nível 24,Cargo de chefe de cabine nível 24 na operação aeroportuária.,4,4743.8,12061.64
Chefe de Cabine Nível 25,Cargo de chefe de cabine nível 25 na operação aeroportuária.,9,5554.8,13977.91
Chefe de Cabine Nível 26,Cargo de chefe de cabine nível 26 na operação aeroportuária.,9,14917.2,27554.01
Chefe de Cabine Nível 27,Cargo de chefe de cabine nível 27 na operação aeroportuária.,10,4556.59,20181.11
Chefe de Cabine Nível 28,Cargo de chefe de cabine nível 28 na operação aeroportuária.,1,7914.38,22577.42
Chefe de Cabine Nível 29,Cargo de chefe de cabine nível 29 na operação aeroportuária.,9,5772.51,25711.52
Chefe de Cabine Nível 30,Cargo de chefe de cabine nível 30 na operação aeroportuária.,8,2578.68,9898.18
Chefe de Cabine Nível 31,Cargo de chefe de cabine nível 31 na operação aeroportuária.,7,9661.16,28997.79
Chefe de Cabine Nível 32,Cargo de chefe de cabine nível 32 na operação aeroportuária.,2,8168.73,25855.18
Chefe de Cabine Nível 33,Cargo de chefe de cabine nível 33 na operação aeroportuária.,8,13883.37,26449.82
Chefe de Cabine Nível 34,Cargo de chefe de cabine nível 34 na operação aeroportuária.,4,14000.16,30861.4
Chefe de Cabine Nível 35,Cargo de chefe de cabine nível 35 na operação aeroportuária.,4,7840.53,14545.9
Chefe de Cabine Nível 36,Cargo de chefe de cabine nível 36 na operação aeroportuária.,1,12617.57,26317.78
Chefe de Cabine Nível 37,Cargo de chefe de cabine nível 37 na operação aeroportuária.,10,5303.84,11345.79
Chefe de Cabine Nível 38,Cargo de chefe de cabine nível 38 na operação aeroportuária.,9,4979.87,10194.09
Chefe de Cabine Nível 39,Cargo de chefe de cabine nível 39 na operação aeroportuária.,8,5106.74,6149.5
Chefe de Cabine Nível 40,Cargo de chefe de cabine nível 40 na operação aeroportuária.,1,14462.29,30707.72
Chefe de Cabine Nível 41,Cargo de chefe de cabine nível 41 na operação aeroportuária.,5,8958.35,27048.73
Engenheiro de Voo Júnior,Cargo de engenheiro de voo júnior na operação aeroportuária.,7,2212.46,19714.83
Engenheiro de Voo Pleno,Cargo de engenheiro de voo pleno na operação aeroportuária.,5,11995.71,25598.68
Engenheiro de Voo Sénior,Cargo de engenheiro de voo sénior na operação aeroportuária.,8,14855.29,19910.17
Engenheiro de Voo Master,Cargo de engenheiro de voo master na operação aeroportuária.,9,5738.24,8939.8
Engenheiro de Voo Especialista,Cargo de engenheiro de voo especialista na operação aeroportuária.,4,14033.18,22424.68
Engenheiro de Voo Setor A,Cargo de engenheiro de voo setor a na operação aeroportuária.,6,4304.08,17770.03
Engenheiro de Voo Setor B,Cargo de engenheiro de voo setor b na operação aeroportuária.,1,10906.09,13419.95
Engenheiro de Voo Setor C,Cargo de engenheiro de voo setor c na operação aeroportuária.,4,14305.52,15698.65
Engenheiro de Voo Setor D,Cargo de engenheiro de voo setor d na operação aeroportuária.,3,14104.07,28993.38
Engenheiro de Voo Setor E,Cargo de engenheiro de voo setor e na operação aeroportuária.,3,10546.94,24311.35
Engenheiro de Voo Nível 1,Cargo de engenheiro de voo nível 1 na operação aeroportuária.,7,4104.2,13206.74
Engenheiro de Voo Nível 2,Cargo de engenheiro de voo nível 2 na operação aeroportuária.,3,6698.59,22235.35
Engenheiro de Voo Nível 3,Cargo de engenheiro de voo nível 3 na operação aeroportuária.,5,6023.4,17327.47
Engenheiro de Voo Nível 4,Cargo de engenheiro de voo nível 4 na operação aeroportuária.,9,10307.29,12755.58
Engenheiro de Voo Nível 5,Cargo de engenheiro de voo nível 5 na operação aeroportuária.,3,13351.88,30559.46
Engenheiro de Voo Nível 6,Cargo de engenheiro de voo nível 6 na operação aeroportuária.,1,14396.61,16650.27
Engenheiro de Voo Nível 7,Cargo de engenheiro de voo nível 7 na operação aeroportuária.,5,14546.87,17700.91
Engenheiro de Voo Nível 8,Cargo de engenheiro de voo nível 8 na operação aeroportuária.,8,6387.89,16896.69
Engenheiro de Voo Nível 9,Cargo de engenheiro de voo nível 9 na operação aeroportuária.,9,8048.86,11368.71
Engenheiro de Voo Nível 10,Cargo de engenheiro de voo nível 10 na operação aeroportuária.,10,5617.91,8200.0
Engenheiro de Voo Nível 11,Cargo de engenheiro de voo nível 11 na operação aeroportuária.,2,6592.12,14961.85
Engenheiro de Voo Nível 12,Cargo de engenheiro de voo nível 12 na operação aeroportuária.,4,9088.96,14844.2
Engenheiro de Voo Nível 13,Cargo de engenheiro de voo nível 13 na operação aeroportuária.,1,13841.96,26628.46
Engenheiro de Voo Nível 14,Cargo de engenheiro de voo nível 14 na operação aeroportuária.,2,14897.6,18981.15
Engenheiro de Voo Nível 15,Cargo de engenheiro de voo nível 15 na operação aeroportuária.,6,4084.42,20573.56
Engenheiro de Voo Nível 16,Cargo de engenheiro de voo nível 16 na operação aeroportuária.,9,4524.22,24355.38
Engenheiro de Voo Nível 17,Cargo de engenheiro de voo nível 17 na operação aeroportuária.,6,2387.26,19603.88
Engenheiro de Voo Nível 18,Cargo de engenheiro de voo nível 18 na operação aeroportuária.,7,3346.4,14082.38
Engenheiro de Voo Nível 19,Cargo de engenheiro de voo nível 19 na operação aeroportuária.,7,4760.68,9373.41
Engenheiro de Voo Nível 20,Cargo de engenheiro de voo nível 20 na operação aeroportuária.,8,12055.02,27261.97
Engenheiro de Voo Nível 21,Cargo de engenheiro de voo nível 21 na operação aeroportuária.,2,14689.78,29838.15
Engenheiro de Voo Nível 22,Cargo de engenheiro de voo nível 22 na operação aeroportuária.,8,9246.95,18946.16
Engenheiro de Voo Nível 23,Cargo de engenheiro de voo nível 23 na operação aeroportuária.,6,10352.86,15136.01
Engenheiro de Voo Nível 24,Cargo de engenheiro de voo nível 24 na operação aeroportuária.,1,2472.93,7046.46
Engenheiro de Voo Nível 25,Cargo de engenheiro de voo nível 25 na operação aeroportuária.,10,6620.48,26386.07
Engenheiro de Voo Nível 26,Cargo de engenheiro de voo nível 26 na operação aeroportuária.,6,10433.32,19328.46
Engenheiro de Voo Nível 27,Cargo de engenheiro de voo nível 27 na operação aeroportuária.,1,14604.59,31982.72
Engenheiro de Voo Nível 28,Cargo de engenheiro de voo nível 28 na operação aeroportuária.,2,3743.04,6566.61
Engenheiro de Voo Nível 29,Cargo de engenheiro de voo nível 29 na operação aeroportuária.,9,9298.36,12511.74
Engenheiro de Voo Nível 30,Cargo de engenheiro de voo nível 30 na operação aeroportuária.,3,8154.59,19672.71
Engenheiro de Voo Nível 31,Cargo de engenheiro de voo nível 31 na operação aeroportuária.,9,11436.75,18910.11
Engenheiro de Voo Nível 32,Cargo de engenheiro de voo nível 32 na operação aeroportuária.,10,12540.78,28477.56
Engenheiro de Voo Nível 33,Cargo de engenheiro de voo nível 33 na operação aeroportuária.,6,5198.49,16403.04
Engenheiro de Voo Nível 34,Cargo de engenheiro de voo nível 34 na operação aeroportuária.,7,5814.87,23129.35
Engenheiro de Voo Nível 35,Cargo de engenheiro de voo nível 35 na operação aeroportuária.,1,14207.63,27839.28
Engenheiro de Voo Nível 36,Cargo de engenheiro de voo nível 36 na operação aeroportuária.,3,11046.79,27544.96
Engenheiro de Voo Nível 37,Cargo de engenheiro de voo nível 37 na operação aeroportuária.,3,5648.69,22793.69
Engenheiro de Voo Nível 38,Cargo de engenheiro de voo nível 38 na operação aeroportuária.,2,14676.68,22588.6
Engenheiro de Voo Nível 39,Cargo de engenheiro de voo nível 39 na operação aeroportuária.,8,6009.01,12705.59
Engenheiro de Voo Nível 40,Cargo de engenheiro de voo nível 40 na operação aeroportuária.,1,2339.92,8757.87
Engenheiro de Voo Nível 41,Cargo de engenheiro de voo nível 41 na operação aeroportuária.,3,11253.4,28773.99
Mecânico de Aeronaves Júnior,Cargo de mecânico de aeronaves júnior na operação aeroportuária.,9,9837.78,27017.61
Mecânico de Aeronaves Pleno,Cargo de mecânico de aeronaves pleno na operação aeroportuária.,6,3473.86,22992.0
Mecânico de Aeronaves Sénior,Cargo de mecânico de aeronaves sénior na operação aeroportuária.,6,6138.05,9488.86
Mecânico de Aeronaves Master,Cargo de mecânico de aeronaves master na operação aeroportuária.,10,4760.04,20967.1
Mecânico de Aeronaves Especialista,Cargo de mecânico de aeronaves especialista na operação aeroportuária.,4,2638.02,9556.3
Mecânico de Aeronaves Setor A,Cargo de mecânico de aeronaves setor a na operação aeroportuária.,9,11812.93,30159.42
Mecânico de Aeronaves Setor B,Cargo de mecânico de aeronaves setor b na operação aeroportuária.,2,12550.5,23980.29
Mecânico de Aeronaves Setor C,Cargo de mecânico de aeronaves setor c na operação aeroportuária.,10,13313.91,24689.14
Mecânico de Aeronaves Setor D,Cargo de mecânico de aeronaves setor d na operação aeroportuária.,9,10552.7,13460.98
Mecânico de Aeronaves Setor E,Cargo de mecânico de aeronaves setor e na operação aeroportuária.,7,11779.93,13553.94
Mecânico de Aeronaves Nível 1,Cargo de mecânico de aeronaves nível 1 na operação aeroportuária.,7,3208.58,10540.64
Mecânico de Aeronaves Nível 2,Cargo de mecânico de aeronaves nível 2 na operação aeroportuária.,1,3779.59,6571.57
Mecânico de Aeronaves Nível 3,Cargo de mecânico de aeronaves nível 3 na operação aeroportuária.,10,2052.12,19988.77
Mecânico de Aeronaves Nível 4,Cargo de mecânico de aeronaves nível 4 na operação aeroportuária.,1,8099.9,15961.34
Mecânico de Aeronaves Nível 5,Cargo de mecânico de aeronaves nível 5 na operação aeroportuária.,9,3389.58,7406.91
Mecânico de Aeronaves Nível 6,Cargo de mecânico de aeronaves nível 6 na operação aeroportuária.,9,13635.32,19339.26
Mecânico de Aeronaves Nível 7,Cargo de mecânico de aeronaves nível 7 na operação aeroportuária.,6,4188.94,17510.17
Mecânico de Aeronaves Nível 8,Cargo de mecânico de aeronaves nível 8 na operação aeroportuária.,10,11109.07,14082.67
Mecânico de Aeronaves Nível 9,Cargo de mecânico de aeronaves nível 9 na operação aeroportuária.,1,8114.1,22960.32
Mecânico de Aeronaves Nível 10,Cargo de mecânico de aeronaves nível 10 na operação aeroportuária.,3,4201.8,23390.34
Mecânico de Aeronaves Nível 11,Cargo de mecânico de aeronaves nível 11 na operação aeroportuária.,9,5101.62,13851.92
Mecânico de Aeronaves Nível 12,Cargo de mecânico de aeronaves nível 12 na operação aeroportuária.,9,13375.95,25333.07
Mecânico de Aeronaves Nível 13,Cargo de mecânico de aeronaves nível 13 na operação aeroportuária.,4,8404.49,13924.81
Mecânico de Aeronaves Nível 14,Cargo de mecânico de aeronaves nível 14 na operação aeroportuária.,7,4743.1,18413.86
Mecânico de Aeronaves Nível 15,Cargo de mecânico de aeronaves nível 15 na operação aeroportuária.,4,12725.33,19286.75
Mecânico de Aeronaves Nível 16,Cargo de mecânico de aeronaves nível 16 na operação aeroportuária.,3,7258.77,19483.4
Mecânico de Aeronaves Nível 17,Cargo de mecânico de aeronaves nível 17 na operação aeroportuária.,10,5739.62,11471.2
Mecânico de Aeronaves Nível 18,Cargo de mecânico de aeronaves nível 18 na operação aeroportuária.,2,11189.76,17034.75
Mecânico de Aeronaves Nível 19,Cargo de mecânico de aeronaves nível 19 na operação aeroportuária.,10,8469.8,28048.3
Mecânico de Aeronaves Nível 20,Cargo de mecânico de aeronaves nível 20 na operação aeroportuária.,7,9679.59,24868.52
Mecânico de Aeronaves Nível 21,Cargo de mecânico de aeronaves nível 21 na operação aeroportuária.,3,9496.01,25970.49
Mecânico de Aeronaves Nível 22,Cargo de mecânico de aeronaves nível 22 na operação aeroportuária.,10,3559.7,17309.15
Mecânico de Aeronaves Nível 23,Cargo de mecânico de aeronaves nível 23 na operação aeroportuária.,3,11243.89,16630.15
Mecânico de Aeronaves Nível 24,Cargo de mecânico de aeronaves nível 24 na operação aeroportuária.,4,11683.44,26577.24
Mecânico de Aeronaves Nível 25,Cargo de mecânico de aeronaves nível 25 na operação aeroportuária.,7,3728.51,8873.09
Mecânico de Aeronaves Nível 26,Cargo de mecânico de aeronaves nível 26 na operação aeroportuária.,2,9469.47,22854.68
Mecânico de Aeronaves Nível 27,Cargo de mecânico de aeronaves nível 27 na operação aeroportuária.,2,12789.62,14051.06
Mecânico de Aeronaves Nível 28,Cargo de mecânico de aeronaves nível 28 na operação aeroportuária.,2,6437.64,15932.06
Mecânico de Aeronaves Nível 29,Cargo de mecânico de aeronaves nível 29 na operação aeroportuária.,3,11416.08,27342.43
Mecânico de Aeronaves Nível 30,Cargo de mecânico de aeronaves nível 30 na operação aeroportuária.,6,6226.45,15037.86
Mecânico de Aeronaves Nível 31,Cargo de mecânico de aeronaves nível 31 na operação aeroportuária.,9,10844.09,20268.91
Mecânico de Aeronaves Nível 32,Cargo de mecânico de aeronaves nível 32 na operação aeroportuária.,4,13150.83,16923.22
Mecânico de Aeronaves Nível 33,Cargo de mecânico de aeronaves nível 33 na operação aeroportuária.,7,6591.32,24120.39
Mecânico de Aeronaves Nível 34,Cargo de mecânico de aeronaves nível 34 na operação aeroportuária.,4,8368.87,27402.59
Mecânico de Aeronaves Nível 35,Cargo de mecânico de aeronaves nível 35 na operação aeroportuária.,7,2636.13,3694.22
Mecânico de Aeronaves Nível 36,Cargo de mecânico de aeronaves nível 36 na operação aeroportuária.,8,4061.87,19908.34
Mecânico de Aeronaves Nível 37,Cargo de mecânico de aeronaves nível 37 na operação aeroportuária.,1,11728.22,22689.58
Mecânico de Aeronaves Nível 38,Cargo de mecânico de aeronaves nível 38 na operação aeroportuária.,4,7374.26,25119.09
Mecânico de Aeronaves Nível 39,Cargo de mecânico de aeronaves nível 39 na operação aeroportuária.,3,5684.8,10048.94
Mecânico de Aeronaves Nível 40,Cargo de mecânico de aeronaves nível 40 na operação aeroportuária.,1,8152.04,23642.07
Mecânico de Aeronaves Nível 41,Cargo de mecânico de aeronaves nível 41 na operação aeroportuária.,2,9624.3,17233.32
Técnico de Manutenção Júnior,Cargo de técnico de manutenção júnior na operação aeroportuária.,4,7841.46,21921.65
Técnico de Manutenção Pleno,Cargo de técnico de manutenção pleno na operação aeroportuária.,5,12913.08,32219.74
Técnico de Manutenção Sénior,Cargo de técnico de manutenção sénior na operação aeroportuária.,5,4085.96,9276.71
Técnico de Manutenção Master,Cargo de técnico de manutenção master na operação aeroportuária.,3,2222.9,7676.9
Técnico de Manutenção Especialista,Cargo de técnico de manutenção especialista na operação aeroportuária.,8,6999.56,26742.93
Técnico de Manutenção Setor A,Cargo de técnico de manutenção setor a na operação aeroportuária.,9,8626.07,27371.62
Técnico de Manutenção Setor B,Cargo de técnico de manutenção setor b na operação aeroportuária.,2,5479.79,13525.64
Técnico de Manutenção Setor C,Cargo de técnico de manutenção setor c na operação aeroportuária.,5,10968.8,17133.23
Técnico de Manutenção Setor D,Cargo de técnico de manutenção setor d na operação aeroportuária.,9,12393.0,27574.66
Técnico de Manutenção Setor E,Cargo de técnico de manutenção setor e na operação aeroportuária.,1,2818.58,22004.51
Técnico de Manutenção Nível 1,Cargo de técnico de manutenção nível 1 na operação aeroportuária.,2,5135.94,11509.39
Técnico de Manutenção Nível 2,Cargo de técnico de manutenção nível 2 na operação aeroportuária.,4,11850.58,25551.07
Técnico de Manutenção Nível 3,Cargo de técnico de manutenção nível 3 na operação aeroportuária.,9,13126.05,25039.91
Técnico de Manutenção Nível 4,Cargo de técnico de manutenção nível 4 na operação aeroportuária.,9,13983.76,26906.63
Técnico de Manutenção Nível 5,Cargo de técnico de manutenção nível 5 na operação aeroportuária.,9,2043.82,21257.63
Técnico de Manutenção Nível 6,Cargo de técnico de manutenção nível 6 na operação aeroportuária.,6,11990.41,27614.45
Técnico de Manutenção Nível 7,Cargo de técnico de manutenção nível 7 na operação aeroportuária.,7,9383.36,10411.11
Técnico de Manutenção Nível 8,Cargo de técnico de manutenção nível 8 na operação aeroportuária.,4,4435.83,19355.59
Técnico de Manutenção Nível 9,Cargo de técnico de manutenção nível 9 na operação aeroportuária.,7,5265.18,21552.45
Técnico de Manutenção Nível 10,Cargo de técnico de manutenção nível 10 na operação aeroportuária.,10,4593.07,13230.19
Técnico de Manutenção Nível 11,Cargo de técnico de manutenção nível 11 na operação aeroportuária.,10,9347.8,17128.66
Técnico de Manutenção Nível 12,Cargo de técnico de manutenção nível 12 na operação aeroportuária.,7,8134.11,12863.22
Técnico de Manutenção Nível 13,Cargo de técnico de manutenção nível 13 na operação aeroportuária.,4,6221.3,23519.43
Técnico de Manutenção Nível 14,Cargo de técnico de manutenção nível 14 na operação aeroportuária.,6,8127.99,13710.17
Técnico de Manutenção Nível 15,Cargo de técnico de manutenção nível 15 na operação aeroportuária.,6,8410.96,17596.6
Técnico de Manutenção Nível 16,Cargo de técnico de manutenção nível 16 na operação aeroportuária.,9,2213.61,4662.71
Técnico de Manutenção Nível 17,Cargo de técnico de manutenção nível 17 na operação aeroportuária.,10,13647.03,19041.81
Técnico de Manutenção Nível 18,Cargo de técnico de manutenção nível 18 na operação aeroportuária.,1,4664.47,13499.31
Técnico de Manutenção Nível 19,Cargo de técnico de manutenção nível 19 na operação aeroportuária.,2,3334.0,23139.72
Técnico de Manutenção Nível 20,Cargo de técnico de manutenção nível 20 na operação aeroportuária.,9,7736.66,11315.36
Técnico de Manutenção Nível 21,Cargo de técnico de manutenção nível 21 na operação aeroportuária.,4,4840.12,7680.39
Técnico de Manutenção Nível 22,Cargo de técnico de manutenção nível 22 na operação aeroportuária.,5,2152.07,14314.56
Técnico de Manutenção Nível 23,Cargo de técnico de manutenção nível 23 na operação aeroportuária.,2,14887.1,28104.47
Técnico de Manutenção Nível 24,Cargo de técnico de manutenção nível 24 na operação aeroportuária.,8,13610.34,16386.52
Técnico de Manutenção Nível 25,Cargo de técnico de manutenção nível 25 na operação aeroportuária.,4,9953.06,12729.75
Técnico de Manutenção Nível 26,Cargo de técnico de manutenção nível 26 na operação aeroportuária.,5,12284.29,23485.22
Técnico de Manutenção Nível 27,Cargo de técnico de manutenção nível 27 na operação aeroportuária.,4,2574.22,16665.16
Técnico de Manutenção Nível 28,Cargo de técnico de manutenção nível 28 na operação aeroportuária.,9,4171.49,19560.69
Técnico de Manutenção Nível 29,Cargo de técnico de manutenção nível 29 na operação aeroportuária.,1,14040.97,24342.41
Técnico de Manutenção Nível 30,Cargo de técnico de manutenção nível 30 na operação aeroportuária.,4,12344.39,30206.29
Técnico de Manutenção Nível 31,Cargo de técnico de manutenção nível 31 na operação aeroportuária.,2,3153.23,15227.93
Técnico de Manutenção Nível 32,Cargo de técnico de manutenção nível 32 na operação aeroportuária.,10,5609.71,14724.72
Técnico de Manutenção Nível 33,Cargo de técnico de manutenção nível 33 na operação aeroportuária.,6,14150.51,29463.73
Técnico de Manutenção Nível 34,Cargo de técnico de manutenção nível 34 na operação aeroportuária.,9,11047.21,12558.3
Técnico de Manutenção Nível 35,Cargo de técnico de manutenção nível 35 na operação aeroportuária.,2,14749.16,26611.54
Técnico de Manutenção Nível 36,Cargo de técnico de manutenção nível 36 na operação aeroportuária.,5,4503.08,21127.05
Técnico de Manutenção Nível 37,Cargo de técnico de manutenção nível 37 na operação aeroportuária.,4,11587.18,26503.54
Técnico de Manutenção Nível 38,Cargo de técnico de manutenção nível 38 na operação aeroportuária.,4,12754.61,17509.86
Técnico de Manutenção Nível 39,Cargo de técnico de manutenção nível 39 na operação aeroportuária.,5,7991.12,21562.68
Técnico de Manutenção Nível 40,Cargo de técnico de manutenção nível 40 na operação aeroportuária.,4,10042.4,11640.73
Técnico de Manutenção Nível 41,Cargo de técnico de manutenção nível 41 na operação aeroportuária.,4,6766.35,22141.55
Controlador de Tráfego Aéreo Júnior,Cargo de controlador de tráfego aéreo júnior na operação aeroportuária.,5,12851.7,22056.33
Controlador de Tráfego Aéreo Pleno,Cargo de controlador de tráfego aéreo pleno na operação aeroportuária.,2,12837.06,16859.37
Controlador de Tráfego Aéreo Sénior,Cargo de controlador de tráfego aéreo sénior na operação aeroportuária.,7,2099.1,10215.28
Controlador de Tráfego Aéreo Master,Cargo de controlador de tráfego aéreo master na operação aeroportuária.,9,4276.24,21291.49
Controlador de Tráfego Aéreo Especialista,Cargo de controlador de tráfego aéreo especialista na operação aeroportuária.,7,3410.82,18934.75
Controlador de Tráfego Aéreo Setor A,Cargo de controlador de tráfego aéreo setor a na operação aeroportuária.,4,2951.77,11837.77
Controlador de Tráfego Aéreo Setor B,Cargo de controlador de tráfego aéreo setor b na operação aeroportuária.,7,4980.34,21419.73
Controlador de Tráfego Aéreo Setor C,Cargo de controlador de tráfego aéreo setor c na operação aeroportuária.,5,11278.06,25838.78
Controlador de Tráfego Aéreo Setor D,Cargo de controlador de tráfego aéreo setor d na operação aeroportuária.,9,14349.57,33058.56
Controlador de Tráfego Aéreo Setor E,Cargo de controlador de tráfego aéreo setor e na operação aeroportuária.,10,14797.3,32638.68
Controlador de Tráfego Aéreo Nível 1,Cargo de controlador de tráfego aéreo nível 1 na operação aeroportuária.,3,12774.08,25065.2
Controlador de Tráfego Aéreo Nível 2,Cargo de controlador de tráfego aéreo nível 2 na operação aeroportuária.,10,4802.64,14334.75
Controlador de Tráfego Aéreo Nível 3,Cargo de controlador de tráfego aéreo nível 3 na operação aeroportuária.,3,9942.33,26041.94
Controlador de Tráfego Aéreo Nível 4,Cargo de controlador de tráfego aéreo nível 4 na operação aeroportuária.,5,6104.49,18623.83
Controlador de Tráfego Aéreo Nível 5,Cargo de controlador de tráfego aéreo nível 5 na operação aeroportuária.,1,4551.51,11166.66
Controlador de Tráfego Aéreo Nível 6,Cargo de controlador de tráfego aéreo nível 6 na operação aeroportuária.,9,8043.29,10772.76
Controlador de Tráfego Aéreo Nível 7,Cargo de controlador de tráfego aéreo nível 7 na operação aeroportuária.,10,3499.52,17695.35
Controlador de Tráfego Aéreo Nível 8,Cargo de controlador de tráfego aéreo nível 8 na operação aeroportuária.,1,4986.59,19291.71
Controlador de Tráfego Aéreo Nível 9,Cargo de controlador de tráfego aéreo nível 9 na operação aeroportuária.,2,9280.84,17778.37
