numero_voo,aeronave_id,aeroporto_origem_id,aeroporto_destino_id,data_partida,data_chegada,status_id,preco_base
UA9016,1041,3909,2093,2026-02-06 07:33:35+00:00,2026-02-06 19:13:39.467128+00:00,472,731.12
LH3020,4908,2279,2963,2025-06-24 23:12:00+00:00,2025-06-25 10:12:41.782343+00:00,187,1198.95
EK161,928,4274,1365,2025-11-05 22:09:28+00:00,2025-11-06 01:04:34.544898+00:00,22,2459.99
SQ5473,1332,3271,1992,2025-12-02 13:54:15+00:00,2025-12-03 01:46:52.120875+00:00,304,799.05
QR3858,1010,1219,3955,2025-12-15 23:07:14+00:00,2025-12-16 10:20:29.012789+00:00,1,2168.79
AF4116,3795,2941,1215,2026-02-28 14:29:17+00:00,2026-02-28 21:32:26.996364+00:00,383,340.37
EK9935,3818,4072,3471,2025-11-04 15:09:51+00:00,2025-11-04 20:04:20.720943+00:00,15,498.57
UA5536,3702,718,3099,2025-09-18 09:52:40+00:00,2025-09-18 20:11:04.057860+00:00,204,737.3
AF5575,1633,2606,1347,2026-02-24 13:56:24+00:00,2026-02-24 23:08:27.256008+00:00,837,2320.55
SQ3233,2098,3231,4838,2026-02-16 08:23:38+00:00,2026-02-16 19:49:08.825080+00:00,698,282.01
JJ116,1672,2380,3893,2026-04-01 07:35:01+00:00,2026-04-01 13:56:17.410306+00:00,317,1473.49
UA1445,1740,2231,4411,2026-03-27 17:17:34+00:00,2026-03-28 05:16:21.905324+00:00,549,2386.74
LH638,4728,2239,207,2025-08-14 11:38:54+00:00,2025-08-15 01:25:41.663999+00:00,248,1069.2
QR4560,777,2945,1341,2025-08-17 07:38:58+00:00,2025-08-17 10:31:35.131403+00:00,736,302.84
EK1196,1498,916,3293,2026-04-02 08:48:54+00:00,2026-04-02 18:03:33.907696+00:00,616,1558.93
AD5691,3386,2048,3173,2026-04-30 01:40:05+00:00,2026-04-30 12:17:55.390910+00:00,484,1120.67
TP3977,2082,3047,431,2025-10-17 15:41:48+00:00,2025-10-17 20:21:20.620787+00:00,954,1323.42
EK5261,3210,4550,1692,2026-01-28 18:10:12+00:00,2026-01-28 20:56:10.227913+00:00,656,1266.34
EK239,3539,4291,303,2025-06-30 18:24:17+00:00,2025-06-30 21:21:47.291438+00:00,6,388.62
UA8906,1251,140,768,2025-08-20 14:39:50+00:00,2025-08-21 00:20:41.182114+00:00,597,1992.09
JJ8171,4906,85,1879,2026-03-08 03:50:54+00:00,2026-03-08 16:57:26.866856+00:00,270,176.82
QR3023,2858,494,4568,2025-10-21 18:12:01+00:00,2025-10-21 20:24:30.244086+00:00,913,305.37
UA2408,2369,4073,1188,2025-11-07 17:44:21+00:00,2025-11-07 23:16:00.402856+00:00,661,1082.87
AF4715,2639,1696,1938,2025-11-22 02:12:37+00:00,2025-11-22 14:32:38.935215+00:00,350,2061.32
AF2851,2546,216,2609,2026-01-03 16:22:27+00:00,2026-01-04 00:51:08.838127+00:00,90,1820.82
AA2481,2073,3571,2271,2025-12-03 23:42:11+00:00,2025-12-04 09:40:44.605349+00:00,338,2024.65
LA3253,4184,4813,955,2026-05-20 13:17:35+00:00,2026-05-20 18:23:37.273096+00:00,448,658.86
DL2436,3117,3072,440,2026-05-13 11:38:47+00:00,2026-05-13 18:18:22.622207+00:00,648,547.93
G31966,1064,1233,3176,2025-12-08 19:17:21+00:00,2025-12-09 02:18:29.713382+00:00,736,2310.25
LH9158,1999,1135,533,2025-07-01 02:48:18+00:00,2025-07-01 12:39:46.197960+00:00,119,322.5
QR2004,3557,394,537,2025-09-28 22:12:53+00:00,2025-09-29 12:01:45.135797+00:00,51,510.02
DL3416,3740,1438,290,2025-07-23 02:06:22+00:00,2025-07-23 15:33:46.320887+00:00,760,1865.87
AD975,3407,1791,3992,2025-12-01 00:22:38+00:00,2025-12-01 05:57:18.107428+00:00,755,779.53
BA3023,801,4083,2916,2026-01-22 11:58:36+00:00,2026-01-22 15:32:11.672494+00:00,628,1089.83
IB7640,4503,590,76,2026-04-30 09:01:21+00:00,2026-04-30 15:28:27.328181+00:00,16,1919.76
TP5606,1409,743,1149,2025-12-09 11:34:59+00:00,2025-12-09 17:06:08.636607+00:00,429,133.82
TP7921,3825,792,922,2025-08-28 05:23:22+00:00,2025-08-28 09:24:59.963389+00:00,450,142.81
LH2266,1419,2579,3797,2025-06-21 16:00:46+00:00,2025-06-22 01:18:39.248870+00:00,485,414.93
SQ9511,4366,141,2517,2025-12-06 04:02:22+00:00,2025-12-06 07:13:33.572479+00:00,626,1339.63
BA5404,738,587,2797,2025-06-28 15:29:53+00:00,2025-06-29 03:04:34.157383+00:00,461,237.93
JJ2127,4102,4011,3625,2025-10-05 06:57:48+00:00,2025-10-05 16:45:59.966395+00:00,87,1584.61
UA9279,4863,2494,1973,2025-12-04 18:04:09+00:00,2025-12-05 06:43:19.771431+00:00,102,2076.04
UA8534,3713,927,4040,2025-09-16 17:00:34+00:00,2025-09-16 18:36:24.290043+00:00,928,805.51
AF8991,306,2148,3344,2025-07-22 08:06:59+00:00,2025-07-22 21:45:14.198707+00:00,709,2341.28
LH9235,1417,4754,505,2025-11-13 11:58:59+00:00,2025-11-13 23:44:34.573620+00:00,648,1571.52
TP4638,3468,4800,2409,2026-01-21 14:03:13+00:00,2026-01-21 23:06:44.853895+00:00,732,881.3
AD3519,1151,2724,4338,2026-02-22 00:50:29+00:00,2026-02-22 14:49:19.305263+00:00,452,315.0
QR1591,3606,1407,3601,2025-11-01 10:31:49+00:00,2025-11-01 14:51:01.158703+00:00,460,1339.02
G31054,3813,3836,3852,2026-01-23 11:41:23+00:00,2026-01-23 23:16:08.612724+00:00,328,1713.38
BA7195,828,3436,4953,2025-08-19 15:12:47+00:00,2025-08-20 03:39:48.456046+00:00,583,618.21
LH9104,2114,4581,415,2025-09-12 08:14:05+00:00,2025-09-12 12:19:15.022153+00:00,639,1080.95
AF1193,4176,808,1455,2025-09-28 02:14:12+00:00,2025-09-28 09:31:33.297847+00:00,324,1433.52
AA3437,40,3690,2886,2025-10-16 22:18:56+00:00,2025-10-17 02:43:15.264066+00:00,636,2325.95
G39305,2260,1241,4745,2026-05-27 20:12:26+00:00,2026-05-28 09:52:08.303642+00:00,371,1077.67
JJ5482,3404,2322,1153,2026-02-13 13:40:26+00:00,2026-02-14 03:26:24.157288+00:00,513,1699.6
G39206,250,24,1244,2025-08-20 15:52:13+00:00,2025-08-20 22:28:37.275180+00:00,590,2027.4
UA7965,1235,234,3277,2025-10-31 15:58:51+00:00,2025-10-31 21:56:40.969538+00:00,674,442.48
AA7672,3578,1698,528,2026-03-14 02:03:16+00:00,2026-03-14 13:40:36.933731+00:00,510,75.28
IB9692,4485,3271,2772,2025-07-06 06:58:26+00:00,2025-07-06 14:12:33.463828+00:00,890,2033.85
AF7204,1370,1942,2824,2026-05-06 21:04:14+00:00,2026-05-07 04:27:21.027286+00:00,883,1495.71
BA6824,894,2030,56,2025-06-14 08:12:31+00:00,2025-06-14 12:58:31.793249+00:00,474,2047.77
BA6415,581,945,2076,2025-10-03 15:45:52+00:00,2025-10-04 05:13:32.021299+00:00,530,837.37
SQ4949,792,485,2721,2025-07-05 00:40:23+00:00,2025-07-05 07:19:24.017508+00:00,87,1830.55
TP2747,3793,4278,4443,2025-08-17 16:28:59+00:00,2025-08-18 01:54:23.009224+00:00,339,674.6
AA924,4257,2430,4310,2026-01-01 06:39:48+00:00,2026-01-01 17:18:36.696392+00:00,419,836.64
JJ6209,1427,2947,4032,2025-07-05 08:28:19+00:00,2025-07-05 12:16:26.979392+00:00,501,2389.14
LH9442,1249,2609,4537,2025-06-14 13:58:27+00:00,2025-06-14 19:38:57.641096+00:00,27,728.21
QR2737,3777,1317,1179,2025-07-13 04:13:11+00:00,2025-07-13 11:21:45.026589+00:00,771,1571.28
UA9431,2248,4133,3826,2025-10-11 10:25:25+00:00,2025-10-11 17:55:52.657384+00:00,312,444.18
IB4639,2677,3422,3313,2026-03-09 12:02:11+00:00,2026-03-09 23:08:45.145520+00:00,138,333.31
QR4623,4671,2232,2944,2025-10-15 13:05:03+00:00,2025-10-15 14:55:25.101780+00:00,781,1759.19
DL8687,1229,4584,4699,2026-05-12 03:07:53+00:00,2026-05-12 10:39:05.703965+00:00,634,1589.57
G3878,2045,1939,3352,2025-07-16 17:27:50+00:00,2025-07-17 06:18:38.021250+00:00,479,1673.45
LH3725,3199,2602,4216,2025-10-30 05:18:24+00:00,2025-10-30 15:51:08.806538+00:00,225,1375.39
EK3169,3397,2989,4561,2026-05-04 13:56:15+00:00,2026-05-04 19:54:01.399474+00:00,556,1199.43
BA8074,3616,2192,4234,2025-09-03 02:23:20+00:00,2025-09-03 08:04:09.975514+00:00,882,1824.34
AD3289,2299,1931,914,2025-10-01 23:13:38+00:00,2025-10-02 02:45:47.263571+00:00,802,1719.2
LH4708,4989,2004,4072,2025-07-02 06:24:25+00:00,2025-07-02 14:45:17.823237+00:00,33,1003.37
QR2895,527,2516,4911,2026-02-03 01:18:21+00:00,2026-02-03 12:10:03.023347+00:00,865,118.96
DL3973,1700,3062,3895,2025-10-11 06:26:10+00:00,2025-10-11 15:32:14.256511+00:00,484,2392.0
TP6138,4530,4400,2999,2025-10-14 22:35:25+00:00,2025-10-15 06:01:24.874982+00:00,532,500.09
LH9465,3056,2844,4558,2025-10-09 15:18:56+00:00,2025-10-10 00:05:29.730348+00:00,479,1232.69
IB7974,322,1918,272,2025-07-19 18:59:34+00:00,2025-07-20 01:12:53.057359+00:00,675,382.49
IB7670,1172,2644,1196,2025-07-23 04:43:35+00:00,2025-07-23 10:10:40.390804+00:00,20,1853.39
EK756,4785,3555,623,2025-08-19 22:24:51+00:00,2025-08-20 10:12:19.268331+00:00,831,128.05
UA9690,624,3902,690,2026-03-30 05:03:20+00:00,2026-03-30 10:24:23.160023+00:00,167,1396.64
DL7455,1207,2957,3431,2025-09-23 11:09:09+00:00,2025-09-23 17:27:46.722106+00:00,713,1759.08
AD7130,4938,313,1366,2025-08-06 15:56:31+00:00,2025-08-06 21:48:35.266115+00:00,420,1142.38
JJ6384,1038,298,929,2026-04-11 23:53:11+00:00,2026-04-12 09:59:07.315815+00:00,709,725.02
JJ797,2732,3901,3341,2025-08-13 04:18:40+00:00,2025-08-13 17:07:15.767135+00:00,40,377.4
DL3554,3235,2307,2311,2026-04-11 16:51:15+00:00,2026-04-11 20:54:32.462793+00:00,576,2352.4
AA6218,2620,3958,4910,2026-01-12 14:19:46+00:00,2026-01-13 00:21:19.347716+00:00,317,637.36
LA7049,3930,314,2534,2026-04-06 18:38:39+00:00,2026-04-06 22:12:33.036813+00:00,131,891.34
EK1557,1422,2490,788,2026-04-27 02:41:20+00:00,2026-04-27 16:19:53.301783+00:00,922,835.19
DL1588,875,2889,1574,2026-03-01 18:31:07+00:00,2026-03-01 21:21:34.363608+00:00,516,453.64
DL8945,1320,1956,3476,2025-11-13 23:54:07+00:00,2025-11-14 03:26:26.873707+00:00,686,1370.71
LH9030,1804,3360,199,2025-09-17 14:44:49+00:00,2025-09-17 19:35:22.016793+00:00,926,765.18
AF1325,4435,2556,4555,2025-08-05 20:00:48+00:00,2025-08-06 01:52:18.075804+00:00,678,1271.42
AF6246,3667,6,2933,2025-12-30 05:21:37+00:00,2025-12-30 10:32:20.432714+00:00,765,1715.87
EK6507,1825,992,3836,2026-01-21 13:06:16+00:00,2026-01-21 22:02:13.945051+00:00,978,1214.12
AA9891,2896,1726,305,2025-08-07 12:43:00+00:00,2025-08-08 01:17:44.316296+00:00,99,168.14
AF6448,1345,1166,220,2025-07-19 01:32:42+00:00,2025-07-19 04:11:07.144039+00:00,574,1172.36
EK1913,3013,91,4453,2025-11-14 00:52:13+00:00,2025-11-14 10:44:28.650142+00:00,528,1782.41
EK4028,2410,2827,833,2025-10-10 15:12:23+00:00,2025-10-11 00:10:06.631432+00:00,126,1806.08
LH8976,4686,830,3947,2025-06-29 21:29:46+00:00,2025-06-30 00:29:47.133306+00:00,733,2026.43
IB3626,1149,4011,1039,2026-04-29 07:47:12+00:00,2026-04-29 15:29:32.557067+00:00,112,1549.96
QR8127,4622,4229,1820,2026-04-18 09:50:45+00:00,2026-04-18 15:47:45.027152+00:00,800,1737.23
TP5888,2691,3076,1800,2025-11-16 16:23:09+00:00,2025-11-17 04:30:14.939995+00:00,275,718.14
AD7252,3876,489,4713,2025-06-11 17:43:28+00:00,2025-06-12 01:26:57.609866+00:00,244,1696.37
IB8466,1307,4078,2489,2026-05-02 02:14:31+00:00,2026-05-02 14:35:44.781585+00:00,878,727.99
BA4147,1425,4949,3879,2025-10-14 07:35:21+00:00,2025-10-14 20:03:26.462451+00:00,511,2250.58
IB8000,1273,1680,4182,2025-06-05 12:23:16+00:00,2025-06-05 23:50:24.540266+00:00,208,935.61
SQ3699,2819,2575,4673,2025-11-25 06:43:36+00:00,2025-11-25 13:24:54.502554+00:00,777,2476.0
BA2315,2053,2961,550,2026-04-17 13:08:42+00:00,2026-04-17 17:24:55.467684+00:00,370,2225.73
SQ3714,4530,3415,852,2025-09-12 12:22:27+00:00,2025-09-12 15:03:09.938310+00:00,353,1845.49
BA8564,813,830,1622,2025-07-07 14:52:57+00:00,2025-07-08 04:17:23.632605+00:00,873,1045.76
LA1690,2989,3425,1288,2026-03-09 10:30:10+00:00,2026-03-09 13:35:54.543103+00:00,944,2186.76
LH8559,4158,2571,2311,2025-10-21 17:49:06+00:00,2025-10-21 19:08:00.561186+00:00,507,1887.08
BA5596,3284,1736,1690,2025-06-04 21:16:54+00:00,2025-06-05 04:12:17.454569+00:00,515,164.09
LA4347,592,2149,2461,2025-11-29 08:52:58+00:00,2025-11-29 15:09:11.435042+00:00,206,274.26
UA1028,2733,730,759,2026-06-03 00:50:05+00:00,2026-06-03 13:13:06.794756+00:00,148,323.38
LH4853,961,580,2384,2025-08-11 03:14:25+00:00,2025-08-11 06:36:43.828172+00:00,257,1175.08
BA6872,2672,1760,660,2025-08-29 14:09:14+00:00,2025-08-29 23:09:30.124112+00:00,465,136.54
QR7773,3479,2620,2134,2025-12-23 13:29:41+00:00,2025-12-23 17:08:33.100265+00:00,775,942.5
DL9880,1896,375,2806,2026-02-12 13:15:11+00:00,2026-02-12 16:22:22.893537+00:00,895,791.06
IB6697,721,1434,3126,2026-05-14 08:43:59+00:00,2026-05-14 15:04:33.314686+00:00,602,2008.15
LA2412,3373,1036,4222,2026-02-12 08:12:34+00:00,2026-02-12 20:07:45.589513+00:00,103,459.92
DL6250,2560,4137,2710,2026-01-18 14:45:56+00:00,2026-01-18 17:09:29.020262+00:00,661,1032.87
AA4790,1608,4856,2530,2025-10-12 17:56:07+00:00,2025-10-13 07:38:37.929372+00:00,984,913.38
DL7482,3311,3012,2030,2026-05-24 11:49:44+00:00,2026-05-24 21:23:31.975637+00:00,323,685.93
QR1538,2909,4312,2712,2025-09-24 15:54:12+00:00,2025-09-24 21:19:52.787542+00:00,420,2133.6
IB216,294,3035,1327,2025-08-06 16:51:25+00:00,2025-08-07 02:32:00.838580+00:00,552,709.8
EK8644,4258,3215,4108,2025-12-31 21:09:54+00:00,2026-01-01 08:26:54.336280+00:00,557,1084.49
EK3873,361,4020,804,2025-11-21 20:58:00+00:00,2025-11-22 10:26:47.551125+00:00,518,1587.86
TP9046,2328,4267,1386,2025-10-08 10:28:48+00:00,2025-10-08 20:19:32.934552+00:00,36,2374.11
DL1426,2409,4338,3928,2026-03-21 01:23:05+00:00,2026-03-21 04:40:29.347045+00:00,249,1881.63
EK1453,4587,421,1684,2025-12-15 13:12:33+00:00,2025-12-16 02:22:56.175881+00:00,944,2355.22
EK6414,2142,1562,3684,2025-07-27 21:20:59+00:00,2025-07-27 23:12:21.476007+00:00,193,922.09
LH8249,2257,887,2971,2026-01-10 19:09:30+00:00,2026-01-11 06:40:27.989496+00:00,354,1590.2
EK1906,2445,1597,4461,2026-03-16 11:31:54+00:00,2026-03-16 20:14:18.820191+00:00,979,819.94
QR9480,823,3953,3250,2026-05-05 05:18:00+00:00,2026-05-05 15:33:31.398031+00:00,843,246.88
SQ2593,2752,3841,3197,2025-09-07 00:49:28+00:00,2025-09-07 13:42:42.215595+00:00,55,241.71
LA3901,3342,1959,4359,2026-03-16 13:47:24+00:00,2026-03-16 22:54:40.188169+00:00,857,1317.91
IB6128,1431,1428,2519,2025-06-10 19:30:22+00:00,2025-06-11 04:05:27.933687+00:00,556,786.18
TP4688,2446,1932,907,2026-04-24 03:27:41+00:00,2026-04-24 13:31:25.450725+00:00,390,211.59
AF6825,1299,69,4025,2026-02-24 07:59:21+00:00,2026-02-24 15:12:05.149002+00:00,390,1228.51
UA1014,939,3939,3046,2026-04-13 14:25:00+00:00,2026-04-14 00:02:56.912491+00:00,24,955.75
EK281,4658,864,696,2026-04-19 20:34:30+00:00,2026-04-20 01:19:28.192598+00:00,672,1847.8
EK4202,370,1690,4733,2026-02-27 08:06:05+00:00,2026-02-27 14:09:59.832637+00:00,328,1227.75
JJ296,1126,4820,2264,2025-09-23 09:45:42+00:00,2025-09-23 10:48:37.642483+00:00,932,2021.55
AF6433,42,2199,1840,2026-02-27 14:13:58+00:00,2026-02-27 19:57:30.718175+00:00,819,1251.01
LH4275,1428,291,3841,2025-07-31 11:34:39+00:00,2025-07-31 15:11:39.885376+00:00,439,755.62
BA4501,1886,3755,4877,2026-03-27 19:29:14+00:00,2026-03-28 09:22:17.739973+00:00,973,1171.81
EK507,3280,1684,107,2026-02-08 12:54:14+00:00,2026-02-08 18:44:20.134576+00:00,791,2147.26
AA6374,775,1104,3951,2025-06-16 02:55:42+00:00,2025-06-16 05:44:45.263425+00:00,189,957.27
BA7220,1185,202,2267,2025-12-13 17:04:46+00:00,2025-12-13 23:43:15.047589+00:00,99,506.81
LH4289,847,3806,2680,2026-05-22 23:45:34+00:00,2026-05-23 10:21:00.590990+00:00,17,166.05
AF8678,2691,106,1345,2026-03-03 23:09:15+00:00,2026-03-04 11:32:12.365745+00:00,756,774.71
LH5599,3790,1358,4716,2025-07-04 10:38:42+00:00,2025-07-04 14:07:55.075455+00:00,665,1043.13
JJ2636,3946,1735,1673,2025-06-08 00:52:41+00:00,2025-06-08 05:07:42.307071+00:00,855,2360.3
AF1197,351,3227,3523,2025-09-07 02:46:38+00:00,2025-09-07 14:19:02.782242+00:00,25,1268.89
LH7357,1971,2283,380,2025-07-20 11:29:40+00:00,2025-07-20 15:55:56.849717+00:00,916,663.17
JJ6315,2759,581,3211,2026-05-29 19:14:35+00:00,2026-05-30 01:46:24.603451+00:00,16,1245.21
AD8471,64,3288,1326,2025-09-16 17:48:52+00:00,2025-09-17 03:53:17.737169+00:00,768,1233.78
JJ7716,1497,3393,1663,2025-08-01 22:22:00+00:00,2025-08-02 04:02:24.751280+00:00,86,1232.65
UA8631,4938,615,3232,2025-07-21 14:51:20+00:00,2025-07-21 22:50:59.768967+00:00,374,662.88
G36604,366,301,559,2026-05-26 18:00:38+00:00,2026-05-27 06:29:29.262367+00:00,955,1799.67
TP9438,2966,485,2152,2025-06-16 02:33:08+00:00,2025-06-16 07:40:25.504877+00:00,496,308.81
IB2074,365,1517,210,2025-10-30 04:55:30+00:00,2025-10-30 06:17:33.873135+00:00,122,1872.36
TP4163,284,2121,4128,2025-10-16 01:20:36+00:00,2025-10-16 03:27:17.240243+00:00,441,1672.55
AF9415,2381,3180,984,2025-08-28 02:05:16+00:00,2025-08-28 07:22:58.604393+00:00,621,2083.84
G31213,3386,973,4405,2026-03-31 00:57:04+00:00,2026-03-31 12:04:36.622061+00:00,785,2291.71
DL2619,2973,3223,4171,2026-01-31 14:52:25+00:00,2026-02-01 02:58:32.030664+00:00,820,586.31
UA6047,30,2612,1115,2025-06-15 23:14:36+00:00,2025-06-16 02:38:41.659933+00:00,444,1646.42
G33906,2034,1587,3499,2025-08-31 21:35:16+00:00,2025-09-01 06:42:50.889537+00:00,427,2250.93
BA1503,1264,2114,1870,2026-01-20 19:56:30+00:00,2026-01-20 23:36:37.708713+00:00,849,2185.58
G36367,4481,2978,2411,2025-07-03 12:31:36+00:00,2025-07-03 23:43:23.380570+00:00,766,776.65
SQ2025,3756,45,2336,2025-10-07 08:45:09+00:00,2025-10-07 19:46:02.174753+00:00,886,2349.92
AD5912,4574,4663,2441,2026-01-22 11:58:15+00:00,2026-01-23 01:14:08.174808+00:00,412,846.55
AF5415,529,930,4013,2025-10-09 02:27:35+00:00,2025-10-09 08:37:14.415411+00:00,286,1364.54
DL6452,1191,2921,4277,2026-01-29 14:41:09+00:00,2026-01-29 23:00:40.404290+00:00,622,1865.09
UA2984,2259,1609,4208,2025-11-07 19:50:04+00:00,2025-11-08 08:37:00.214221+00:00,687,598.68
TP651,484,4244,2804,2026-04-21 09:37:07+00:00,2026-04-21 18:35:13.131491+00:00,492,529.5
SQ1795,2824,4541,2936,2025-06-24 01:42:59+00:00,2025-06-24 08:50:01.062367+00:00,988,546.01
EK3276,2730,1450,4936,2026-02-06 12:37:03+00:00,2026-02-07 01:38:34.971205+00:00,249,110.2
IB270,4474,1396,796,2025-09-04 12:23:50+00:00,2025-09-04 19:01:12.724005+00:00,547,139.07
LA1677,945,49,4841,2026-03-26 20:30:25+00:00,2026-03-27 09:50:19.682136+00:00,352,165.77
BA7663,4437,1620,2938,2025-12-29 15:36:32+00:00,2025-12-29 22:21:32.291478+00:00,807,2173.62
DL412,2538,990,335,2025-09-21 04:28:55+00:00,2025-09-21 17:43:39.893514+00:00,180,1119.61
DL1266,3744,3138,3808,2025-09-23 12:37:30+00:00,2025-09-23 23:28:26.694415+00:00,72,1469.81
LA2918,1532,2461,23,2025-10-17 13:36:59+00:00,2025-10-18 02:44:44.759679+00:00,253,1950.88
IB3754,2109,1082,2572,2025-12-10 16:13:28+00:00,2025-12-10 19:00:33.682927+00:00,731,717.84
LH7047,3416,1889,4438,2026-02-15 01:33:39+00:00,2026-02-15 14:44:38.087683+00:00,795,1871.64
LA1455,4229,2980,3948,2025-06-18 03:26:04+00:00,2025-06-18 08:30:03.603544+00:00,609,1649.93
SQ5280,1780,4715,1447,2026-05-07 17:10:24+00:00,2026-05-08 03:56:20.569507+00:00,19,1302.49
LH5141,2443,4067,1042,2026-04-25 21:26:59+00:00,2026-04-26 03:39:38.374074+00:00,192,411.87
JJ5095,665,3912,4017,2026-03-04 22:57:45+00:00,2026-03-05 05:32:58.794515+00:00,204,322.47
LH7623,476,445,4765,2025-10-02 22:35:31+00:00,2025-10-03 05:03:50.870635+00:00,463,2290.03
LA2987,1289,2572,2956,2025-10-02 21:04:37+00:00,2025-10-03 08:11:31.105206+00:00,790,216.26
UA1840,3816,833,431,2025-12-25 21:13:54+00:00,2025-12-26 00:45:21.732707+00:00,615,748.55
UA1848,1167,4211,2380,2026-02-15 06:47:52+00:00,2026-02-15 14:13:19.297848+00:00,281,62.85
JJ8274,552,3705,3501,2026-01-29 03:27:13+00:00,2026-01-29 09:49:53.164617+00:00,572,1661.41
TP5380,4693,3067,3204,2026-03-17 02:13:43+00:00,2026-03-17 09:33:02.558745+00:00,159,122.81
IB5011,315,3225,1171,2026-02-03 12:10:47+00:00,2026-02-03 17:50:57.601714+00:00,690,1946.84
UA3865,2257,4672,4073,2025-09-06 01:15:15+00:00,2025-09-06 10:35:51.597139+00:00,976,1958.06
AD7494,2589,3299,2852,2026-03-20 21:39:37+00:00,2026-03-21 03:49:53.899055+00:00,153,254.65
JJ9836,4186,660,387,2025-10-17 22:49:34+00:00,2025-10-18 12:42:55.694781+00:00,240,1795.28
AF9217,3968,3154,3852,2025-07-02 04:34:18+00:00,2025-07-02 07:06:46.245140+00:00,392,805.45
QR1526,1854,2265,1575,2025-11-18 03:59:13+00:00,2025-11-18 10:16:35.092503+00:00,157,1083.23
LA5954,3471,1767,4648,2025-11-29 18:46:21+00:00,2025-11-30 04:22:28.679870+00:00,417,896.95
SQ8324,249,35,101,2025-10-14 18:36:18+00:00,2025-10-15 00:44:28.352500+00:00,333,2427.18
LA2980,1919,4882,1335,2025-06-10 16:15:52+00:00,2025-06-10 23:18:13.089139+00:00,515,1261.2
IB9445,1779,907,3834,2025-06-22 03:32:57+00:00,2025-06-22 13:28:36.148636+00:00,462,328.42
EK2222,2972,2629,648,2025-09-22 07:28:15+00:00,2025-09-22 18:41:43.262365+00:00,809,2405.9
LA9909,3763,449,3018,2026-05-19 08:58:12+00:00,2026-05-19 15:47:40.602635+00:00,283,2334.72
LH599,1847,605,4693,2025-10-19 03:46:02+00:00,2025-10-19 15:11:16.707641+00:00,145,171.1
AD2899,2907,4775,4426,2026-05-22 15:24:16+00:00,2026-05-22 23:28:52.199272+00:00,603,2129.66
BA8246,4874,2438,4867,2025-11-08 23:41:24+00:00,2025-11-09 11:42:23.810437+00:00,275,1506.01
QR8539,3192,2334,216,2026-05-14 20:55:38+00:00,2026-05-15 00:41:46.584553+00:00,629,2104.76
LH2168,4063,4361,624,2025-07-05 21:11:23+00:00,2025-07-05 22:52:51.927810+00:00,90,2347.3
QR941,3855,4558,1496,2025-10-28 17:13:57+00:00,2025-10-28 20:27:22.725937+00:00,374,549.92
AD6764,2221,4295,4036,2026-06-02 17:54:16+00:00,2026-06-03 00:24:47.562692+00:00,764,1423.71
JJ228,3506,4504,3482,2026-05-11 00:53:48+00:00,2026-05-11 03:07:24.852475+00:00,637,2266.42
TP3721,4962,660,107,2025-10-27 04:00:27+00:00,2025-10-27 05:47:55.704669+00:00,356,2393.93
TP7815,737,4686,4935,2025-09-19 08:31:08+00:00,2025-09-19 16:28:18.469194+00:00,398,1450.31
AF9313,1472,4618,3889,2026-01-04 23:47:44+00:00,2026-01-05 02:47:28.213458+00:00,84,103.23
DL4271,3307,2505,2511,2025-11-29 03:15:48+00:00,2025-11-29 05:42:13.722742+00:00,251,1980.73
TP6462,4988,2197,2093,2025-08-24 10:20:01+00:00,2025-08-24 12:23:50.288696+00:00,314,1939.88
LA8118,4959,3532,1994,2026-02-23 14:46:34+00:00,2026-02-23 20:11:13.067979+00:00,138,214.36
BA9215,3573,4057,210,2025-09-15 18:34:10+00:00,2025-09-16 06:06:18.729062+00:00,351,2048.78
AD6805,3566,3270,1678,2026-03-18 03:50:42+00:00,2026-03-18 15:24:50.346443+00:00,811,1045.98
IB2435,2174,1451,4509,2025-08-27 03:22:41+00:00,2025-08-27 15:36:15.609680+00:00,394,174.91
AF6710,1424,1383,4944,2025-07-25 23:40:59+00:00,2025-07-26 09:18:35.517638+00:00,615,365.7
TP4055,3635,1196,2829,2026-02-19 03:32:04+00:00,2026-02-19 05:53:08.616368+00:00,596,1669.48
AA5935,446,3484,2564,2026-04-08 13:06:07+00:00,2026-04-08 19:26:36.274182+00:00,329,1846.74
TP7428,2263,3284,127,2025-09-26 13:29:44+00:00,2025-09-26 17:42:24.662200+00:00,543,2125.54
LH3510,3946,256,288,2026-01-23 17:27:37+00:00,2026-01-23 21:45:36.433173+00:00,988,2439.06
IB3041,2948,3098,4292,2025-08-12 19:43:23+00:00,2025-08-13 03:23:03.411330+00:00,822,1517.57
DL5924,1626,765,2787,2026-03-08 12:55:47+00:00,2026-03-08 21:49:23.465219+00:00,101,1357.03
DL4002,2896,3267,3723,2026-04-13 23:52:39+00:00,2026-04-14 13:11:13.069747+00:00,137,2397.0
AA6862,4754,2939,364,2025-09-07 10:33:44+00:00,2025-09-07 19:13:48.234526+00:00,426,2438.19
IB7974,4435,3775,1473,2025-12-30 14:35:46+00:00,2025-12-30 23:38:24.194689+00:00,758,522.24
JJ4660,2759,1958,2367,2025-12-21 10:15:21+00:00,2025-12-21 23:42:49.452463+00:00,457,397.05
IB158,4013,4982,1664,2026-05-06 08:47:29+00:00,2026-05-06 14:53:37.131461+00:00,729,1093.18
