nome,pais_origem_id,ano_fundacao,website,ativo
AirAerospace 476,529,1966,https://www.airaerospace476.com,True
TechDynamics 477,463,2011,https://www.techdynamics477.com,True
AirSystems 478,178,1991,https://www.airsystems478.com,True
JetIndustries 479,425,1997,https://www.jetindustries479.com,True
TechSolutions 480,230,1952,https://www.techsolutions480.com,True
StarSolutions 481,642,1979,https://www.starsolutions481.com,True
NovaAerospace 482,269,1971,https://www.novaaerospace482.com,False
GlobalWorks 483,615,1983,https://www.globalworks483.com,True
FlyAviation 484,970,2022,https://www.flyaviation484.com,True
StarWorks 485,792,2008,https://www.starworks485.com,True
NovaIndustries 486,230,1976,https://www.novaindustries486.com,True
WingSystems 487,765,2013,https://www.wingsystems487.com,True
TechAerospace 488,615,1977,https://www.techaerospace488.com,True
WingAerospace 489,429,1973,https://www.wingaerospace489.com,True
AirCorp 490,298,1983,https://www.aircorp490.com,True
NovaAerospace 491,379,2024,https://www.novaaerospace491.com,True
NovaIndustries 492,11,2010,https://www.novaindustries492.com,True
FlyWorks 493,704,1977,https://www.flyworks493.com,True
TechSolutions 494,263,1959,https://www.techsolutions494.com,False
AeroCorp 495,341,1980,https://www.aerocorp495.com,True
FlySolutions 496,962,1955,https://www.flysolutions496.com,False
StarSolutions 497,391,1988,https://www.starsolutions497.com,True
FlyAviation 498,992,2021,https://www.flyaviation498.com,False
AirSystems 499,174,2014,https://www.airsystems499.com,True
FlyManufacturing 500,136,1961,https://www.flymanufacturing500.com,True
StarWorks 501,146,1983,https://www.starworks501.com,True
AeroAviation 502,512,1985,https://www.aeroaviation502.com,True
TechSystems 503,925,1983,https://www.techsystems503.com,True
WingEngineering 504,321,2005,https://www.wingengineering504.com,True
FlyManufacturing 505,783,1969,https://www.flymanufacturing505.com,True
NovaCorp 506,194,1969,https://www.novacorp506.com,False
AirCorp 507,482,1983,https://www.aircorp507.com,True
NovaWorks 508,119,2013,https://www.novaworks508.com,False
FlyEngineering 509,497,2008,https://www.flyengineering509.com,True
AirIndustries 510,358,1961,https://www.airindustries510.com,True
WingAviation 511,855,1971,https://www.wingaviation511.com,True
WingSolutions 512,913,2024,https://www.wingsolutions512.com,True
AeroEngineering 513,786,2023,https://www.aeroengineering513.com,True
SkyAerospace 514,787,2013,https://www.skyaerospace514.com,True
FlyCorp 515,292,1965,https://www.flycorp515.com,True
GlobalIndustries 516,858,1991,https://www.globalindustries516.com,True
SkyManufacturing 517,851,2011,https://www.skymanufacturing517.com,True
WingSolutions 518,674,1950,https://www.wingsolutions518.com,True
AeroSolutions 519,974,2007,https://www.aerosolutions519.com,True
GlobalAviation 520,217,1956,https://www.globalaviation520.com,True
WingDynamics 521,818,1957,https://www.wingdynamics521.com,True
StarSolutions 522,391,1961,https://www.starsolutions522.com,True
AirAerospace 523,989,2001,https://www.airaerospace523.com,False
JetAviation 524,398,2001,https://www.jetaviation524.com,True
AirIndustries 525,306,2012,https://www.airindustries525.com,True
WingSolutions 526,135,1995,https://www.wingsolutions526.com,True
FlyEngineering 527,205,2012,https://www.flyengineering527.com,True
TechManufacturing 528,275,2022,https://www.techmanufacturing528.com,True
SkyWorks 529,831,1997,https://www.skyworks529.com,True
TechWorks 530,96,1955,https://www.techworks530.com,True
NovaAerospace 531,664,1969,https://www.novaaerospace531.com,True
StarEngineering 532,86,1987,https://www.starengineering532.com,True
SkyManufacturing 533,308,1969,https://www.skymanufacturing533.com,True
WingAerospace 534,536,2004,https://www.wingaerospace534.com,True
AeroEngineering 535,79,1955,https://www.aeroengineering535.com,True
StarWorks 536,423,1962,https://www.starworks536.com,True
GlobalSystems 537,364,1982,https://www.globalsystems537.com,True
StarCorp 538,117,2009,https://www.starcorp538.com,True
AirWorks 539,47,1960,https://www.airworks539.com,True
WingDynamics 540,602,2008,https://www.wingdynamics540.com,True
NovaSolutions 541,828,1983,https://www.novasolutions541.com,True
AirAerospace 542,190,1960,https://www.airaerospace542.com,True
GlobalSystems 543,893,1963,https://www.globalsystems543.com,True
AeroCorp 544,405,1964,https://www.aerocorp544.com,False
NovaManufacturing 545,709,2001,https://www.novamanufacturing545.com,True
GlobalManufacturing 546,311,1996,https://www.globalmanufacturing546.com,True
TechSystems 547,90,1966,https://www.techsystems547.com,True
JetIndustries 548,836,1952,https://www.jetindustries548.com,True
JetCorp 549,215,2011,https://www.jetcorp549.com,True
JetWorks 550,863,2018,https://www.jetworks550.com,True
WingManufacturing 551,152,2010,https://www.wingmanufacturing551.com,True
SkyAviation 552,925,1969,https://www.skyaviation552.com,True
NovaManufacturing 553,483,1952,https://www.novamanufacturing553.com,True
GlobalAerospace 554,207,1987,https://www.globalaerospace554.com,True
TechCorp 555,342,1951,https://www.techcorp555.com,True
TechWorks 556,869,2013,https://www.techworks556.com,True
GlobalEngineering 557,298,1954,https://www.globalengineering557.com,True
NovaEngineering 558,606,2012,https://www.novaengineering558.com,True
AeroEngineering 559,20,2004,https://www.aeroengineering559.com,True
StarIndustries 560,275,2003,https://www.starindustries560.com,True
SkyManufacturing 561,638,1994,https://www.skymanufacturing561.com,True
TechCorp 562,166,1986,https://www.techcorp562.com,True
NovaDynamics 563,449,1979,https://www.novadynamics563.com,True
GlobalDynamics 564,944,2009,https://www.globaldynamics564.com,True
WingWorks 565,983,2003,https://www.wingworks565.com,True
FlyManufacturing 566,819,1970,https://www.flymanufacturing566.com,True
WingIndustries 567,684,2011,https://www.wingindustries567.com,True
JetAviation 568,621,2012,https://www.jetaviation568.com,True
TechManufacturing 569,311,1980,https://www.techmanufacturing569.com,True
AeroCorp 570,368,1983,https://www.aerocorp570.com,True
AirAviation 571,848,2014,https://www.airaviation571.com,False
SkyDynamics 572,441,1964,https://www.skydynamics572.com,True
SkyEngineering 573,230,2012,https://www.skyengineering573.com,True
FlyDynamics 574,788,1955,https://www.flydynamics574.com,True
StarSystems 575,918,1969,https://www.starsystems575.com,True
StarSolutions 576,686,1963,https://www.starsolutions576.com,True
NovaManufacturing 577,986,1964,https://www.novamanufacturing577.com,True
GlobalSolutions 578,801,1963,https://www.globalsolutions578.com,True
AeroEngineering 579,108,1971,https://www.aeroengineering579.com,True
JetDynamics 580,161,1987,https://www.jetdynamics580.com,True
StarManufacturing 581,751,1962,https://www.starmanufacturing581.com,True
FlyDynamics 582,839,1967,https://www.flydynamics582.com,True
JetManufacturing 583,993,2003,https://www.jetmanufacturing583.com,True
AeroAerospace 584,855,2010,https://www.aeroaerospace584.com,True
StarAviation 585,88,1984,https://www.staraviation585.com,True
TechDynamics 586,645,1981,https://www.techdynamics586.com,True
StarWorks 587,807,1979,https://www.starworks587.com,True
TechWorks 588,941,2002,https://www.techworks588.com,True
StarDynamics 589,967,1953,https://www.stardynamics589.com,True
AeroEngineering 590,967,1958,https://www.aeroengineering590.com,False
FlyWorks 591,791,1971,https://www.flyworks591.com,True
TechCorp 592,677,1969,https://www.techcorp592.com,True
AeroEngineering 593,997,1987,https://www.aeroengineering593.com,True
StarSystems 594,739,1990,https://www.starsystems594.com,True
AeroSystems 595,922,2017,https://www.aerosystems595.com,True
AirWorks 596,457,1976,https://www.airworks596.com,True
GlobalSolutions 597,668,2006,https://www.globalsolutions597.com,True
TechAerospace 598,903,1988,https://www.techaerospace598.com,False
StarDynamics 599,400,1966,https://www.stardynamics599.com,True
StarSystems 600,219,1961,https://www.starsystems600.com,True
WingEngineering 601,349,1970,https://www.wingengineering601.com,False
StarSolutions 602,265,1980,https://www.starsolutions602.com,True
WingWorks 603,518,1964,https://www.wingworks603.com,True
FlySystems 604,643,2014,https://www.flysystems604.com,True
AeroIndustries 605,460,1988,https://www.aeroindustries605.com,True
AeroManufacturing 606,348,1980,https://www.aeromanufacturing606.com,True
GlobalSolutions 607,732,2018,https://www.globalsolutions607.com,True
JetDynamics 608,307,1986,https://www.jetdynamics608.com,True
GlobalAviation 609,732,1998,https://www.globalaviation609.com,True
JetIndustries 610,336,2016,https://www.jetindustries610.com,True
FlyManufacturing 611,101,1968,https://www.flymanufacturing611.com,True
TechIndustries 612,95,1957,https://www.techindustries612.com,True
AirManufacturing 613,220,2007,https://www.airmanufacturing613.com,False
StarWorks 614,603,2021,https://www.starworks614.com,True
TechSystems 615,599,2013,https://www.techsystems615.com,True
NovaManufacturing 616,750,2003,https://www.novamanufacturing616.com,True
AirEngineering 617,131,2012,https://www.airengineering617.com,True
AirEngineering 618,884,2017,https://www.airengineering618.com,True
JetManufacturing 619,485,1954,https://www.jetmanufacturing619.com,True
StarDynamics 620,944,1965,https://www.stardynamics620.com,True
TechIndustries 621,124,1997,https://www.techindustries621.com,True
AeroEngineering 622,157,1965,https://www.aeroengineering622.com,True
FlySystems 623,302,2012,https://www.flysystems623.com,False
AirAviation 624,803,2003,https://www.airaviation624.com,False
WingSystems 625,221,1973,https://www.wingsystems625.com,True
NovaCorp 626,126,2020,https://www.novacorp626.com,True
AeroWorks 627,493,2023,https://www.aeroworks627.com,True
NovaDynamics 628,801,1998,https://www.novadynamics628.com,True
GlobalAviation 629,781,1967,https://www.globalaviation629.com,True
NovaManufacturing 630,684,2007,https://www.novamanufacturing630.com,True
FlyIndustries 631,820,2002,https://www.flyindustries631.com,True
TechDynamics 632,554,1955,https://www.techdynamics632.com,True
NovaSystems 633,662,1961,https://www.novasystems633.com,True
AeroSolutions 634,646,1989,https://www.aerosolutions634.com,True
SkyEngineering 635,88,1974,https://www.skyengineering635.com,True
StarSolutions 636,776,1956,https://www.starsolutions636.com,True
StarAerospace 637,769,2010,https://www.staraerospace637.com,True
AeroIndustries 638,675,2018,https://www.aeroindustries638.com,True
AeroSystems 639,806,1976,https://www.aerosystems639.com,True
GlobalManufacturing 640,87,2018,https://www.globalmanufacturing640.com,True
TechSolutions 641,47,2012,https://www.techsolutions641.com,True
AeroDynamics 642,448,1973,https://www.aerodynamics642.com,True
StarDynamics 643,392,1982,https://www.stardynamics643.com,False
SkyEngineering 644,173,1986,https://www.skyengineering644.com,True
WingIndustries 645,158,1989,https://www.wingindustries645.com,True
AirCorp 646,630,1991,https://www.aircorp646.com,True
AeroSystems 647,400,1962,https://www.aerosystems647.com,True
TechDynamics 648,265,1998,https://www.techdynamics648.com,True
SkyCorp 649,208,1980,https://www.skycorp649.com,True
GlobalAerospace 650,505,2015,https://www.globalaerospace650.com,True
TechIndustries 651,276,1957,https://www.techindustries651.com,True
StarWorks 652,68,2011,https://www.starworks652.com,False
JetCorp 653,276,2020,https://www.jetcorp653.com,True
SkyAerospace 654,782,2021,https://www.skyaerospace654.com,True
AirSystems 655,582,2002,https://www.airsystems655.com,True
StarAerospace 656,802,1968,https://www.staraerospace656.com,True
AirAerospace 657,551,2004,https://www.airaerospace657.com,True
StarManufacturing 658,43,1950,https://www.starmanufacturing658.com,True
GlobalSystems 659,669,1971,https://www.globalsystems659.com,False
NovaSystems 660,613,1982,https://www.novasystems660.com,True
TechDynamics 661,863,1977,https://www.techdynamics661.com,True
StarSystems 662,47,1970,https://www.starsystems662.com,True
GlobalIndustries 663,308,1961,https://www.globalindustries663.com,True
SkyAviation 664,743,2021,https://www.skyaviation664.com,True
TechAerospace 665,626,2014,https://www.techaerospace665.com,True
FlyDynamics 666,651,1983,https://www.flydynamics666.com,True
NovaSystems 667,252,1991,https://www.novasystems667.com,True
NovaSolutions 668,337,1952,https://www.novasolutions668.com,True
AirCorp 669,624,2010,https://www.aircorp669.com,False
AeroAviation 670,424,2021,https://www.aeroaviation670.com,True
NovaWorks 671,552,1960,https://www.novaworks671.com,True
SkyEngineering 672,32,2006,https://www.skyengineering672.com,True
FlyWorks 673,848,1995,https://www.flyworks673.com,True
AeroIndustries 674,474,1997,https://www.aeroindustries674.com,True
NovaCorp 675,227,1952,https://www.novacorp675.com,True
FlyAerospace 676,93,1988,https://www.flyaerospace676.com,True
JetAerospace 677,506,1996,https://www.jetaerospace677.com,False
NovaSolutions 678,215,1950,https://www.novasolutions678.com,True
TechIndustries 679,891,1985,https://www.techindustries679.com,True
NovaAviation 680,566,1974,https://www.novaaviation680.com,True
GlobalSolutions 681,579,1972,https://www.globalsolutions681.com,False
AirIndustries 682,131,1983,https://www.airindustries682.com,True
JetEngineering 683,747,1985,https://www.jetengineering683.com,True
AeroEngineering 684,630,1982,https://www.aeroengineering684.com,True
NovaCorp 685,961,2004,https://www.novacorp685.com,True
AeroDynamics 686,443,2002,https://www.aerodynamics686.com,True
StarManufacturing 687,508,1996,https://www.starmanufacturing687.com,True
AeroAerospace 688,49,1985,https://www.aeroaerospace688.com,True
StarManufacturing 689,324,1950,https://www.starmanufacturing689.com,True
FlyIndustries 690,902,2023,https://www.flyindustries690.com,True
JetWorks 691,981,1959,https://www.jetworks691.com,True
JetAviation 692,338,1989,https://www.jetaviation692.com,False
SkyCorp 693,492,2005,https://www.skycorp693.com,True
GlobalDynamics 694,861,1982,https://www.globaldynamics694.com,True
NovaAerospace 695,982,1993,https://www.novaaerospace695.com,True
FlyEngineering 696,814,1980,https://www.flyengineering696.com,True
GlobalSolutions 697,450,1962,https://www.globalsolutions697.com,True
GlobalIndustries 698,88,1957,https://www.globalindustries698.com,True
TechDynamics 699,912,1958,https://www.techdynamics699.com,True
AeroManufacturing 700,57,1988,https://www.aeromanufacturing700.com,True
TechIndustries 701,105,1957,https://www.techindustries701.com,True
WingWorks 702,412,1962,https://www.wingworks702.com,True
TechAerospace 703,886,1951,https://www.techaerospace703.com,True
NovaWorks 704,902,1962,https://www.novaworks704.com,True
AeroManufacturing 705,530,1992,https://www.aeromanufacturing705.com,True
SkyIndustries 706,13,1958,https://www.skyindustries706.com,True
JetSolutions 707,130,2015,https://www.jetsolutions707.com,True
TechManufacturing 708,743,2006,https://www.techmanufacturing708.com,True
AirCorp 709,62,1966,https://www.aircorp709.com,True
TechEngineering 710,983,1995,https://www.techengineering710.com,True
StarAviation 711,151,2010,https://www.staraviation711.com,True
FlySystems 712,378,1951,https://www.flysystems712.com,True
AirCorp 713,244,2014,https://www.aircorp713.com,True
StarCorp 714,433,1994,https://www.starcorp714.com,True
JetAerospace 715,805,1958,https://www.jetaerospace715.com,True
NovaManufacturing 716,615,1992,https://www.novamanufacturing716.com,True
GlobalDynamics 717,631,1988,https://www.globaldynamics717.com,True
AirIndustries 718,466,1955,https://www.airindustries718.com,True
AeroAerospace 719,710,1979,https://www.aeroaerospace719.com,True
JetAerospace 720,493,1992,https://www.jetaerospace720.com,True
TechAerospace 721,410,1973,https://www.techaerospace721.com,True
AeroDynamics 722,11,1959,https://www.aerodynamics722.com,True
StarIndustries 723,146,1987,https://www.starindustries723.com,True
GlobalDynamics 724,45,1953,https://www.globaldynamics724.com,True
WingAviation 725,225,1983,https://www.wingaviation725.com,True
FlyEngineering 726,252,1972,https://www.flyengineering726.com,True
AirSystems 727,933,1962,https://www.airsystems727.com,False
AirWorks 728,671,1964,https://www.airworks728.com,True
JetSystems 729,468,1980,https://www.jetsystems729.com,True
FlyAviation 730,964,2017,https://www.flyaviation730.com,True
GlobalWorks 731,900,1958,https://www.globalworks731.com,True
AirAerospace 732,197,2018,https://www.airaerospace732.com,True
FlyDynamics 733,614,2004,https://www.flydynamics733.com,True
JetCorp 734,782,1974,https://www.jetcorp734.com,True
WingAviation 735,336,1981,https://www.wingaviation735.com,False
WingAviation 736,872,2015,https://www.wingaviation736.com,True
NovaAerospace 737,745,1960,https://www.novaaerospace737.com,True
GlobalIndustries 738,172,2015,https://www.globalindustries738.com,True
StarDynamics 739,511,2016,https://www.stardynamics739.com,True
FlyDynamics 740,539,2011,https://www.flydynamics740.com,True
NovaManufacturing 741,275,2024,https://www.novamanufacturing741.com,True
GlobalCorp 742,213,1978,https://www.globalcorp742.com,True
NovaAerospace 743,406,1977,https://www.novaaerospace743.com,True
TechSolutions 744,161,1997,https://www.techsolutions744.com,True
SkyAviation 745,770,1960,https://www.skyaviation745.com,True
StarDynamics 746,236,2024,https://www.stardynamics746.com,False
StarSolutions 747,345,2004,https://www.starsolutions747.com,True
TechWorks 748,377,2013,https://www.techworks748.com,True
TechCorp 749,184,2006,https://www.techcorp749.com,True
SkyDynamics 750,924,1960,https://www.skydynamics750.com,True
StarEngineering 751,560,1960,https://www.starengineering751.com,True
JetIndustries 752,122,1959,https://www.jetindustries752.com,True
StarAerospace 753,342,1975,https://www.staraerospace753.com,True
WingSystems 754,764,1985,https://www.wingsystems754.com,True
GlobalAviation 755,876,2019,https://www.globalaviation755.com,True
AeroSystems 756,289,1994,https://www.aerosystems756.com,True
TechWorks 757,842,2024,https://www.techworks757.com,True
AeroManufacturing 758,670,2015,https://www.aeromanufacturing758.com,True
AirWorks 759,234,1979,https://www.airworks759.com,True
JetManufacturing 760,240,2016,https://www.jetmanufacturing760.com,True
StarManufacturing 761,740,2009,https://www.starmanufacturing761.com,True
SkyDynamics 762,867,1974,https://www.skydynamics762.com,True
TechAerospace 763,450,2007,https://www.techaerospace763.com,True
AeroDynamics 764,143,2023,https://www.aerodynamics764.com,True
WingCorp 765,512,1995,https://www.wingcorp765.com,True
TechWorks 766,703,2001,https://www.techworks766.com,True
StarSystems 767,334,1952,https://www.starsystems767.com,True
AeroAviation 768,158,1992,https://www.aeroaviation768.com,True
GlobalSolutions 769,588,2000,https://www.globalsolutions769.com,True
JetWorks 770,66,2018,https://www.jetworks770.com,True
NovaIndustries 771,337,2022,https://www.novaindustries771.com,True
WingIndustries 772,176,1963,https://www.wingindustries772.com,True
AirCorp 773,847,2012,https://www.aircorp773.com,False
JetIndustries 774,934,1999,https://www.jetindustries774.com,True
JetSystems 775,676,2017,https://www.jetsystems775.com,False
AeroDynamics 776,531,1951,https://www.aerodynamics776.com,True
TechWorks 777,161,1964,https://www.techworks777.com,True
TechManufacturing 778,761,1958,https://www.techmanufacturing778.com,True
JetAviation 779,892,1976,https://www.jetaviation779.com,True
NovaAviation 780,619,2023,https://www.novaaviation780.com,True
GlobalAerospace 781,515,2008,https://www.globalaerospace781.com,True
AeroAviation 782,457,1958,https://www.aeroaviation782.com,True
GlobalAerospace 783,539,1992,https://www.globalaerospace783.com,True
NovaManufacturing 784,474,2023,https://www.novamanufacturing784.com,False
SkySystems 785,662,2008,https://www.skysystems785.com,True
WingWorks 786,628,1972,https://www.wingworks786.com,True
AirSolutions 787,751,2005,https://www.airsolutions787.com,True
AirSolutions 788,98,2000,https://www.airsolutions788.com,True
AeroAerospace 789,907,1970,https://www.aeroaerospace789.com,True
StarSystems 790,683,1958,https://www.starsystems790.com,True
JetManufacturing 791,422,2020,https://www.jetmanufacturing791.com,True
FlyIndustries 792,774,1963,https://www.flyindustries792.com,True
FlyWorks 793,462,1971,https://www.flyworks793.com,True
StarCorp 794,474,1953,https://www.starcorp794.com,False
NovaWorks 795,352,2001,https://www.novaworks795.com,True
TechCorp 796,11,1982,https://www.techcorp796.com,True
AirDynamics 797,687,2009,https://www.airdynamics797.com,True
SkyIndustries 798,562,1981,https://www.skyindustries798.com,True
NovaAviation 799,483,1985,https://www.novaaviation799.com,True
AirCorp 800,622,1962,https://www.aircorp800.com,True
SkyEngineering 801,760,2000,https://www.skyengineering801.com,True
AeroSystems 802,158,2006,https://www.aerosystems802.com,True
JetCorp 803,915,2018,https://www.jetcorp803.com,True
AeroEngineering 804,657,1963,https://www.aeroengineering804.com,True
WingManufacturing 805,54,1950,https://www.wingmanufacturing805.com,False
TechAerospace 806,952,1981,https://www.techaerospace806.com,True
JetAerospace 807,94,1952,https://www.jetaerospace807.com,True
AeroDynamics 808,841,1974,https://www.aerodynamics808.com,True
SkyAerospace 809,982,1962,https://www.skyaerospace809.com,True
AirAviation 810,46,2003,https://www.airaviation810.com,True
FlyDynamics 811,576,1974,https://www.flydynamics811.com,True
StarWorks 812,962,2004,https://www.starworks812.com,True
JetIndustries 813,366,1991,https://www.jetindustries813.com,True
TechDynamics 814,13,1999,https://www.techdynamics814.com,True
JetIndustries 815,674,1985,https://www.jetindustries815.com,True
FlyCorp 816,69,1977,https://www.flycorp816.com,True
GlobalManufacturing 817,105,2018,https://www.globalmanufacturing817.com,True
GlobalAviation 818,258,1962,https://www.globalaviation818.com,True
TechAviation 819,341,1972,https://www.techaviation819.com,True
FlyManufacturing 820,70,1992,https://www.flymanufacturing820.com,False
GlobalManufacturing 821,392,2015,https://www.globalmanufacturing821.com,True
JetEngineering 822,602,1951,https://www.jetengineering822.com,True
GlobalIndustries 823,317,1980,https://www.globalindustries823.com,True
JetSolutions 824,82,1957,https://www.jetsolutions824.com,True
NovaSystems 825,207,1969,https://www.novasystems825.com,True
AeroAerospace 826,946,2006,https://www.aeroaerospace826.com,True
FlyAviation 827,285,1990,https://www.flyaviation827.com,True
AeroEngineering 828,811,2003,https://www.aeroengineering828.com,True
WingCorp 829,235,1992,https://www.wingcorp829.com,True
JetEngineering 830,56,1981,https://www.jetengineering830.com,True
JetSolutions 831,894,1998,https://www.jetsolutions831.com,True
AirManufacturing 832,645,1950,https://www.airmanufacturing832.com,False
NovaIndustries 833,977,1974,https://www.novaindustries833.com,False
AirAerospace 834,129,1961,https://www.airaerospace834.com,True
StarAerospace 835,242,2014,https://www.staraerospace835.com,False
NovaSystems 836,169,1975,https://www.novasystems836.com,True
AirSolutions 837,255,1988,https://www.airsolutions837.com,True
NovaAerospace 838,279,2011,https://www.novaaerospace838.com,False
FlyWorks 839,387,1971,https://www.flyworks839.com,True
TechEngineering 840,625,2005,https://www.techengineering840.com,True
NovaCorp 841,781,1998,https://www.novacorp841.com,True
SkySystems 842,610,2018,https://www.skysystems842.com,True
AirSystems 843,390,2009,https://www.airsystems843.com,True
WingWorks 844,576,2011,https://www.wingworks844.com,False
AirManufacturing 845,201,1969,https://www.airmanufacturing845.com,True
AeroCorp 846,883,2014,https://www.aerocorp846.com,True
FlyManufacturing 847,415,2003,https://www.flymanufacturing847.com,True
FlyWorks 848,502,1989,https://www.flyworks848.com,True
GlobalIndustries 849,419,1954,https://www.globalindustries849.com,True
SkyWorks 850,955,2022,https://www.skyworks850.com,True
TechSystems 851,790,1994,https://www.techsystems851.com,True
NovaDynamics 852,714,1957,https://www.novadynamics852.com,True
TechAerospace 853,249,2011,https://www.techaerospace853.com,False
FlyCorp 854,715,1968,https://www.flycorp854.com,True
NovaAviation 855,261,1981,https://www.novaaviation855.com,True
AirCorp 856,120,1961,https://www.aircorp856.com,True
TechWorks 857,724,1960,https://www.techworks857.com,True
JetWorks 858,170,2004,https://www.jetworks858.com,True
WingEngineering 859,991,2018,https://www.wingengineering859.com,True
TechSolutions 860,316,2002,https://www.techsolutions860.com,True
SkyIndustries 861,652,2023,https://www.skyindustries861.com,True
FlyAviation 862,276,1976,https://www.flyaviation862.com,True
TechSystems 863,7,1971,https://www.techsystems863.com,True
AeroIndustries 864,72,2003,https://www.aeroindustries864.com,True
WingWorks 865,175,1972,https://www.wingworks865.com,True
AirAerospace 866,499,1973,https://www.airaerospace866.com,True
SkyManufacturing 867,581,1977,https://www.skymanufacturing867.com,True
AeroAviation 868,829,1974,https://www.aeroaviation868.com,True
TechManufacturing 869,642,1963,https://www.techmanufacturing869.com,True
AirIndustries 870,301,1960,https://www.airindustries870.com,True
WingIndustries 871,351,1953,https://www.wingindustries871.com,True
NovaManufacturing 872,689,1962,https://www.novamanufacturing872.com,False
WingCorp 873,682,2024,https://www.wingcorp873.com,True
AeroIndustries 874,217,2016,https://www.aeroindustries874.com,True
TechSolutions 875,533,1984,https://www.techsolutions875.com,True
NovaDynamics 876,619,2004,https://www.novadynamics876.com,True
FlyDynamics 877,837,1980,https://www.flydynamics877.com,True
TechWorks 878,626,1957,https://www.techworks878.com,True
FlyIndustries 879,4,2008,https://www.flyindustries879.com,True
TechAviation 880,27,1965,https://www.techaviation880.com,True
WingAerospace 881,378,2007,https://www.wingaerospace881.com,True
NovaEngineering 882,424,1974,https://www.novaengineering882.com,False
FlyCorp 883,649,1996,https://www.flycorp883.com,True
FlyManufacturing 884,240,2012,https://www.flymanufacturing884.com,True
GlobalIndustries 885,357,2004,https://www.globalindustries885.com,True
NovaIndustries 886,752,1999,https://www.novaindustries886.com,True
JetAviation 887,891,2016,https://www.jetaviation887.com,True
StarCorp 888,131,2013,https://www.starcorp888.com,True
WingEngineering 889,896,2009,https://www.wingengineering889.com,True
NovaIndustries 890,494,2019,https://www.novaindustries890.com,True
JetAviation 891,772,1961,https://www.jetaviation891.com,True
AeroAviation 892,952,1991,https://www.aeroaviation892.com,True
WingAerospace 893,737,1982,https://www.wingaerospace893.com,True
SkyAviation 894,945,2018,https://www.skyaviation894.com,True
NovaIndustries 895,815,1992,https://www.novaindustries895.com,True
GlobalSolutions 896,67,1993,https://www.globalsolutions896.com,True
TechEngineering 897,990,2005,https://www.techengineering897.com,True
JetSystems 898,119,1987,https://www.jetsystems898.com,False
SkyDynamics 899,759,1974,https://www.skydynamics899.com,True
SkySolutions 900,377,1966,https://www.skysolutions900.com,True
TechSolutions 901,755,1950,https://www.techsolutions901.com,True
GlobalEngineering 902,195,1999,https://www.globalengineering902.com,True
FlyDynamics 903,817,1966,https://www.flydynamics903.com,True
GlobalSolutions 904,228,1963,https://www.globalsolutions904.com,True
StarManufacturing 905,324,1968,https://www.starmanufacturing905.com,True
WingAerospace 906,512,2008,https://www.wingaerospace906.com,True
WingAviation 907,765,1954,https://www.wingaviation907.com,True
WingEngineering 908,706,1965,https://www.wingengineering908.com,True
GlobalManufacturing 909,647,1977,https://www.globalmanufacturing909.com,True
TechCorp 910,830,1992,https://www.techcorp910.com,True
JetAerospace 911,718,1956,https://www.jetaerospace911.com,True
AirManufacturing 912,745,2000,https://www.airmanufacturing912.com,True
AirCorp 913,562,2000,https://www.aircorp913.com,True
NovaDynamics 914,776,2000,https://www.novadynamics914.com,True
StarSystems 915,290,1974,https://www.starsystems915.com,True
StarWorks 916,100,1966,https://www.starworks916.com,True
GlobalCorp 917,871,1988,https://www.globalcorp917.com,True
AirSolutions 918,141,2006,https://www.airsolutions918.com,True
WingAviation 919,215,1977,https://www.wingaviation919.com,True
JetCorp 920,371,2023,https://www.jetcorp920.com,True
AirWorks 921,974,2004,https://www.airworks921.com,True
AirCorp 922,99,1995,https://www.aircorp922.com,True
AirCorp 923,121,2015,https://www.aircorp923.com,True
GlobalWorks 924,994,1969,https://www.globalworks924.com,True
TechAerospace 925,35,1965,https://www.techaerospace925.com,True
NovaSystems 926,705,1972,https://www.novasystems926.com,True
TechIndustries 927,797,2009,https://www.techindustries927.com,True
TechSystems 928,648,2006,https://www.techsystems928.com,True
SkyIndustries 929,85,1965,https://www.skyindustries929.com,True
StarAerospace 930,24,2023,https://www.staraerospace930.com,True
NovaSystems 931,711,1962,https://www.novasystems931.com,True
AirWorks 932,496,2005,https://www.airworks932.com,True
AirIndustries 933,334,1958,https://www.airindustries933.com,True
StarAviation 934,416,1952,https://www.staraviation934.com,True
StarEngineering 935,501,1958,https://www.starengineering935.com,True
GlobalEngineering 936,731,1965,https://www.globalengineering936.com,True
JetIndustries 937,186,1973,https://www.jetindustries937.com,False
NovaDynamics 938,126,1955,https://www.novadynamics938.com,True
JetAviation 939,90,2021,https://www.jetaviation939.com,True
AeroIndustries 940,128,2014,https://www.aeroindustries940.com,True
StarAviation 941,434,1950,https://www.staraviation941.com,True
AeroEngineering 942,927,1987,https://www.aeroengineering942.com,True
NovaAviation 943,591,2012,https://www.novaaviation943.com,True
StarDynamics 944,621,2018,https://www.stardynamics944.com,True
SkyCorp 945,243,1954,https://www.skycorp945.com,True
WingAerospace 946,981,1967,https://www.wingaerospace946.com,True
JetSolutions 947,368,1985,https://www.jetsolutions947.com,True
GlobalWorks 948,77,2020,https://www.globalworks948.com,True
TechAviation 949,410,2008,https://www.techaviation949.com,False
WingWorks 950,963,1968,https://www.wingworks950.com,True
SkySystems 951,649,1974,https://www.skysystems951.com,True
