nome,codigo_iata,codigo_icao,cidade_id,latitude,longitude,altitude_metros,fuso_horario,ativo
Aeroporto Moreira,BWI,ABWI,840,60.326301,161.294459,3474,America/Lima,False
Aeroporto Campos,BWJ,ABWJ,970,33.417345,-126.12,3638,Asia/Shanghai,True
Aeroporto das Neves da Praia,BWK,ABWK,693,-85.79452,-142.493965,304,Asia/Kolkata,True
Aeroporto da Rocha do Amparo,BWL,ABWL,938,-6.799097,150.367295,549,Asia/Tokyo,True
Aeroporto Vieira,BWM,ABWM,177,-83.038886,-105.405703,1710,Europe/Rome,True
Aeroporto Casa Grande,BWN,ABWN,34,-7.722755,35.687744,1340,America/Los_Angeles,True
Aeroporto Aragão da Mata,BWO,ABWO,746,-76.700573,53.659233,1946,Asia/Seoul,True
Aeroporto Cunha da Serra,BWP,ABWP,237,15.869916,48.669516,594,America/Toronto,True
Aeroporto Abreu de Campos,BWQ,ABWQ,592,75.575664,101.950788,1201,America/Los_Angeles,False
Aeroporto Azevedo do Norte,BWR,ABWR,346,-49.620362,-7.061781,1307,Europe/Paris,True
Aeroporto Mendes Verde,BWS,ABWS,44,65.860574,143.177585,1031,Europe/London,True
Aeroporto Nunes dos Dourados,BWT,ABWT,669,-6.605815,89.495161,1489,Asia/Singapore,True
Aeroporto Viana das Flores,BWU,ABWU,324,-38.507055,21.477527,4022,America/Toronto,True
Aeroporto Silveira de Pereira,BWV,ABWV,911,-9.917196,-120.054614,4485,Europe/London,True
Aeroporto Teixeira,BWW,ABWW,199,-62.869339,69.469036,4247,America/Mexico_City,True
Aeroporto Montenegro,BWX,ABWX,27,82.797431,173.106264,1371,Asia/Kolkata,True
Aeroporto Teixeira de Machado,BWY,ABWY,567,-80.457135,-75.190944,3407,America/Mexico_City,True
Aeroporto Cassiano de Siqueira,BWZ,ABWZ,516,14.326175,-130.552485,2217,Australia/Sydney,True
Aeroporto Borges das Pedras,BXA,ABXA,865,12.216274,114.650484,159,Africa/Cairo,True
Aeroporto da Conceição das Flores,BXB,ABXB,851,81.145414,-21.614144,2105,Asia/Tokyo,True
Aeroporto Nogueira do Norte,BXC,ABXC,473,-50.846595,18.040429,2052,Australia/Sydney,True
Aeroporto Sousa de da Mota,BXD,ABXD,928,6.541695,-174.926158,29,America/Mexico_City,True
Aeroporto Cavalcante,BXE,ABXE,280,-15.016646,-7.721542,3753,Asia/Seoul,True
Aeroporto Oliveira,BXF,ABXF,445,-74.446091,145.757476,4210,Pacific/Auckland,True
Aeroporto Novais do Campo,BXG,ABXG,977,75.83035,16.472117,1270,Asia/Dubai,True
Aeroporto Correia,BXH,ABXH,815,17.773028,4.553827,1201,Asia/Dubai,True
Aeroporto Nunes,BXI,ABXI,73,37.339877,92.120201,2106,America/Los_Angeles,True
Aeroporto Sá,BXJ,ABXJ,2,-28.511978,131.647224,610,Africa/Cairo,True
Aeroporto Montenegro de Almeida,BXK,ABXK,435,-84.01043,-40.610678,3258,America/Buenos_Aires,True
Aeroporto Ribeiro,BXL,ABXL,814,-53.772342,68.390533,3288,Asia/Dubai,True
Aeroporto Almeida,BXM,ABXM,484,84.494541,27.80226,3012,Africa/Cairo,True
Aeroporto Viana do Oeste,BXN,ABXN,478,14.873995,-111.273061,1009,Europe/Paris,True
Aeroporto Santos,BXO,ABXO,269,-65.963492,66.49641,1951,Asia/Shanghai,True
Aeroporto Barros de Nascimento,BXP,ABXP,277,-75.022949,-36.392556,147,America/Chicago,True
Aeroporto Guerra Verde,BXQ,ABXQ,88,85.878741,20.292082,2143,America/Buenos_Aires,False
Aeroporto Mendonça,BXR,ABXR,451,-89.502646,72.882462,3860,America/Sao_Paulo,True
Aeroporto Fernandes,BXS,ABXS,799,40.307522,-35.860978,841,Asia/Shanghai,True
Aeroporto Cirino das Pedras,BXT,ABXT,492,-5.878929,-142.754192,449,Australia/Sydney,True
Aeroporto Moura,BXU,ABXU,60,-38.703373,-99.023256,4488,America/Lima,True
Aeroporto Garcia Paulista,BXV,ABXV,454,17.478467,-16.915786,1242,Africa/Cairo,True
Aeroporto Camargo,BXW,ABXW,423,-75.017251,-160.664915,551,America/Chicago,False
Aeroporto Nogueira,BXX,ABXX,849,12.716984,-179.81864,3841,America/New_York,True
Aeroporto da Paz,BXY,ABXY,509,9.948124,-49.636563,1446,America/Sao_Paulo,True
Aeroporto Cirino,BXZ,ABXZ,153,-27.357195,-75.938443,3879,Europe/Paris,True
Aeroporto Vargas de Minas,BYA,ABYA,953,22.809192,73.198618,1438,America/New_York,True
Aeroporto das Neves,BYB,ABYB,691,-59.01325,144.439267,3855,Asia/Shanghai,True
Aeroporto Rocha da Serra,BYC,ABYC,810,18.548295,-83.149054,3774,Africa/Johannesburg,True
Aeroporto Pimenta,BYD,ABYD,680,64.817203,-59.845419,1884,America/Bogota,True
Aeroporto Cirino do Sul,BYE,ABYE,610,66.072262,175.595074,2533,Europe/Rome,True
Aeroporto da Rosa,BYF,ABYF,172,-27.621246,-41.911974,2112,Africa/Johannesburg,True
Aeroporto Brito Alegre,BYG,ABYG,58,-39.369483,-34.393126,925,Asia/Shanghai,True
Aeroporto Jesus,BYH,ABYH,217,-10.654477,-165.834224,3001,America/Chicago,True
Aeroporto da Luz das Flores,BYI,ABYI,193,-47.096017,157.475489,1882,Asia/Singapore,True
Aeroporto Aragão,BYJ,ABYJ,816,45.286961,86.961096,3664,Asia/Dubai,True
Aeroporto da Costa,BYK,ABYK,762,31.690733,-44.379335,39,Pacific/Auckland,True
Aeroporto Monteiro,BYL,ABYL,509,48.027919,111.000419,3750,Europe/Lisbon,True
Aeroporto Camargo Paulista,BYM,ABYM,48,53.98894,7.547396,3202,Pacific/Auckland,True
Aeroporto Dias,BYN,ABYN,282,-40.883372,40.418809,4223,America/New_York,True
Aeroporto Novaes de Jesus,BYO,ABYO,840,53.45348,1.193673,1400,Europe/Lisbon,True
Aeroporto Mendes,BYP,ABYP,691,-26.012744,-88.022954,2709,America/Sao_Paulo,True
Aeroporto Jesus,BYQ,ABYQ,592,10.411395,-104.724099,2117,Asia/Shanghai,True
Aeroporto Almeida,BYR,ABYR,325,-63.835716,-21.106108,895,America/Los_Angeles,True
Aeroporto Novaes Verde,BYS,ABYS,93,34.4654,-159.568651,4244,Asia/Shanghai,True
Aeroporto da Cruz,BYT,ABYT,883,-77.252343,12.323566,3361,Africa/Johannesburg,True
Aeroporto da Rosa,BYU,ABYU,524,19.743853,60.592333,2633,America/Bogota,True
Aeroporto Machado de Minas,BYV,ABYV,170,-76.252651,-51.492293,3375,America/Los_Angeles,True
Aeroporto Viana,BYW,ABYW,215,-80.583242,57.268645,1626,Africa/Cairo,True
Aeroporto Freitas,BYX,ABYX,960,63.255854,-177.006915,326,Europe/London,True
Aeroporto Viana,BYY,ABYY,880,-14.653602,-124.249217,4057,Africa/Johannesburg,True
Aeroporto Nascimento,BYZ,ABYZ,9,-29.709635,-60.522385,4478,Europe/Paris,True
Aeroporto Novais dos Dourados,BZA,ABZA,530,66.553046,153.802893,4489,America/Los_Angeles,True
Aeroporto Abreu,BZB,ABZB,145,84.309401,127.39146,2309,Australia/Sydney,True
Aeroporto Pinto de da Rocha,BZC,ABZC,262,19.593042,14.339659,3660,Europe/Lisbon,True
Aeroporto Abreu,BZD,ABZD,302,-58.589113,-90.75362,3732,America/Los_Angeles,True
Aeroporto Mendes,BZE,ABZE,561,75.393163,65.589453,1476,America/Chicago,True
Aeroporto Peixoto Paulista,BZF,ABZF,81,-7.557983,-0.346862,4385,America/New_York,True
Aeroporto Ferreira do Oeste,BZG,ABZG,353,54.109749,43.738114,1482,Asia/Kolkata,True
Aeroporto Aparecida da Serra,BZH,ABZH,966,61.006646,43.082462,4124,Pacific/Auckland,True
Aeroporto da Rosa,BZI,ABZI,466,16.142451,15.032943,3776,Australia/Sydney,True
Aeroporto Gonçalves,BZJ,ABZJ,286,-30.709904,-87.126324,3702,Asia/Seoul,True
Aeroporto Carvalho,BZK,ABZK,71,-47.591972,-178.462297,1115,America/Toronto,True
Aeroporto Lopes do Oeste,BZL,ABZL,709,87.069801,-30.258413,26,America/Mexico_City,True
Aeroporto Rodrigues Alegre,BZM,ABZM,617,-11.706442,70.336614,2726,Africa/Johannesburg,True
Aeroporto Sá dos Dourados,BZN,ABZN,716,14.656832,-89.579563,2041,Pacific/Auckland,True
Aeroporto da Cruz Alegre,BZO,ABZO,114,-62.425583,-79.631997,4325,Europe/Lisbon,True
Aeroporto Costela dos Dourados,BZP,ABZP,491,18.727708,-28.104364,2862,Asia/Kolkata,True
Aeroporto Almeida Grande,BZQ,ABZQ,909,-77.417012,-50.34911,3293,Europe/London,True
Aeroporto Pereira,BZR,ABZR,719,75.887249,132.412094,508,Asia/Singapore,False
Aeroporto Abreu de Albuquerque,BZS,ABZS,429,-29.648183,-89.163651,247,Asia/Tokyo,True
Aeroporto Jesus,BZT,ABZT,105,-21.821874,-132.724919,1069,Asia/Singapore,True
Aeroporto Teixeira de Gonçalves,BZU,ABZU,307,-46.570959,-160.971288,3604,Africa/Johannesburg,True
Aeroporto Viana,BZV,ABZV,907,74.446281,77.57038,4030,America/Chicago,True
Aeroporto Nascimento,BZW,ABZW,651,26.76603,-77.663227,3740,Asia/Shanghai,True
Aeroporto Rios,BZX,ABZX,883,-78.727136,110.334229,1065,Africa/Cairo,True
Aeroporto Rocha de Campos,BZY,ABZY,557,35.735131,-3.044617,1523,America/Buenos_Aires,True
Aeroporto Garcia da Praia,BZZ,ABZZ,553,46.493305,-162.905014,3236,Asia/Kolkata,True
Aeroporto Cavalcanti do Sul,CAA,ACAA,714,68.760806,-55.181935,4183,Asia/Tokyo,True
Aeroporto Martins,CAB,ACAB,386,-48.303577,-24.116974,2428,America/Chicago,True
Aeroporto Correia dos Dourados,CAC,ACAC,30,-60.255477,127.625182,4278,Europe/Paris,True
Aeroporto Câmara,CAD,ACAD,78,78.865493,149.353272,4286,America/Mexico_City,True
Aeroporto Teixeira,CAE,ACAE,444,15.119944,148.079594,2589,America/Bogota,True
Aeroporto Rodrigues da Praia,CAF,ACAF,604,76.021645,38.059434,2540,Europe/Paris,True
Aeroporto Borges,CAG,ACAG,912,-61.862561,69.364459,4363,Europe/Lisbon,True
Aeroporto Silva de Goiás,CAH,ACAH,37,-30.899058,-163.995835,649,Africa/Johannesburg,True
Aeroporto Monteiro,CAI,ACAI,691,-59.838876,42.081766,3770,America/Chicago,True
Aeroporto Andrade Paulista,CAJ,ACAJ,773,65.677292,-104.541055,1305,America/Sao_Paulo,True
Aeroporto Santos de Santos,CAK,ACAK,443,80.03614,8.263544,2400,Europe/London,True
Aeroporto Abreu,CAL,ACAL,952,67.085832,-7.009136,3188,Europe/London,True
Aeroporto Porto,CAM,ACAM,555,36.436218,100.00655,1524,Australia/Sydney,True
Aeroporto Camargo Paulista,CAN,ACAN,474,42.98058,173.360648,1992,Europe/London,False
Aeroporto Cavalcante de Novaes,CAO,ACAO,935,-3.038918,21.973727,2200,Asia/Singapore,True
Aeroporto Ribeiro,CAP,ACAP,980,43.808335,-33.588037,4398,Europe/Madrid,True
Aeroporto Azevedo,CAQ,ACAQ,273,24.790819,-55.094856,3016,Australia/Sydney,True
Aeroporto Souza,CAR,ACAR,913,-13.449091,-110.563984,1057,Asia/Singapore,True
Aeroporto Cardoso,CAS,ACAS,731,48.078621,-159.863519,2708,Europe/Berlin,True
Aeroporto Nunes de Goiás,CAT,ACAT,366,37.029398,-10.866146,498,Europe/London,True
Aeroporto Correia do Sul,CAU,ACAU,226,44.183531,60.909847,1036,Europe/Paris,True
Aeroporto Rodrigues da Prata,CAV,ACAV,836,76.4042,-18.661601,185,Europe/Lisbon,True
Aeroporto Abreu de Lima,CAW,ACAW,808,-44.176725,94.788786,1248,Asia/Tokyo,True
Aeroporto Duarte,CAX,ACAX,298,73.483525,7.634722,1826,America/Lima,True
Aeroporto Jesus Paulista,CAY,ACAY,914,74.790494,-15.064789,316,Europe/Lisbon,True
Aeroporto Rodrigues,CAZ,ACAZ,426,-4.198298,20.850333,566,Asia/Shanghai,True
Aeroporto Monteiro de Fonseca,CBA,ACBA,432,24.773726,131.121679,3274,Africa/Cairo,True
Aeroporto Silveira,CBB,ACBB,541,-19.624649,103.23749,2812,Asia/Dubai,True
Aeroporto Aragão,CBC,ACBC,305,83.50373,-79.726508,2167,America/Toronto,True
Aeroporto Leão da Prata,CBD,ACBD,512,44.29995,-105.397526,1460,America/Bogota,True
Aeroporto Dias de Abreu,CBE,ACBE,988,34.161055,-77.967547,2705,Asia/Shanghai,True
Aeroporto Correia Alegre,CBF,ACBF,941,34.104921,-169.557329,3467,Europe/Paris,True
Aeroporto Oliveira,CBG,ACBG,630,-42.88133,-67.397133,2285,Europe/Paris,True
Aeroporto Sousa,CBH,ACBH,33,-2.125854,-171.349399,2646,Europe/Berlin,True
Aeroporto Sales,CBI,ACBI,132,79.929842,-163.008549,2006,America/Lima,True
Aeroporto Barbosa de Goiás,CBJ,ACBJ,711,-68.880915,79.682641,4133,Australia/Sydney,True
Aeroporto Cavalcante,CBK,ACBK,778,-22.334183,15.94863,2029,Asia/Shanghai,True
Aeroporto das Neves de Minas,CBL,ACBL,640,-80.398613,140.793308,4490,Asia/Seoul,True
Aeroporto Alves,CBM,ACBM,40,7.350862,-173.912906,958,Asia/Shanghai,True
Aeroporto Lopes de Alves,CBN,ACBN,212,-7.733827,121.57387,1619,Asia/Tokyo,True
Aeroporto da Cunha de Goiás,CBO,ACBO,22,-66.725926,56.13733,4022,Europe/Paris,True
Aeroporto Melo,CBP,ACBP,472,-77.242003,-65.242752,3120,Asia/Shanghai,True
Aeroporto Fernandes,CBQ,ACBQ,676,21.779087,-13.435218,2423,Asia/Shanghai,True
Aeroporto Farias,CBR,ACBR,349,12.302274,40.177948,3038,Asia/Shanghai,False
Aeroporto Barbosa,CBS,ACBS,351,-31.642174,53.473783,3168,Europe/London,True
Aeroporto Teixeira de Brito,CBT,ACBT,647,-75.063807,-138.696145,4210,Asia/Shanghai,True
Aeroporto Pacheco de Campos,CBU,ACBU,981,61.171385,143.125417,1837,America/Bogota,True
Aeroporto Araújo,CBV,ACBV,165,34.142185,-132.846675,3006,Europe/London,True
Aeroporto Garcia,CBW,ACBW,64,79.632759,141.919227,4338,Africa/Cairo,True
Aeroporto Sales de Minas,CBX,ACBX,168,49.471567,-153.249872,2566,America/Los_Angeles,True
Aeroporto Araújo,CBY,ACBY,625,23.247421,-113.409346,2452,Asia/Shanghai,True
Aeroporto Araújo de da Rosa,CBZ,ACBZ,728,-36.746724,-126.382403,1675,America/New_York,True
Aeroporto Azevedo do Campo,CCA,ACCA,681,-65.608873,47.043021,2146,Asia/Singapore,True
Aeroporto Novais,CCB,ACCB,526,41.5172,16.893078,2459,America/New_York,True
Aeroporto da Rocha,CCC,ACCC,747,-24.772305,128.967495,1411,America/Toronto,True
Aeroporto Guerra do Campo,CCD,ACCD,805,-59.664357,177.125917,2340,America/Sao_Paulo,True
Aeroporto da Conceição do Sul,CCE,ACCE,178,14.894918,179.5206,3575,Europe/Madrid,True
Aeroporto Gomes de Martins,CCF,ACCF,856,52.973797,-172.061282,2052,America/Chicago,True
Aeroporto Pinto do Campo,CCG,ACCG,734,-74.061523,18.603836,317,Asia/Shanghai,True
Aeroporto Rezende do Sul,CCH,ACCH,676,-60.342124,-7.849727,2596,America/Lima,True
Aeroporto Moreira de Farias,CCI,ACCI,725,-85.156261,153.026268,3919,America/Bogota,True
Aeroporto Caldeira,CCJ,ACCJ,91,-65.466815,147.92289,1938,Europe/London,True
Aeroporto Albuquerque,CCK,ACCK,417,-88.531006,19.32774,712,America/Los_Angeles,True
Aeroporto Pastor,CCL,ACCL,310,43.382606,82.749925,1910,Europe/Rome,True
Aeroporto Oliveira,CCM,ACCM,728,-23.959843,-155.283352,1755,America/Bogota,True
Aeroporto Porto,CCN,ACCN,639,-12.167038,-116.675771,3782,Asia/Kolkata,True
Aeroporto Fogaça das Pedras,CCO,ACCO,90,-56.584892,-93.882014,1052,America/Los_Angeles,True
Aeroporto Silveira de Pinto,CCP,ACCP,155,-85.334416,-120.447274,707,America/Mexico_City,True
Aeroporto Cirino de da Cruz,CCQ,ACCQ,515,-74.955059,-99.436204,755,Europe/Lisbon,True
Aeroporto Aparecida,CCR,ACCR,313,10.887022,-121.405984,4306,America/Bogota,True
Aeroporto Cardoso,CCS,ACCS,559,26.050476,76.105691,3111,Africa/Johannesburg,True
Aeroporto Pacheco das Pedras,CCT,ACCT,829,-25.116548,-112.227873,882,Africa/Johannesburg,True
Aeroporto das Neves Verde,CCU,ACCU,605,-83.501938,-124.531276,1777,Europe/Berlin,True
Aeroporto Casa Grande,CCV,ACCV,988,11.085819,113.99065,1694,America/Los_Angeles,True
Aeroporto das Neves de Pereira,CCW,ACCW,156,-47.969176,-24.826272,3266,Australia/Sydney,True
Aeroporto da Rocha da Praia,CCX,ACCX,308,85.283862,76.148936,566,Australia/Sydney,True
Aeroporto Moreira,CCY,ACCY,879,27.935034,68.681407,755,America/Bogota,True
Aeroporto Araújo,CCZ,ACCZ,519,52.773029,-7.511901,292,Asia/Tokyo,True
Aeroporto Montenegro,CDA,ACDA,31,-69.837388,79.983707,1301,America/Sao_Paulo,True
Aeroporto Lima,CDB,ACDB,255,-40.962449,107.644679,3013,Asia/Kolkata,False
Aeroporto Costa do Oeste,CDC,ACDC,505,-76.20963,141.971714,3889,Asia/Seoul,True
Aeroporto Viana,CDD,ACDD,60,58.747741,-1.464665,2840,Asia/Seoul,True
Aeroporto Fernandes,CDE,ACDE,367,37.347522,55.086765,1245,Europe/Madrid,True
Aeroporto Rios,CDF,ACDF,387,46.062475,-104.771676,3230,America/Sao_Paulo,True
Aeroporto Sales de Sales,CDG,ACDG,679,-0.456638,51.29631,629,America/Chicago,True
Aeroporto Peixoto de Sales,CDH,ACDH,874,30.93082,171.577104,449,Asia/Tokyo,True
Aeroporto Pacheco Verde,CDI,ACDI,707,45.907763,171.559348,253,Europe/Berlin,True
Aeroporto Pimenta da Mata,CDJ,ACDJ,588,20.169272,129.496917,1685,America/New_York,True
Aeroporto Farias da Serra,CDK,ACDK,891,-6.901812,-175.080863,2301,Asia/Dubai,True
Aeroporto Marques,CDL,ACDL,884,60.713561,-37.115139,2011,America/Mexico_City,True
Aeroporto Monteiro,CDM,ACDM,785,-45.392654,68.407843,485,America/Sao_Paulo,True
Aeroporto Abreu,CDN,ACDN,761,32.613704,8.249383,72,America/Sao_Paulo,True
Aeroporto Sales,CDO,ACDO,888,74.35287,-81.234625,397,America/Buenos_Aires,True
Aeroporto Martins,CDP,ACDP,256,-57.130977,-72.631983,250,Asia/Seoul,True
Aeroporto da Costa,CDQ,ACDQ,911,6.213015,-3.268756,2337,America/Mexico_City,True
Aeroporto Sousa de Vargas,CDR,ACDR,539,9.370694,44.298441,1401,Europe/Madrid,True
Aeroporto Sousa das Flores,CDS,ACDS,615,41.797515,122.662658,4037,Europe/Paris,True
Aeroporto Guerra,CDT,ACDT,872,70.081589,148.800316,1158,Africa/Johannesburg,True
Aeroporto Abreu,CDU,ACDU,969,-29.220298,-81.23484,2591,America/Los_Angeles,True
Aeroporto Albuquerque de Minas,CDV,ACDV,788,-69.420959,27.398993,3447,America/Sao_Paulo,True
Aeroporto Alves da Prata,CDW,ACDW,942,-34.053475,130.295288,1926,Asia/Kolkata,True
Aeroporto Casa Grande,CDX,ACDX,575,73.597618,17.209487,4006,Europe/Berlin,True
Aeroporto Macedo do Oeste,CDY,ACDY,577,61.413819,-110.69693,1970,America/Buenos_Aires,False
Aeroporto Aparecida do Sul,CDZ,ACDZ,265,35.074254,-31.969967,3596,Asia/Shanghai,True
Aeroporto Costa,CEA,ACEA,424,-14.203507,107.842777,4237,Asia/Kolkata,True
Aeroporto Cavalcanti de Goiás,CEB,ACEB,967,38.108024,-144.624629,1891,Australia/Sydney,True
Aeroporto Silveira da Serra,CEC,ACEC,134,-83.053597,-97.925418,3746,Asia/Tokyo,True
Aeroporto Novaes de Goiás,CED,ACED,173,13.515734,-6.917081,305,America/Los_Angeles,True
Aeroporto Costa,CEE,ACEE,526,-35.656262,4.633559,908,America/Toronto,True
Aeroporto Cavalcanti,CEF,ACEF,260,53.865554,-46.846276,1460,America/Buenos_Aires,True
Aeroporto Brito do Sul,CEG,ACEG,320,38.041069,73.097117,560,America/Chicago,True
Aeroporto Garcia,CEH,ACEH,391,-68.712706,-69.510336,254,Europe/Berlin,True
Aeroporto Fernandes,CEI,ACEI,78,-73.921327,38.725852,3274,America/Toronto,True
Aeroporto das Neves,CEJ,ACEJ,802,-30.087442,-57.677336,2208,Asia/Dubai,True
Aeroporto da Costa de Freitas,CEK,ACEK,932,-43.523213,86.946657,4102,Europe/Madrid,True
Aeroporto Ribeiro da Serra,CEL,ACEL,772,-44.012165,125.745679,1896,Australia/Sydney,True
Aeroporto Silva de Minas,CEM,ACEM,274,55.25186,-108.574345,2233,Africa/Cairo,True
Aeroporto Casa Grande,CEN,ACEN,288,88.538388,125.135853,2901,Africa/Johannesburg,True
Aeroporto Vieira,CEO,ACEO,435,-84.840802,-96.887749,56,America/Chicago,True
Aeroporto Correia,CEP,ACEP,979,-15.540773,172.590481,1246,Australia/Sydney,True
Aeroporto Sales da Praia,CEQ,ACEQ,980,-50.301632,8.157363,3863,Europe/Rome,True
Aeroporto Peixoto das Pedras,CER,ACER,708,-72.182761,128.6066,3645,America/Toronto,True
Aeroporto Aparecida,CES,ACES,213,-19.695804,10.935707,4383,Asia/Shanghai,True
Aeroporto Nascimento,CET,ACET,896,-80.036137,29.134729,3694,America/Sao_Paulo,True
Aeroporto Vieira Grande,CEU,ACEU,600,-55.137835,-169.424402,696,Asia/Kolkata,True
Aeroporto da Cruz do Norte,CEV,ACEV,929,-25.071959,15.694485,570,Europe/Berlin,True
Aeroporto Cardoso do Galho,CEW,ACEW,710,52.329727,128.207713,157,Europe/Madrid,True
Aeroporto Costela de Siqueira,CEX,ACEX,541,23.105638,22.310251,1546,America/Toronto,True
Aeroporto Viana,CEY,ACEY,833,-6.588345,-174.385537,3440,Europe/Paris,True
Aeroporto Vieira de Ribeiro,CEZ,ACEZ,951,12.674245,76.510148,2747,America/Mexico_City,True
Aeroporto Cavalcante,CFA,ACFA,831,-57.376373,163.675937,2089,Europe/Lisbon,True
Aeroporto Sá do Galho,CFB,ACFB,397,-13.005581,-61.450888,1132,America/Chicago,True
Aeroporto Monteiro do Galho,CFC,ACFC,770,35.405866,123.324998,2897,Asia/Kolkata,True
Aeroporto Cavalcanti de Duarte,CFD,ACFD,352,-59.659908,-177.209132,98,America/Los_Angeles,True
Aeroporto Moura do Amparo,CFE,ACFE,953,43.647466,178.577576,547,Africa/Cairo,True
Aeroporto Melo de da Mata,CFF,ACFF,210,-41.237619,-14.05538,2331,America/Mexico_City,True
Aeroporto Porto Verde,CFG,ACFG,600,-56.857575,-67.303977,962,Asia/Kolkata,True
Aeroporto Costela,CFH,ACFH,565,-48.968467,-121.569771,2281,America/Toronto,True
Aeroporto Costa,CFI,ACFI,499,39.317742,67.266562,378,America/New_York,True
Aeroporto da Costa de Gonçalves,CFJ,ACFJ,14,-6.277805,167.744067,847,Europe/London,True
Aeroporto das Neves,CFK,ACFK,638,-38.903428,56.200742,3673,Asia/Dubai,True
Aeroporto Garcia Verde,CFL,ACFL,756,42.918472,-165.25652,2216,Asia/Seoul,True
Aeroporto Freitas,CFM,ACFM,580,-35.687596,-78.537003,2362,Europe/Paris,True
Aeroporto Novaes de Minas,CFN,ACFN,913,24.677966,140.237037,2008,Asia/Tokyo,True
Aeroporto Sá,CFO,ACFO,793,-63.044701,178.724159,4438,Europe/Berlin,True
Aeroporto da Rocha,CFP,ACFP,495,-59.583243,12.555063,3865,America/Mexico_City,True
Aeroporto Moreira de Fogaça,CFQ,ACFQ,416,28.518288,26.560189,1021,Africa/Johannesburg,True
Aeroporto Pacheco,CFR,ACFR,941,-65.066201,138.693719,3099,Europe/Rome,True
Aeroporto Martins,CFS,ACFS,974,37.975558,-145.491729,678,Asia/Tokyo,True
Aeroporto Lima dos Dourados,CFT,ACFT,134,69.035664,82.42137,530,Pacific/Auckland,True
Aeroporto Lopes de Jesus,CFU,ACFU,984,-5.626113,-166.493094,4274,America/Bogota,True
Aeroporto Monteiro Alegre,CFV,ACFV,955,39.87592,-179.269537,989,America/Los_Angeles,True
Aeroporto Garcia do Sul,CFW,ACFW,123,-76.308015,155.888892,2111,Europe/Rome,True
Aeroporto Macedo,CFX,ACFX,666,-75.28934,-142.894401,4135,Europe/Madrid,True
Aeroporto da Luz,CFY,ACFY,591,-7.654223,108.08799,1412,America/Toronto,True
Aeroporto Fogaça,CFZ,ACFZ,895,75.296281,-103.361148,4228,America/Buenos_Aires,True
Aeroporto da Rocha,CGA,ACGA,784,-29.433257,75.761384,1975,Australia/Sydney,True
Aeroporto Viana,CGB,ACGB,686,-3.086513,-74.738932,4059,Asia/Singapore,False
Aeroporto da Conceição do Campo,CGC,ACGC,481,10.857147,139.448197,1204,Asia/Tokyo,True
Aeroporto Barbosa,CGD,ACGD,343,77.655865,-123.543314,252,America/Buenos_Aires,True
Aeroporto Andrade da Prata,CGE,ACGE,774,-60.120521,-6.094495,494,America/Bogota,True
Aeroporto Farias,CGF,ACGF,416,-15.851747,-172.96967,4433,Asia/Kolkata,True
Aeroporto Rocha,CGG,ACGG,737,61.845764,17.75297,1761,America/Lima,True
Aeroporto da Cunha da Mata,CGH,ACGH,370,-7.312642,-32.447811,3297,Asia/Seoul,True
Aeroporto Correia Grande,CGI,ACGI,543,-65.952504,-140.969753,9,America/Sao_Paulo,True
Aeroporto Albuquerque da Mata,CGJ,ACGJ,763,-4.97042,119.507981,173,Asia/Singapore,False
Aeroporto Ferreira das Flores,CGK,ACGK,252,-2.264732,99.616347,4323,Africa/Cairo,True
Aeroporto Pacheco do Sul,CGL,ACGL,751,-14.955314,76.893943,3560,Asia/Seoul,True
Aeroporto Rezende de Moraes,CGM,ACGM,594,-49.536679,-166.829596,287,America/Lima,True
Aeroporto Gonçalves,CGN,ACGN,912,2.672936,-81.733527,2222,America/Bogota,True
Aeroporto da Conceição,CGO,ACGO,712,34.481616,-2.985157,2494,America/Buenos_Aires,True
Aeroporto Melo,CGP,ACGP,420,78.096546,-116.639132,3357,Asia/Shanghai,True
Aeroporto Moreira,CGQ,ACGQ,487,53.719804,62.351145,2203,Asia/Tokyo,True
Aeroporto Silveira de Martins,CGR,ACGR,453,-66.018299,-10.479213,2952,Africa/Johannesburg,True
Aeroporto Vieira de Minas,CGS,ACGS,792,17.654895,-122.342512,843,Asia/Singapore,True
Aeroporto Correia das Pedras,CGT,ACGT,278,-0.285861,27.862123,28,America/New_York,True
Aeroporto Costela dos Dourados,CGU,ACGU,342,47.648554,91.726576,499,Europe/Paris,True
Aeroporto Novais de Alves,CGV,ACGV,184,-18.503655,177.010345,1849,America/New_York,True
Aeroporto Carvalho Verde,CGW,ACGW,866,43.774507,58.788786,2094,Asia/Shanghai,True
Aeroporto das Neves,CGX,ACGX,949,-23.180939,-20.411492,1978,America/Sao_Paulo,True
Aeroporto Monteiro,CGY,ACGY,733,46.608573,179.674093,3780,Asia/Seoul,True
Aeroporto Fernandes de Goiás,CGZ,ACGZ,265,49.60071,-165.879938,3121,Europe/Madrid,True
Aeroporto Lima das Flores,CHA,ACHA,444,2.689281,-127.210383,1216,Europe/Rome,True
Aeroporto Duarte Verde,CHB,ACHB,763,-3.845572,-136.018204,2806,America/Mexico_City,True
Aeroporto Nunes,CHC,ACHC,494,46.810139,26.912117,202,America/New_York,True
Aeroporto Carvalho,CHD,ACHD,367,61.301224,136.70672,3272,America/Toronto,True
Aeroporto Farias,CHE,ACHE,418,18.086245,-104.808231,1114,Australia/Sydney,True
