passagem_id,tipo_bagagem_id,peso_kg,codigo_rastreio,status
1886,56,29.35,BAG-00001224,DESPACHADA
1903,143,9.29,BAG-00001225,ENTREGUE
1086,135,2.17,BAG-00001226,EM_TRANSITO
4736,490,13.75,BAG-00001227,DESPACHADA
3455,988,12.1,BAG-00001228,DANIFICADA
2065,318,4.31,BAG-00001229,ENTREGUE
3916,2,4.58,BAG-00001230,EXTRAVIADA
2068,246,10.44,BAG-00001231,EM_TRANSITO
484,674,30.34,BAG-00001232,ENTREGUE
4062,615,7.05,BAG-00001233,DANIFICADA
457,304,10.01,BAG-00001234,EM_TRANSITO
4526,424,19.16,BAG-00001235,DESPACHADA
3216,719,2.57,BAG-00001236,EM_TRANSITO
3445,126,17.46,BAG-00001237,EM_TRANSITO
2095,134,7.22,BAG-00001238,EXTRAVIADA
321,202,6.1,BAG-00001239,ENTREGUE
3611,343,12.23,BAG-00001240,DESPACHADA
1395,658,8.11,BAG-00001241,EM_TRANSITO
662,530,10.41,BAG-00001242,EXTRAVIADA
4003,592,21.81,BAG-00001243,EM_TRANSITO
368,424,2.26,BAG-00001244,EXTRAVIADA
2218,224,13.35,BAG-00001245,ENTREGUE
739,287,20.8,BAG-00001246,EM_TRANSITO
2373,49,8.77,BAG-00001247,EXTRAVIADA
3516,144,11.72,BAG-00001248,EXTRAVIADA
1708,686,10.57,BAG-00001249,DANIFICADA
4115,65,26.23,BAG-00001250,DESPACHADA
4021,626,2.08,BAG-00001251,DANIFICADA
2453,882,3.28,BAG-00001252,DANIFICADA
3176,783,7.93,BAG-00001253,ENTREGUE
2273,189,3.02,BAG-00001254,DANIFICADA
3773,254,3.24,BAG-00001255,EXTRAVIADA
634,967,10.7,BAG-00001256,DESPACHADA
2457,339,7.78,BAG-00001257,DESPACHADA
1960,594,23.01,BAG-00001258,DANIFICADA
526,468,16.35,BAG-00001259,EM_TRANSITO
581,34,30.48,BAG-00001260,DESPACHADA
1550,281,6.35,BAG-00001261,ENTREGUE
634,107,24.91,BAG-00001262,EM_TRANSITO
2,38,9.52,BAG-00001263,EXTRAVIADA
3414,155,6.69,BAG-00001264,EM_TRANSITO
4237,996,31.05,BAG-00001265,EM_TRANSITO
2344,530,9.71,BAG-00001266,EXTRAVIADA
1156,82,6.4,BAG-00001267,EM_TRANSITO
3406,642,3.71,BAG-00001268,ENTREGUE
510,342,4.75,BAG-00001269,ENTREGUE
951,909,25.08,BAG-00001270,EM_TRANSITO
3141,159,3.19,BAG-00001271,DESPACHADA
4284,613,19.08,BAG-00001272,ENTREGUE
2435,899,4.68,BAG-00001273,ENTREGUE
2499,567,23.03,BAG-00001274,EXTRAVIADA
3584,902,5.4,BAG-00001275,DANIFICADA
48,529,10.34,BAG-00001276,EM_TRANSITO
4041,142,9.77,BAG-00001277,EM_TRANSITO
3669,875,9.4,BAG-00001278,ENTREGUE
643,982,7.2,BAG-00001279,DANIFICADA
4716,568,28.54,BAG-00001280,EM_TRANSITO
3157,870,4.11,BAG-00001281,ENTREGUE
211,748,22.5,BAG-00001282,DESPACHADA
3633,903,13.04,BAG-00001283,DESPACHADA
1329,574,29.05,BAG-00001284,ENTREGUE
2661,423,11.8,BAG-00001285,ENTREGUE
418,550,10.4,BAG-00001286,DESPACHADA
3338,383,12.46,BAG-00001287,EM_TRANSITO
1096,89,31.27,BAG-00001288,ENTREGUE
28,492,30.48,BAG-00001289,EXTRAVIADA
3786,977,11.4,BAG-00001290,DESPACHADA
734,50,9.89,BAG-00001291,ENTREGUE
3209,283,11.06,BAG-00001292,ENTREGUE
4797,63,7.53,BAG-00001293,EM_TRANSITO
2460,904,17.6,BAG-00001294,DANIFICADA
3941,54,5.14,BAG-00001295,DANIFICADA
3020,789,9.71,BAG-00001296,EM_TRANSITO
731,133,6.65,BAG-00001297,EXTRAVIADA
762,392,27.26,BAG-00001298,EM_TRANSITO
4983,571,12.02,BAG-00001299,EXTRAVIADA
231,992,14.34,BAG-00001300,ENTREGUE
4106,268,19.88,BAG-00001301,EM_TRANSITO
2081,285,21.47,BAG-00001302,DANIFICADA
2834,443,6.19,BAG-00001303,ENTREGUE
1270,833,26.66,BAG-00001304,DANIFICADA
461,441,7.56,BAG-00001305,DANIFICADA
1876,448,29.3,BAG-00001306,DANIFICADA
167,354,6.71,BAG-00001307,EXTRAVIADA
8,696,15.24,BAG-00001308,EM_TRANSITO
4140,919,3.28,BAG-00001309,EXTRAVIADA
538,655,17.32,BAG-00001310,DANIFICADA
4117,365,19.22,BAG-00001311,DANIFICADA
3812,465,13.12,BAG-00001312,EM_TRANSITO
2582,178,16.31,BAG-00001313,ENTREGUE
1011,787,27.99,BAG-00001314,DESPACHADA
24,340,12.51,BAG-00001315,EM_TRANSITO
3739,368,2.59,BAG-00001316,DANIFICADA
2758,124,3.69,BAG-00001317,EM_TRANSITO
2735,368,24.98,BAG-00001318,EM_TRANSITO
1439,703,5.11,BAG-00001319,ENTREGUE
4961,200,27.09,BAG-00001320,EM_TRANSITO
2896,269,9.37,BAG-00001321,DANIFICADA
4488,291,27.61,BAG-00001322,EXTRAVIADA
458,209,20.29,BAG-00001323,DANIFICADA
4110,973,23.32,BAG-00001324,EM_TRANSITO
3452,490,7.92,BAG-00001325,EM_TRANSITO
1790,125,26.67,BAG-00001326,EXTRAVIADA
3408,401,6.12,BAG-00001327,DESPACHADA
3185,479,2.18,BAG-00001328,ENTREGUE
1584,453,5.77,BAG-00001329,EXTRAVIADA
4063,675,12.04,BAG-00001330,DESPACHADA
2772,814,20.32,BAG-00001331,EM_TRANSITO
1377,641,8.59,BAG-00001332,DESPACHADA
2861,497,5.55,BAG-00001333,ENTREGUE
1957,550,7.45,BAG-00001334,EM_TRANSITO
3211,987,3.89,BAG-00001335,DESPACHADA
2370,190,6.53,BAG-00001336,DESPACHADA
1914,770,14.03,BAG-00001337,EXTRAVIADA
2611,745,11.67,BAG-00001338,EXTRAVIADA
2224,454,31.23,BAG-00001339,DESPACHADA
4461,265,17.06,BAG-00001340,EXTRAVIADA
1608,872,8.77,BAG-00001341,DANIFICADA
766,877,6.56,BAG-00001342,DESPACHADA
4261,38,16.9,BAG-00001343,EM_TRANSITO
4908,719,3.04,BAG-00001344,DANIFICADA
1852,708,10.96,BAG-00001345,DESPACHADA
293,90,16.32,BAG-00001346,EXTRAVIADA
2690,235,10.82,BAG-00001347,EM_TRANSITO
2667,909,4.08,BAG-00001348,DANIFICADA
874,268,28.68,BAG-00001349,DANIFICADA
2953,781,2.58,BAG-00001350,EXTRAVIADA
4987,10,13.51,BAG-00001351,EXTRAVIADA
3389,4,8.11,BAG-00001352,ENTREGUE
4998,58,14.18,BAG-00001353,EM_TRANSITO
4505,159,3.19,BAG-00001354,ENTREGUE
2406,459,3.38,BAG-00001355,DESPACHADA
4282,240,20.52,BAG-00001356,EXTRAVIADA
139,276,27.41,BAG-00001357,EM_TRANSITO
4691,849,13.07,BAG-00001358,DESPACHADA
3460,217,10.9,BAG-00001359,ENTREGUE
3718,409,9.04,BAG-00001360,EXTRAVIADA
2227,456,3.72,BAG-00001361,DESPACHADA
3251,155,2.74,BAG-00001362,EM_TRANSITO
2335,21,6.22,BAG-00001363,ENTREGUE
3469,80,18.73,BAG-00001364,EM_TRANSITO
4177,346,16.3,BAG-00001365,DANIFICADA
3592,763,9.31,BAG-00001366,ENTREGUE
3628,186,5.9,BAG-00001367,DANIFICADA
4400,508,17.15,BAG-00001368,ENTREGUE
1817,193,23.3,BAG-00001369,ENTREGUE
1498,712,25.97,BAG-00001370,ENTREGUE
1559,819,2.59,BAG-00001371,DANIFICADA
2936,299,4.29,BAG-00001372,EM_TRANSITO
2365,669,19.06,BAG-00001373,EM_TRANSITO
4275,251,2.1,BAG-00001374,EXTRAVIADA
4254,936,16.37,BAG-00001375,EM_TRANSITO
4962,761,4.1,BAG-00001376,DESPACHADA
4537,432,21.86,BAG-00001377,EM_TRANSITO
4150,124,16.03,BAG-00001378,ENTREGUE
2563,601,6.66,BAG-00001379,ENTREGUE
4706,730,17.4,BAG-00001380,ENTREGUE
3406,923,8.02,BAG-00001381,EXTRAVIADA
2943,997,24.01,BAG-00001382,ENTREGUE
4713,521,5.7,BAG-00001383,EM_TRANSITO
2162,536,15.05,BAG-00001384,DESPACHADA
4812,31,2.64,BAG-00001385,DESPACHADA
2119,846,21.57,BAG-00001386,EXTRAVIADA
4999,835,3.98,BAG-00001387,EM_TRANSITO
4016,94,20.35,BAG-00001388,EM_TRANSITO
1353,843,5.51,BAG-00001389,ENTREGUE
448,576,10.7,BAG-00001390,EXTRAVIADA
1672,973,7.51,BAG-00001391,DANIFICADA
1126,254,3.46,BAG-00001392,EM_TRANSITO
4470,341,7.23,BAG-00001393,EM_TRANSITO
2412,528,10.29,BAG-00001394,ENTREGUE
2053,610,2.73,BAG-00001395,EXTRAVIADA
827,802,10.15,BAG-00001396,DANIFICADA
4643,919,3.06,BAG-00001397,EM_TRANSITO
2820,23,14.17,BAG-00001398,ENTREGUE
4370,220,29.2,BAG-00001399,EM_TRANSITO
3236,872,3.75,BAG-00001400,EXTRAVIADA
29,747,7.29,BAG-00001401,DESPACHADA
1474,425,9.45,BAG-00001402,DANIFICADA
200,819,2.78,BAG-00001403,DESPACHADA
687,104,3.48,BAG-00001404,DANIFICADA
3239,880,6.44,BAG-00001405,DANIFICADA
383,76,12.53,BAG-00001406,DESPACHADA
803,993,11.5,BAG-00001407,DANIFICADA
4425,436,3.6,BAG-00001408,DESPACHADA
4119,961,4.92,BAG-00001409,EXTRAVIADA
3702,8,21.45,BAG-00001410,DANIFICADA
572,874,26.99,BAG-00001411,DANIFICADA
3349,152,30.16,BAG-00001412,DESPACHADA
3226,519,3.6,BAG-00001413,DANIFICADA
3183,810,4.94,BAG-00001414,DANIFICADA
1552,227,21.14,BAG-00001415,DESPACHADA
504,385,23.24,BAG-00001416,DANIFICADA
3636,981,5.42,BAG-00001417,EM_TRANSITO
821,218,15.99,BAG-00001418,EXTRAVIADA
3364,802,14.31,BAG-00001419,DESPACHADA
137,430,2.16,BAG-00001420,DANIFICADA
1849,997,4.59,BAG-00001421,EM_TRANSITO
2097,679,6.02,BAG-00001422,DESPACHADA
4960,461,13.01,BAG-00001423,DANIFICADA
2853,139,6.23,BAG-00001424,EM_TRANSITO
1224,166,16.13,BAG-00001425,EM_TRANSITO
2750,937,13.25,BAG-00001426,EM_TRANSITO
1378,167,13.76,BAG-00001427,ENTREGUE
4976,682,8.79,BAG-00001428,EM_TRANSITO
4727,230,12.36,BAG-00001429,DESPACHADA
1774,567,12.0,BAG-00001430,EM_TRANSITO
556,486,27.89,BAG-00001431,EM_TRANSITO
1567,61,7.99,BAG-00001432,ENTREGUE
2847,412,6.27,BAG-00001433,ENTREGUE
4023,471,16.32,BAG-00001434,ENTREGUE
635,814,31.04,BAG-00001435,ENTREGUE
2430,731,8.26,BAG-00001436,EXTRAVIADA
1171,446,29.15,BAG-00001437,EM_TRANSITO
2596,692,22.91,BAG-00001438,DESPACHADA
3465,435,2.97,BAG-00001439,ENTREGUE
1943,443,11.92,BAG-00001440,DESPACHADA
346,127,6.68,BAG-00001441,EXTRAVIADA
2422,697,9.73,BAG-00001442,ENTREGUE
1981,989,11.61,BAG-00001443,EXTRAVIADA
1878,19,2.68,BAG-00001444,ENTREGUE
3860,545,23.2,BAG-00001445,DANIFICADA
1317,529,12.24,BAG-00001446,DANIFICADA
1839,776,28.72,BAG-00001447,DESPACHADA
436,844,15.42,BAG-00001448,EXTRAVIADA
1382,410,13.14,BAG-00001449,DANIFICADA
2958,855,7.64,BAG-00001450,ENTREGUE
99,366,15.93,BAG-00001451,EM_TRANSITO
719,728,30.13,BAG-00001452,ENTREGUE
4741,478,19.0,BAG-00001453,ENTREGUE
3560,67,14.16,BAG-00001454,DESPACHADA
807,726,8.17,BAG-00001455,ENTREGUE
122,67,8.88,BAG-00001456,EM_TRANSITO
3765,486,20.51,BAG-00001457,DESPACHADA
3423,492,31.93,BAG-00001458,DESPACHADA
3386,977,6.19,BAG-00001459,EXTRAVIADA
4892,120,10.04,BAG-00001460,ENTREGUE
3338,621,7.03,BAG-00001461,EM_TRANSITO
1809,204,4.47,BAG-00001462,EXTRAVIADA
2902,378,7.24,BAG-00001463,DANIFICADA
848,700,26.56,BAG-00001464,ENTREGUE
1227,160,22.46,BAG-00001465,EM_TRANSITO
399,334,12.22,BAG-00001466,EXTRAVIADA
4731,470,7.4,BAG-00001467,EM_TRANSITO
1877,569,7.49,BAG-00001468,EXTRAVIADA
3813,868,25.51,BAG-00001469,DESPACHADA
3486,107,30.08,BAG-00001470,EM_TRANSITO
4109,633,31.06,BAG-00001471,ENTREGUE
4595,618,20.78,BAG-00001472,EXTRAVIADA
2071,446,8.18,BAG-00001473,EM_TRANSITO
2038,443,12.04,BAG-00001474,DESPACHADA
1382,872,23.03,BAG-00001475,EM_TRANSITO
4696,869,25.84,BAG-00001476,ENTREGUE
3334,673,21.35,BAG-00001477,DANIFICADA
231,515,3.15,BAG-00001478,DESPACHADA
837,167,10.75,BAG-00001479,DESPACHADA
2705,123,9.81,BAG-00001480,DANIFICADA
803,86,31.18,BAG-00001481,EXTRAVIADA
2353,955,9.05,BAG-00001482,EXTRAVIADA
3975,103,3.29,BAG-00001483,DESPACHADA
300,462,3.45,BAG-00001484,EM_TRANSITO
1467,70,3.42,BAG-00001485,DANIFICADA
4390,117,3.1,BAG-00001486,EM_TRANSITO
2640,671,7.63,BAG-00001487,DESPACHADA
2923,919,3.03,BAG-00001488,EM_TRANSITO
1709,690,2.29,BAG-00001489,EM_TRANSITO
1359,3,7.12,BAG-00001490,ENTREGUE
2728,642,14.56,BAG-00001491,EM_TRANSITO
4107,425,25.13,BAG-00001492,EXTRAVIADA
2512,360,8.47,BAG-00001493,ENTREGUE
4636,810,9.81,BAG-00001494,DANIFICADA
1411,646,5.94,BAG-00001495,EXTRAVIADA
4215,932,30.29,BAG-00001496,DESPACHADA
1120,149,17.86,BAG-00001497,DESPACHADA
3262,307,17.77,BAG-00001498,EXTRAVIADA
522,412,28.48,BAG-00001499,EM_TRANSITO
3693,635,8.41,BAG-00001500,DANIFICADA
1145,678,5.66,BAG-00001501,DANIFICADA
4013,654,19.04,BAG-00001502,DANIFICADA
2339,253,13.24,BAG-00001503,EXTRAVIADA
1942,302,4.53,BAG-00001504,ENTREGUE
4846,329,10.67,BAG-00001505,EXTRAVIADA
4230,178,15.55,BAG-00001506,EM_TRANSITO
2367,891,16.72,BAG-00001507,DESPACHADA
2978,933,19.02,BAG-00001508,DANIFICADA
998,635,2.44,BAG-00001509,EXTRAVIADA
337,59,4.82,BAG-00001510,EXTRAVIADA
1342,449,4.0,BAG-00001511,ENTREGUE
4993,26,10.06,BAG-00001512,EM_TRANSITO
3492,123,5.65,BAG-00001513,EM_TRANSITO
1792,365,6.49,BAG-00001514,DESPACHADA
2646,917,5.93,BAG-00001515,ENTREGUE
4265,268,7.72,BAG-00001516,EM_TRANSITO
1474,419,4.97,BAG-00001517,DANIFICADA
643,5,22.23,BAG-00001518,ENTREGUE
2045,732,12.24,BAG-00001519,EM_TRANSITO
1192,698,8.1,BAG-00001520,DANIFICADA
4125,866,3.89,BAG-00001521,ENTREGUE
3162,139,6.18,BAG-00001522,DANIFICADA
442,382,2.48,BAG-00001523,DESPACHADA
1971,110,16.81,BAG-00001524,DESPACHADA
4278,151,26.62,BAG-00001525,DANIFICADA
2997,799,7.75,BAG-00001526,DANIFICADA
4460,486,25.23,BAG-00001527,EM_TRANSITO
4936,319,3.72,BAG-00001528,DESPACHADA
255,546,16.79,BAG-00001529,DANIFICADA
4137,793,3.05,BAG-00001530,EM_TRANSITO
2154,891,20.45,BAG-00001531,ENTREGUE
4569,982,4.08,BAG-00001532,DANIFICADA
1586,419,2.1,BAG-00001533,ENTREGUE
861,604,9.39,BAG-00001534,ENTREGUE
3190,648,29.5,BAG-00001535,EXTRAVIADA
2948,430,3.67,BAG-00001536,EXTRAVIADA
781,494,6.42,BAG-00001537,DANIFICADA
763,617,4.45,BAG-00001538,DESPACHADA
273,910,5.63,BAG-00001539,ENTREGUE
2975,430,8.22,BAG-00001540,ENTREGUE
1180,853,10.64,BAG-00001541,DESPACHADA
3214,486,18.96,BAG-00001542,EM_TRANSITO
3759,541,3.53,BAG-00001543,DESPACHADA
2275,977,18.23,BAG-00001544,DANIFICADA
123,874,30.54,BAG-00001545,ENTREGUE
2345,245,11.24,BAG-00001546,ENTREGUE
336,993,12.57,BAG-00001547,ENTREGUE
765,751,10.1,BAG-00001548,DANIFICADA
244,296,31.53,BAG-00001549,ENTREGUE
3013,50,6.63,BAG-00001550,DANIFICADA
2182,484,14.96,BAG-00001551,EM_TRANSITO
3911,928,2.11,BAG-00001552,EXTRAVIADA
1965,933,29.88,BAG-00001553,DANIFICADA
2364,444,18.81,BAG-00001554,EM_TRANSITO
2131,443,12.58,BAG-00001555,DESPACHADA
4196,527,26.05,BAG-00001556,DANIFICADA
3128,330,10.93,BAG-00001557,DESPACHADA
4548,35,6.27,BAG-00001558,DESPACHADA
2355,70,5.77,BAG-00001559,DANIFICADA
4118,690,13.19,BAG-00001560,ENTREGUE
2447,745,23.88,BAG-00001561,DESPACHADA
4349,168,16.95,BAG-00001562,ENTREGUE
1705,959,12.0,BAG-00001563,EXTRAVIADA
4103,99,3.19,BAG-00001564,DANIFICADA
2478,553,4.19,BAG-00001565,EXTRAVIADA
4801,266,2.76,BAG-00001566,EXTRAVIADA
4454,366,21.9,BAG-00001567,EXTRAVIADA
1061,62,11.5,BAG-00001568,EXTRAVIADA
494,339,3.32,BAG-00001569,DESPACHADA
964,808,20.08,BAG-00001570,DANIFICADA
1054,687,21.61,BAG-00001571,EM_TRANSITO
3183,367,7.33,BAG-00001572,EM_TRANSITO
1987,995,10.15,BAG-00001573,DANIFICADA
1965,671,18.04,BAG-00001574,ENTREGUE
3679,371,9.59,BAG-00001575,EM_TRANSITO
1806,140,16.66,BAG-00001576,ENTREGUE
3001,607,14.54,BAG-00001577,DANIFICADA
871,546,30.65,BAG-00001578,EXTRAVIADA
95,346,23.97,BAG-00001579,EM_TRANSITO
4673,628,11.27,BAG-00001580,EM_TRANSITO
4290,414,24.76,BAG-00001581,DANIFICADA
3571,349,25.1,BAG-00001582,DANIFICADA
3730,31,7.96,BAG-00001583,ENTREGUE
538,103,10.65,BAG-00001584,ENTREGUE
197,79,11.92,BAG-00001585,EXTRAVIADA
2753,39,7.11,BAG-00001586,EM_TRANSITO
1446,370,18.16,BAG-00001587,EXTRAVIADA
1946,327,30.33,BAG-00001588,EXTRAVIADA
213,456,5.78,BAG-00001589,DESPACHADA
2651,74,8.15,BAG-00001590,EXTRAVIADA
1078,214,29.81,BAG-00001591,EXTRAVIADA
3207,471,8.71,BAG-00001592,ENTREGUE
3038,450,7.98,BAG-00001593,DESPACHADA
2223,520,18.44,BAG-00001594,EM_TRANSITO
3512,164,15.81,BAG-00001595,EM_TRANSITO
133,13,30.39,BAG-00001596,DESPACHADA
4470,907,3.89,BAG-00001597,EXTRAVIADA
3256,288,2.59,BAG-00001598,EM_TRANSITO
2741,860,26.98,BAG-00001599,EXTRAVIADA
2070,318,4.76,BAG-00001600,EM_TRANSITO
825,788,7.91,BAG-00001601,EXTRAVIADA
2278,147,26.3,BAG-00001602,EM_TRANSITO
1120,904,2.37,BAG-00001603,EM_TRANSITO
2132,987,14.8,BAG-00001604,EXTRAVIADA
1833,505,19.4,BAG-00001605,ENTREGUE
2910,704,20.1,BAG-00001606,DESPACHADA
30,725,28.34,BAG-00001607,DESPACHADA
53,581,2.7,BAG-00001608,ENTREGUE
4302,522,18.68,BAG-00001609,DESPACHADA
4157,715,9.17,BAG-00001610,EM_TRANSITO
3537,443,2.15,BAG-00001611,DANIFICADA
2292,443,4.59,BAG-00001612,ENTREGUE
3040,900,19.09,BAG-00001613,ENTREGUE
4871,13,18.08,BAG-00001614,DANIFICADA
943,699,11.2,BAG-00001615,DESPACHADA
3092,898,17.94,BAG-00001616,EXTRAVIADA
3613,424,12.5,BAG-00001617,EM_TRANSITO
32,64,9.87,BAG-00001618,EM_TRANSITO
3977,115,17.96,BAG-00001619,EM_TRANSITO
3556,683,11.82,BAG-00001620,EXTRAVIADA
4428,524,16.57,BAG-00001621,EXTRAVIADA
1519,246,24.87,BAG-00001622,ENTREGUE
47,470,11.53,BAG-00001623,DANIFICADA
3488,456,15.85,BAG-00001624,EXTRAVIADA
1352,214,22.96,BAG-00001625,EM_TRANSITO
2347,572,29.44,BAG-00001626,DESPACHADA
217,816,31.8,BAG-00001627,EXTRAVIADA
3942,652,28.31,BAG-00001628,DANIFICADA
1175,818,7.02,BAG-00001629,ENTREGUE
3737,453,22.26,BAG-00001630,DANIFICADA
1082,158,11.49,BAG-00001631,EM_TRANSITO
1723,572,2.97,BAG-00001632,ENTREGUE
3160,805,21.26,BAG-00001633,DESPACHADA
3759,123,5.02,BAG-00001634,ENTREGUE
3596,263,16.32,BAG-00001635,ENTREGUE
2919,365,17.67,BAG-00001636,EM_TRANSITO
1962,895,10.41,BAG-00001637,EXTRAVIADA
2134,997,14.85,BAG-00001638,EM_TRANSITO
2291,468,9.5,BAG-00001639,EM_TRANSITO
2718,199,5.23,BAG-00001640,DANIFICADA
847,407,26.14,BAG-00001641,ENTREGUE
3155,671,14.99,BAG-00001642,EM_TRANSITO
4437,211,8.91,BAG-00001643,ENTREGUE
844,529,27.35,BAG-00001644,EXTRAVIADA
2005,77,12.1,BAG-00001645,DANIFICADA
3393,189,20.22,BAG-00001646,EXTRAVIADA
798,885,7.82,BAG-00001647,DESPACHADA
2529,836,23.04,BAG-00001648,EXTRAVIADA
2532,500,8.34,BAG-00001649,DANIFICADA
1332,71,3.66,BAG-00001650,ENTREGUE
2885,265,3.48,BAG-00001651,EXTRAVIADA
693,181,5.68,BAG-00001652,DESPACHADA
3712,160,27.42,BAG-00001653,DANIFICADA
3111,856,4.84,BAG-00001654,DANIFICADA
4594,647,12.89,BAG-00001655,DANIFICADA
974,762,8.11,BAG-00001656,EM_TRANSITO
4709,472,3.85,BAG-00001657,DANIFICADA
1155,777,11.27,BAG-00001658,DESPACHADA
4009,210,10.37,BAG-00001659,EXTRAVIADA
4024,971,17.01,BAG-00001660,DANIFICADA
3460,73,14.04,BAG-00001661,ENTREGUE
806,632,6.33,BAG-00001662,ENTREGUE
3314,763,9.85,BAG-00001663,DANIFICADA
2060,513,9.9,BAG-00001664,ENTREGUE
2510,555,2.67,BAG-00001665,ENTREGUE
4179,701,11.49,BAG-00001666,DESPACHADA
3155,339,2.94,BAG-00001667,DANIFICADA
671,978,2.87,BAG-00001668,DANIFICADA
2862,411,12.38,BAG-00001669,EXTRAVIADA
4575,25,6.02,BAG-00001670,EXTRAVIADA
3152,751,6.89,BAG-00001671,ENTREGUE
4190,97,16.96,BAG-00001672,DANIFICADA
4387,712,31.27,BAG-00001673,DANIFICADA
4031,373,21.15,BAG-00001674,DANIFICADA
2117,573,22.38,BAG-00001675,EM_TRANSITO
3236,795,6.98,BAG-00001676,DESPACHADA
4634,339,5.67,BAG-00001677,DESPACHADA
364,605,21.44,BAG-00001678,DESPACHADA
4808,941,10.84,BAG-00001679,EXTRAVIADA
3343,254,21.34,BAG-00001680,DESPACHADA
2717,182,13.87,BAG-00001681,EM_TRANSITO
4810,754,8.79,BAG-00001682,EM_TRANSITO
1022,101,11.68,BAG-00001683,ENTREGUE
2187,905,3.12,BAG-00001684,EM_TRANSITO
280,879,10.72,BAG-00001685,EXTRAVIADA
2993,793,9.67,BAG-00001686,DESPACHADA
680,951,18.77,BAG-00001687,DANIFICADA
1139,546,14.08,BAG-00001688,DESPACHADA
128,803,10.26,BAG-00001689,EXTRAVIADA
61,714,29.94,BAG-00001690,EXTRAVIADA
26,832,19.66,BAG-00001691,EM_TRANSITO
4053,261,5.39,BAG-00001692,EM_TRANSITO
4043,88,26.58,BAG-00001693,EXTRAVIADA
562,446,24.15,BAG-00001694,ENTREGUE
1392,467,15.5,BAG-00001695,EXTRAVIADA
3804,73,21.53,BAG-00001696,DANIFICADA
4194,615,2.01,BAG-00001697,ENTREGUE
3511,29,17.13,BAG-00001698,EXTRAVIADA
1365,609,13.28,BAG-00001699,EM_TRANSITO
3821,38,22.95,BAG-00001700,EM_TRANSITO
939,921,4.23,BAG-00001701,EM_TRANSITO
1856,292,9.17,BAG-00001702,DANIFICADA
1060,154,23.28,BAG-00001703,EXTRAVIADA
1121,376,30.9,BAG-00001704,ENTREGUE
3502,849,10.28,BAG-00001705,ENTREGUE
1094,543,4.28,BAG-00001706,ENTREGUE
4300,437,6.14,BAG-00001707,DANIFICADA
3431,209,16.41,BAG-00001708,DANIFICADA
3457,343,10.56,BAG-00001709,DESPACHADA
158,520,15.74,BAG-00001710,EM_TRANSITO
1226,491,4.07,BAG-00001711,EXTRAVIADA
4210,215,16.07,BAG-00001712,EM_TRANSITO
4198,72,28.59,BAG-00001713,EXTRAVIADA
2140,521,3.94,BAG-00001714,ENTREGUE
4111,325,2.62,BAG-00001715,DESPACHADA
2163,145,27.68,BAG-00001716,ENTREGUE
4247,993,24.71,BAG-00001717,EXTRAVIADA
4894,453,22.44,BAG-00001718,DESPACHADA
4106,665,11.38,BAG-00001719,DANIFICADA
3524,748,11.05,BAG-00001720,DESPACHADA
1961,155,12.51,BAG-00001721,EXTRAVIADA
2056,26,24.45,BAG-00001722,EM_TRANSITO
200,328,16.07,BAG-00001723,EM_TRANSITO
3027,713,27.35,BAG-00001724,ENTREGUE
356,637,5.74,BAG-00001725,EM_TRANSITO
1516,279,2.89,BAG-00001726,EM_TRANSITO
2593,889,8.96,BAG-00001727,ENTREGUE
3509,787,31.1,BAG-00001728,ENTREGUE
615,157,2.77,BAG-00001729,EM_TRANSITO
700,754,27.79,BAG-00001730,DESPACHADA
93,295,12.3,BAG-00001731,DANIFICADA
2775,665,10.79,BAG-00001732,DANIFICADA
732,744,15.94,BAG-00001733,ENTREGUE
4869,635,9.26,BAG-00001734,EXTRAVIADA
2617,537,2.2,BAG-00001735,DANIFICADA
77,178,14.19,BAG-00001736,EM_TRANSITO
3540,156,29.15,BAG-00001737,ENTREGUE
845,609,23.06,BAG-00001738,EXTRAVIADA
3465,1,2.74,BAG-00001739,ENTREGUE
682,632,10.07,BAG-00001740,ENTREGUE
1842,254,4.33,BAG-00001741,ENTREGUE
2425,793,2.48,BAG-00001742,EXTRAVIADA
445,925,14.46,BAG-00001743,ENTREGUE
1079,479,2.27,BAG-00001744,ENTREGUE
3207,632,20.84,BAG-00001745,DANIFICADA
811,57,9.72,BAG-00001746,ENTREGUE
2678,868,11.97,BAG-00001747,ENTREGUE
4685,487,20.19,BAG-00001748,DANIFICADA
727,978,2.34,BAG-00001749,EM_TRANSITO
281,484,7.07,BAG-00001750,DANIFICADA
2921,399,2.58,BAG-00001751,EM_TRANSITO
1626,754,7.18,BAG-00001752,EM_TRANSITO
3042,917,13.03,BAG-00001753,ENTREGUE
274,612,9.22,BAG-00001754,DESPACHADA
4022,95,5.91,BAG-00001755,EM_TRANSITO
1275,277,3.83,BAG-00001756,EXTRAVIADA
1924,128,12.26,BAG-00001757,DESPACHADA
78,416,20.36,BAG-00001758,DANIFICADA
1567,826,3.94,BAG-00001759,ENTREGUE
3108,950,13.07,BAG-00001760,ENTREGUE
3838,361,7.6,BAG-00001761,DESPACHADA
2819,465,8.43,BAG-00001762,ENTREGUE
1083,409,6.45,BAG-00001763,DESPACHADA
4387,100,3.83,BAG-00001764,EXTRAVIADA
84,254,28.38,BAG-00001765,EM_TRANSITO
2716,827,27.94,BAG-00001766,EM_TRANSITO
1629,263,3.05,BAG-00001767,EXTRAVIADA
3626,238,2.06,BAG-00001768,ENTREGUE
