funcionario_id,voo_id,funcao,data_atribuicao,confirmado
3214,689,MECANICO_BORDO,2026-02-20,False
4469,4793,COMANDANTE,2025-10-15,True
4048,3691,COMISSARIO,2025-11-17,True
4570,3532,MECANICO_BORDO,2025-07-18,False
1715,4521,ENGENHEIRO_VOO,2025-08-28,False
1239,974,COMANDANTE,2025-08-26,False
4150,3035,COMISSARIO,2025-08-17,False
3818,4951,COMISSARIO_CHEFE,2025-09-02,True
4064,643,COMISSARIO_CHEFE,2026-03-19,True
1290,881,ENGENHEIRO_VOO,2025-10-28,True
3147,4942,MECANICO_BORDO,2025-10-23,True
1680,1170,COMISSARIO,2026-04-04,False
1420,3257,MECANICO_BORDO,2025-12-06,True
231,3330,COPILOTO,2025-11-18,True
2318,2538,ENGENHEIRO_VOO,2025-07-02,False
626,1112,ENGENHEIRO_VOO,2025-06-17,False
1514,2804,COMISSARIO_CHEFE,2025-09-16,True
4387,4048,COPILOTO,2026-05-02,True
84,1520,ENGENHEIRO_VOO,2025-06-13,True
1442,4198,ENGENHEIRO_VOO,2026-05-24,True
1768,2297,MECANICO_BORDO,2026-02-14,False
667,181,COMANDANTE,2026-03-19,True
4321,943,COMISSARIO,2025-10-13,True
639,1995,ENGENHEIRO_VOO,2025-12-28,True
3706,3740,COPILOTO,2025-12-04,True
974,4273,COPILOTO,2025-07-12,True
461,113,MECANICO_BORDO,2026-04-11,True
643,3331,MECANICO_BORDO,2025-10-13,True
1491,799,COMISSARIO_CHEFE,2026-02-11,False
328,1442,COMISSARIO_CHEFE,2025-07-19,True
3161,444,COMISSARIO_CHEFE,2026-03-21,True
4961,900,COMISSARIO_CHEFE,2025-08-26,True
3275,2258,COMISSARIO_CHEFE,2026-01-10,True
2566,4370,COPILOTO,2026-03-01,True
2606,834,COMISSARIO_CHEFE,2025-07-24,True
4588,3586,COMANDANTE,2025-08-17,True
4195,562,COMISSARIO_CHEFE,2025-09-26,True
2121,3708,MECANICO_BORDO,2025-07-02,True
1953,269,COMISSARIO,2025-12-18,True
2903,3532,ENGENHEIRO_VOO,2025-11-13,True
217,3869,MECANICO_BORDO,2025-12-29,True
950,2754,COMISSARIO_CHEFE,2025-11-18,True
1367,1521,MECANICO_BORDO,2026-03-18,True
2257,2195,ENGENHEIRO_VOO,2026-05-17,True
4501,2188,ENGENHEIRO_VOO,2025-11-22,True
562,1430,MECANICO_BORDO,2025-09-15,True
3446,4965,MECANICO_BORDO,2026-04-27,True
730,1118,COMISSARIO,2026-05-07,True
1651,4028,COMANDANTE,2026-05-02,True
3555,798,COMISSARIO,2025-08-12,True
1366,2544,ENGENHEIRO_VOO,2025-09-09,True
1073,3369,MECANICO_BORDO,2025-10-06,True
81,299,COMANDANTE,2026-01-13,True
4563,50,COMANDANTE,2026-04-11,True
2807,990,MECANICO_BORDO,2025-06-25,True
3953,2886,COMISSARIO,2025-10-02,True
2846,4839,COPILOTO,2025-11-02,False
4059,78,COMANDANTE,2026-04-05,True
2606,1924,COMANDANTE,2026-01-31,True
118,290,COPILOTO,2025-09-23,True
1063,4959,ENGENHEIRO_VOO,2025-06-26,True
1970,4952,COMISSARIO,2025-11-17,True
1649,2509,MECANICO_BORDO,2026-03-27,False
4498,2750,ENGENHEIRO_VOO,2026-02-12,False
4950,3007,COMISSARIO,2025-10-02,True
991,1281,COMISSARIO,2025-06-23,True
3690,4287,ENGENHEIRO_VOO,2025-10-20,True
3689,4854,ENGENHEIRO_VOO,2026-05-05,True
1844,2887,COMISSARIO_CHEFE,2025-11-19,True
1460,4053,COMANDANTE,2025-06-27,False
1368,4442,ENGENHEIRO_VOO,2026-02-08,True
1560,4298,COMISSARIO_CHEFE,2025-09-25,True
2221,3024,MECANICO_BORDO,2025-08-27,True
3671,4983,COMANDANTE,2026-04-29,True
3461,799,COMANDANTE,2025-12-03,True
1990,1986,MECANICO_BORDO,2025-09-11,False
1815,945,ENGENHEIRO_VOO,2025-12-19,True
3370,347,COMANDANTE,2026-03-20,True
961,444,COMISSARIO,2025-08-14,True
4540,3423,COMANDANTE,2025-08-09,True
692,1491,COPILOTO,2025-08-01,True
2415,3998,MECANICO_BORDO,2026-02-02,True
294,4998,COMANDANTE,2026-04-27,False
2554,663,COPILOTO,2025-10-08,True
4087,3549,COPILOTO,2025-09-16,True
481,4063,COPILOTO,2026-04-07,True
3169,4333,ENGENHEIRO_VOO,2025-10-12,True
2927,3841,COMISSARIO_CHEFE,2025-08-29,True
401,1411,COPILOTO,2025-12-17,True
1995,2507,MECANICO_BORDO,2026-02-08,False
1927,1026,COMANDANTE,2025-06-02,False
3047,4965,COMISSARIO_CHEFE,2025-06-04,True
3758,3100,MECANICO_BORDO,2025-10-27,True
1372,4974,ENGENHEIRO_VOO,2026-01-27,False
4526,2159,COMISSARIO,2025-09-27,True
3682,823,COPILOTO,2025-11-08,False
2937,1614,COMANDANTE,2025-10-27,True
2176,1571,COMANDANTE,2025-11-06,False
4506,38,COMISSARIO_CHEFE,2025-12-07,True
4605,4991,ENGENHEIRO_VOO,2026-02-16,True
2584,3261,COMANDANTE,2025-06-07,True
95,1821,MECANICO_BORDO,2025-09-26,True
1001,1026,MECANICO_BORDO,2025-06-06,True
353,3965,ENGENHEIRO_VOO,2025-10-12,True
2823,4763,COPILOTO,2026-04-05,True
12,3965,COPILOTO,2026-02-26,True
3081,3789,COPILOTO,2025-11-25,True
3532,4342,COMANDANTE,2025-07-05,True
3380,4575,COMISSARIO,2026-03-22,True
1855,2654,COPILOTO,2026-01-04,False
3741,3169,COPILOTO,2025-12-23,True
405,1797,COMANDANTE,2025-11-12,True
2514,2292,COPILOTO,2025-11-06,False
1562,357,ENGENHEIRO_VOO,2025-12-20,True
4751,1285,MECANICO_BORDO,2026-01-20,True
109,781,COPILOTO,2026-05-26,False
3160,4261,ENGENHEIRO_VOO,2026-05-06,False
2039,727,MECANICO_BORDO,2026-05-17,True
1681,4725,COMANDANTE,2025-07-30,True
3647,4565,ENGENHEIRO_VOO,2026-02-02,False
4138,3047,COMISSARIO,2025-11-15,True
2808,1086,COMISSARIO,2025-10-13,True
3027,2164,COMISSARIO,2026-05-30,True
3140,1916,COMISSARIO,2025-12-17,False
1055,2167,COMANDANTE,2026-01-21,True
4804,1165,ENGENHEIRO_VOO,2026-05-16,True
2705,1896,COMISSARIO,2025-10-10,False
2391,2998,COMANDANTE,2025-07-07,True
1839,1167,MECANICO_BORDO,2025-12-09,False
3320,3915,COPILOTO,2026-03-16,True
1215,2850,ENGENHEIRO_VOO,2025-08-05,True
1290,1979,MECANICO_BORDO,2026-04-05,True
4162,4128,COPILOTO,2026-04-25,False
3290,229,COMISSARIO_CHEFE,2026-03-24,True
1217,1182,COPILOTO,2026-05-02,True
308,4834,COMISSARIO_CHEFE,2025-10-05,True
4343,4214,COMISSARIO_CHEFE,2025-07-23,False
4354,585,MECANICO_BORDO,2026-02-21,True
1900,749,COMISSARIO_CHEFE,2025-06-14,True
837,2017,ENGENHEIRO_VOO,2025-08-12,True
577,406,COMISSARIO_CHEFE,2025-08-15,True
2903,2485,COPILOTO,2025-10-29,True
2568,2990,COMISSARIO,2025-11-15,True
1450,1714,MECANICO_BORDO,2025-07-11,True
4968,1231,COMANDANTE,2026-01-17,True
204,1029,COMANDANTE,2025-07-10,False
4884,2621,COPILOTO,2026-02-20,True
3379,537,COMISSARIO,2025-08-09,False
1170,3426,ENGENHEIRO_VOO,2025-07-28,True
2194,2533,COPILOTO,2026-04-27,True
2596,525,COMANDANTE,2025-12-14,True
2109,2485,COMISSARIO,2026-04-13,True
231,4830,COMISSARIO,2026-02-07,True
1193,3979,COMISSARIO,2025-11-18,True
4860,2518,ENGENHEIRO_VOO,2026-05-19,True
1496,2992,MECANICO_BORDO,2025-11-08,True
2517,3525,COMANDANTE,2026-01-19,True
621,2215,ENGENHEIRO_VOO,2026-04-25,True
3954,379,COPILOTO,2025-12-24,False
2545,1037,COMISSARIO,2025-12-27,True
235,2512,MECANICO_BORDO,2025-08-07,False
1704,1577,MECANICO_BORDO,2026-04-07,True
1708,2948,COPILOTO,2025-11-13,True
25,2949,COMANDANTE,2025-09-10,True
3463,4670,COMISSARIO_CHEFE,2025-08-16,True
1154,2781,COMANDANTE,2026-03-14,True
810,815,COMISSARIO_CHEFE,2026-05-30,True
1591,1282,ENGENHEIRO_VOO,2026-04-25,True
2594,806,MECANICO_BORDO,2026-02-18,True
3594,1992,ENGENHEIRO_VOO,2025-06-20,False
561,2724,COMISSARIO,2026-02-05,True
2048,484,ENGENHEIRO_VOO,2025-08-06,True
2515,3124,COMANDANTE,2026-05-10,False
2849,2866,ENGENHEIRO_VOO,2025-08-22,True
1226,4426,MECANICO_BORDO,2025-12-07,True
48,3750,COMISSARIO_CHEFE,2026-05-28,True
746,4305,COMISSARIO_CHEFE,2025-07-21,True
288,535,ENGENHEIRO_VOO,2025-07-08,True
3234,3038,COPILOTO,2025-12-02,True
514,4167,MECANICO_BORDO,2026-05-07,False
3508,3431,COMISSARIO_CHEFE,2026-02-16,True
695,2874,COMISSARIO,2026-03-13,True
2197,578,ENGENHEIRO_VOO,2026-03-31,True
2169,2801,COMISSARIO_CHEFE,2025-07-05,True
2645,3855,COMANDANTE,2025-08-08,True
1283,3098,COMANDANTE,2025-11-24,True
2202,4104,MECANICO_BORDO,2025-09-03,True
2068,3483,COMANDANTE,2025-08-18,True
4609,153,COMISSARIO_CHEFE,2025-10-31,True
2313,2044,COPILOTO,2025-09-10,True
3890,971,COPILOTO,2025-11-29,True
724,2853,COMISSARIO_CHEFE,2026-04-27,True
1669,2803,ENGENHEIRO_VOO,2025-08-02,True
4860,1501,COMISSARIO,2025-07-30,True
1019,1101,MECANICO_BORDO,2025-08-31,True
3730,381,ENGENHEIRO_VOO,2025-10-08,True
4048,1198,ENGENHEIRO_VOO,2025-08-17,False
3800,376,COMISSARIO_CHEFE,2026-05-01,True
1915,4029,COPILOTO,2025-08-27,False
3831,3226,COMISSARIO_CHEFE,2026-03-19,True
2773,3016,COPILOTO,2026-03-13,False
4444,1692,COPILOTO,2026-01-22,False
1884,3129,COMANDANTE,2025-08-02,True
2276,2566,MECANICO_BORDO,2026-02-07,True
195,2831,MECANICO_BORDO,2026-02-20,True
1407,3371,COMISSARIO,2025-12-29,False
242,2977,COPILOTO,2026-04-11,True
1723,1266,COMANDANTE,2026-05-08,True
473,2038,COMISSARIO,2026-04-20,False
2299,4817,COMANDANTE,2026-05-24,True
2651,2291,COMANDANTE,2025-07-22,True
128,3583,COMISSARIO,2025-12-22,False
1307,3248,COPILOTO,2026-02-14,True
3160,3204,COMANDANTE,2025-12-26,True
3702,3056,COMANDANTE,2025-08-20,True
2486,4538,MECANICO_BORDO,2025-09-21,False
343,2422,COPILOTO,2026-01-09,False
3048,1044,COMISSARIO_CHEFE,2025-10-04,True
3745,215,COMISSARIO_CHEFE,2026-03-04,True
2332,840,MECANICO_BORDO,2025-08-15,True
522,1515,COMANDANTE,2025-12-30,True
51,4543,COMANDANTE,2025-12-03,False
1630,2389,COMISSARIO_CHEFE,2025-11-05,True
4579,2764,MECANICO_BORDO,2025-06-23,False
564,1645,COMISSARIO_CHEFE,2026-04-19,True
912,3037,COPILOTO,2025-09-02,True
4260,3800,ENGENHEIRO_VOO,2025-07-26,False
3713,1394,COMANDANTE,2026-05-03,False
3542,4027,COPILOTO,2026-05-04,True
3703,3886,MECANICO_BORDO,2026-01-29,False
1230,2047,COMANDANTE,2026-01-14,False
4312,1270,COMISSARIO,2025-07-13,True
2652,3076,MECANICO_BORDO,2026-05-07,True
2895,1924,COMISSARIO,2025-09-09,True
2086,662,COMISSARIO_CHEFE,2025-12-15,False
275,1999,COMISSARIO,2026-01-19,True
3548,2280,COMISSARIO,2025-06-20,True
1363,2232,ENGENHEIRO_VOO,2025-07-29,True
4776,4059,COPILOTO,2026-03-27,True
1932,878,COMISSARIO,2026-02-25,False
103,604,COMISSARIO,2025-09-18,True
4855,1934,COMISSARIO,2026-05-14,False
4525,4447,MECANICO_BORDO,2025-07-30,True
2865,4030,MECANICO_BORDO,2026-03-16,True
3201,1643,COMANDANTE,2026-02-19,True
3422,288,COPILOTO,2025-08-20,True
379,4125,COMISSARIO_CHEFE,2026-03-16,True
3497,1879,COPILOTO,2026-01-28,True
2751,116,MECANICO_BORDO,2026-04-25,False
3485,3239,COMISSARIO,2025-10-03,True
185,4124,COMANDANTE,2025-08-12,True
3083,3524,ENGENHEIRO_VOO,2025-12-13,True
1041,883,COMISSARIO_CHEFE,2026-01-15,False
1757,654,MECANICO_BORDO,2025-10-27,True
3605,4429,ENGENHEIRO_VOO,2025-10-29,False
3044,409,MECANICO_BORDO,2026-01-10,True
2643,4379,MECANICO_BORDO,2026-01-07,True
4091,3473,COMISSARIO,2026-01-26,True
1000,389,COMISSARIO_CHEFE,2026-05-23,False
1961,1829,COMISSARIO,2025-10-03,True
898,4046,COMISSARIO,2026-03-14,True
3604,4885,COPILOTO,2025-10-23,True
4597,4621,COMANDANTE,2025-12-23,True
3764,3112,COMISSARIO_CHEFE,2026-03-01,False
541,319,ENGENHEIRO_VOO,2025-07-13,True
3615,1154,COMISSARIO_CHEFE,2025-08-20,True
3417,2544,COPILOTO,2025-07-29,True
4154,4654,COPILOTO,2025-09-14,True
1926,1276,COPILOTO,2026-04-14,True
2269,3044,COMISSARIO,2026-05-30,False
4400,3408,COMANDANTE,2025-08-29,True
4440,2840,MECANICO_BORDO,2025-08-29,True
2131,3517,ENGENHEIRO_VOO,2026-03-29,False
1409,4374,COMISSARIO,2026-02-26,True
249,216,COMISSARIO_CHEFE,2025-10-31,True
3286,3131,COMANDANTE,2026-04-30,True
4104,3190,COPILOTO,2025-10-10,True
2127,4758,COPILOTO,2025-12-10,True
4623,2812,MECANICO_BORDO,2025-06-30,True
2605,1311,COMISSARIO,2025-11-03,True
1885,706,ENGENHEIRO_VOO,2026-02-28,True
4161,4175,COMANDANTE,2025-12-05,True
1336,3864,ENGENHEIRO_VOO,2025-08-23,True
945,3897,COMANDANTE,2025-06-16,True
2292,3078,COPILOTO,2026-02-04,False
3524,4424,COMISSARIO_CHEFE,2025-09-02,True
4798,3756,ENGENHEIRO_VOO,2025-08-07,True
574,4114,COMISSARIO_CHEFE,2025-12-07,True
1349,2939,COMANDANTE,2025-08-29,False
4216,773,COMISSARIO_CHEFE,2025-09-05,True
415,2325,MECANICO_BORDO,2025-07-05,True
2510,2126,COMANDANTE,2025-11-28,True
2177,2567,COMISSARIO_CHEFE,2026-06-02,True
3691,1779,COMANDANTE,2025-12-25,True
4088,4513,COMISSARIO,2026-03-03,True
1190,3949,COMISSARIO,2025-09-19,True
3974,1260,COMISSARIO_CHEFE,2026-03-16,False
2168,2855,COMISSARIO,2026-02-12,True
2235,1683,COMISSARIO_CHEFE,2025-07-03,True
4493,4709,ENGENHEIRO_VOO,2026-03-21,False
3641,1094,COMISSARIO,2026-05-03,False
4064,3665,COMANDANTE,2026-03-19,True
2697,4816,ENGENHEIRO_VOO,2025-12-29,True
3506,2304,COMANDANTE,2026-04-03,True
2430,2390,COMANDANTE,2025-08-11,True
3336,3892,COMISSARIO,2025-11-02,False
3890,3759,COMANDANTE,2025-06-09,False
1232,4743,COMISSARIO_CHEFE,2025-09-25,True
4606,4333,COMISSARIO,2026-02-09,True
4611,611,COMANDANTE,2025-12-24,True
2070,4071,COMISSARIO,2025-10-13,True
4705,2956,ENGENHEIRO_VOO,2026-03-23,True
4563,1418,ENGENHEIRO_VOO,2026-01-08,True
1622,4273,ENGENHEIRO_VOO,2026-03-02,False
4968,1440,COMISSARIO,2025-07-12,False
4520,257,COMANDANTE,2026-02-23,True
1635,1558,COMISSARIO,2026-04-09,True
3232,1787,COPILOTO,2026-04-22,True
1353,2049,ENGENHEIRO_VOO,2025-08-27,False
1725,3049,ENGENHEIRO_VOO,2025-07-09,False
3175,1774,COPILOTO,2025-09-06,True
3459,1624,COMANDANTE,2025-06-19,True
4808,891,ENGENHEIRO_VOO,2025-08-23,True
469,4041,COPILOTO,2025-12-19,True
1178,4387,MECANICO_BORDO,2026-05-16,True
2203,3309,COMISSARIO_CHEFE,2025-12-30,True
2824,245,COMISSARIO,2026-05-02,False
4869,1135,COMISSARIO_CHEFE,2026-05-14,True
4727,2139,COMISSARIO,2026-01-20,True
4214,3792,COPILOTO,2026-01-21,False
3582,1109,COMISSARIO,2025-11-08,True
1916,4797,COPILOTO,2025-10-08,True
877,1621,COMISSARIO,2025-10-14,False
4244,4281,COMANDANTE,2026-01-21,True
3983,2270,COMANDANTE,2026-01-16,True
3245,773,MECANICO_BORDO,2025-11-24,False
2146,2193,MECANICO_BORDO,2025-11-09,True
354,338,ENGENHEIRO_VOO,2026-03-21,True
1359,3206,COMISSARIO_CHEFE,2025-11-21,True
4735,310,COPILOTO,2026-05-28,False
2570,288,COMANDANTE,2026-05-12,True
3734,2242,ENGENHEIRO_VOO,2026-01-20,True
2135,3512,ENGENHEIRO_VOO,2025-07-20,False
3360,4363,MECANICO_BORDO,2025-06-17,True
4888,4883,COMANDANTE,2025-10-28,True
560,4214,ENGENHEIRO_VOO,2026-05-24,True
3569,4629,COMISSARIO_CHEFE,2025-08-09,True
2452,3032,MECANICO_BORDO,2026-04-09,False
938,3377,ENGENHEIRO_VOO,2025-06-13,True
1365,4276,COMANDANTE,2025-09-05,True
646,603,COMISSARIO_CHEFE,2026-05-03,True
2307,2285,COMISSARIO_CHEFE,2025-11-10,True
1663,417,COMANDANTE,2025-09-21,True
517,2607,MECANICO_BORDO,2025-11-04,True
3430,2784,COPILOTO,2026-04-23,False
903,2542,COMISSARIO,2025-06-14,True
1695,2994,COMANDANTE,2025-06-16,True
2293,1768,MECANICO_BORDO,2026-05-26,True
3410,1831,ENGENHEIRO_VOO,2026-05-17,True
2390,3885,COMISSARIO_CHEFE,2026-04-05,True
2297,1173,COPILOTO,2026-04-23,True
2430,3110,MECANICO_BORDO,2026-03-29,True
2770,748,COMANDANTE,2026-01-11,True
2975,1029,COMANDANTE,2026-03-07,True
4868,4902,ENGENHEIRO_VOO,2025-12-31,False
4657,2799,COPILOTO,2025-11-28,True
3454,4152,COPILOTO,2025-12-04,True
616,1875,COMISSARIO_CHEFE,2025-11-27,True
311,4793,MECANICO_BORDO,2026-05-13,True
3777,4990,COMISSARIO,2025-09-02,True
4702,1025,COMISSARIO_CHEFE,2026-02-23,True
3444,3964,COMISSARIO,2025-10-18,True
2897,4048,COMISSARIO_CHEFE,2025-11-06,False
2621,2709,COMANDANTE,2026-03-29,True
2857,919,MECANICO_BORDO,2025-09-14,True
600,1624,ENGENHEIRO_VOO,2025-09-10,True
1525,3972,COMISSARIO_CHEFE,2026-01-05,True
2313,1262,COMISSARIO,2025-09-12,False
4423,1,COPILOTO,2026-02-06,True
619,4483,MECANICO_BORDO,2026-01-03,True
2831,4859,COPILOTO,2025-11-23,True
3911,3796,COMANDANTE,2026-02-25,False
4924,2797,COMISSARIO,2026-02-02,True
150,962,COMISSARIO,2025-12-30,True
2670,1796,COPILOTO,2026-01-26,True
4313,4216,COMANDANTE,2026-01-13,True
2185,1195,ENGENHEIRO_VOO,2026-01-24,True
325,3021,COPILOTO,2025-10-23,True
2155,1096,COMISSARIO,2025-12-13,True
995,1847,MECANICO_BORDO,2026-02-16,False
3025,4182,COMANDANTE,2025-12-21,True
2361,256,COMANDANTE,2025-11-10,True
4420,103,MECANICO_BORDO,2025-06-23,True
614,964,COMISSARIO_CHEFE,2025-09-01,True
3580,3489,COMISSARIO,2026-01-10,True
4994,677,COPILOTO,2026-03-02,True
1441,518,COMISSARIO,2026-05-04,True
4177,873,COMISSARIO,2026-02-01,True
1601,1518,COMISSARIO,2025-11-21,True
2712,1839,COPILOTO,2026-01-27,True
4941,1186,COMANDANTE,2025-06-20,True
992,3577,COMISSARIO,2025-11-18,True
3471,426,ENGENHEIRO_VOO,2026-03-07,False
2009,942,COMISSARIO,2026-03-29,True
1350,2150,MECANICO_BORDO,2025-09-14,True
3651,3591,COMISSARIO,2026-05-15,False
2936,1066,ENGENHEIRO_VOO,2026-05-17,True
35,1723,COMISSARIO,2026-02-20,False
2490,3652,COPILOTO,2025-10-23,True
129,4967,ENGENHEIRO_VOO,2026-02-10,True
2034,4220,COPILOTO,2026-03-10,False
379,1570,COMISSARIO_CHEFE,2025-09-10,True
189,1068,COPILOTO,2026-05-14,True
1293,1801,MECANICO_BORDO,2025-11-06,True
1081,3215,COPILOTO,2025-11-03,True
4264,773,COPILOTO,2026-05-13,True
282,3874,COPILOTO,2025-06-05,False
2307,2287,ENGENHEIRO_VOO,2026-04-07,True
4004,462,COMISSARIO,2026-01-12,True
3175,2815,COPILOTO,2025-11-16,True
1412,1987,MECANICO_BORDO,2026-05-30,True
4309,1149,COMANDANTE,2025-09-08,True
337,3141,COMISSARIO_CHEFE,2026-05-30,True
4841,3110,MECANICO_BORDO,2025-12-24,True
2069,2997,ENGENHEIRO_VOO,2026-05-04,True
1478,4371,COMISSARIO,2025-09-08,True
3316,3219,COPILOTO,2026-04-16,True
4809,3544,COMANDANTE,2025-12-04,False
1784,3613,COMISSARIO,2025-09-18,True
1787,10,COMANDANTE,2026-03-21,True
1549,4307,COPILOTO,2025-10-02,True
3447,1522,COMANDANTE,2025-07-18,True
4799,1031,COPILOTO,2025-10-25,True
2729,2561,COMISSARIO_CHEFE,2025-11-07,True
3848,2637,COPILOTO,2025-11-09,False
3495,3741,COMISSARIO,2026-03-11,True
1996,4993,MECANICO_BORDO,2026-05-10,True
3168,2885,COMISSARIO,2026-03-28,True
663,2930,COPILOTO,2026-04-06,True
4428,28,ENGENHEIRO_VOO,2026-05-12,True
4254,4729,COMANDANTE,2025-06-24,True
242,4076,COMISSARIO,2026-03-07,True
2554,431,MECANICO_BORDO,2026-03-04,False
791,2384,ENGENHEIRO_VOO,2025-06-24,False
2596,3234,COPILOTO,2026-01-17,True
4684,2346,COMISSARIO_CHEFE,2025-12-10,True
4202,1764,MECANICO_BORDO,2026-02-28,True
2886,4899,COMISSARIO_CHEFE,2026-04-15,True
2404,571,COMISSARIO,2026-03-03,True
29,75,COMISSARIO,2026-05-31,True
2975,3566,COMANDANTE,2025-12-12,True
2939,1038,COMISSARIO_CHEFE,2025-10-02,True
405,842,COMANDANTE,2026-02-01,True
1122,4063,MECANICO_BORDO,2026-05-21,True
3536,2941,COMISSARIO_CHEFE,2025-08-16,True
4346,4084,COPILOTO,2025-11-27,True
185,4730,ENGENHEIRO_VOO,2026-02-07,True
251,4540,COMANDANTE,2025-09-05,True
4128,2676,ENGENHEIRO_VOO,2025-12-26,True
143,1626,COMISSARIO,2026-01-15,True
3630,3115,COMISSARIO_CHEFE,2025-08-16,True
3285,4472,COMANDANTE,2025-10-17,True
3656,734,COMISSARIO_CHEFE,2026-02-21,True
1684,995,COMISSARIO_CHEFE,2026-04-05,False
2790,709,ENGENHEIRO_VOO,2025-06-24,True
198,2489,COPILOTO,2026-02-27,False
1733,4434,MECANICO_BORDO,2026-02-26,True
2114,1829,MECANICO_BORDO,2026-04-28,True
1796,3605,COPILOTO,2025-10-04,True
3287,1095,COMANDANTE,2026-04-03,True
1432,3214,MECANICO_BORDO,2025-11-26,True
2104,35,COMANDANTE,2026-01-02,True
2299,2111,MECANICO_BORDO,2025-10-25,False
2123,4597,ENGENHEIRO_VOO,2026-02-12,True
3197,718,ENGENHEIRO_VOO,2025-09-12,True
417,1660,COMISSARIO,2025-12-28,True
2750,3646,COMANDANTE,2025-07-20,True
440,3737,MECANICO_BORDO,2025-06-11,True
2562,2752,COMISSARIO,2025-12-06,False
1742,3330,COMISSARIO_CHEFE,2025-08-21,True
79,4,MECANICO_BORDO,2026-03-31,True
4714,3483,COMANDANTE,2025-12-12,True
403,3332,COMISSARIO_CHEFE,2026-02-15,True
1552,4336,COMISSARIO_CHEFE,2025-12-29,True
3003,2839,COMANDANTE,2025-11-07,True
3221,4358,MECANICO_BORDO,2025-08-31,True
4265,3961,COMISSARIO_CHEFE,2026-03-11,True
1760,3156,COMISSARIO,2026-01-02,True
4465,1559,COMISSARIO,2025-10-28,True
3268,4655,COMISSARIO,2026-05-09,True
995,142,COMANDANTE,2026-01-17,True
562,174,COPILOTO,2025-06-28,True
929,4044,COMISSARIO_CHEFE,2025-06-09,True
1602,1119,COPILOTO,2025-06-15,False
1214,441,ENGENHEIRO_VOO,2025-10-12,True
2215,82,COPILOTO,2026-05-07,True
1686,4071,COMISSARIO,2025-11-25,True
1276,1743,ENGENHEIRO_VOO,2026-01-23,True
4176,1992,COMANDANTE,2025-11-18,True
2046,2124,COMANDANTE,2025-09-24,True
2202,4060,COPILOTO,2025-12-30,True
3427,4342,COMISSARIO_CHEFE,2025-08-30,True
2394,225,MECANICO_BORDO,2026-04-28,True
4563,4892,COMISSARIO_CHEFE,2025-09-10,True
3616,4837,COPILOTO,2026-03-17,True
1842,1654,COMISSARIO,2025-09-29,True
3085,483,MECANICO_BORDO,2025-06-29,True
3393,1083,COMISSARIO_CHEFE,2025-07-17,True
1636,62,ENGENHEIRO_VOO,2026-03-20,False
4489,4445,COPILOTO,2025-09-17,True
2464,1735,COPILOTO,2026-05-11,False
1128,3254,COMANDANTE,2026-03-21,False
3702,3915,MECANICO_BORDO,2026-04-07,True
3447,3137,COMISSARIO_CHEFE,2025-08-29,True
3690,2726,MECANICO_BORDO,2025-09-01,True
2650,120,COPILOTO,2025-12-02,True
2072,858,COMISSARIO,2025-11-18,True
1330,1773,COMISSARIO_CHEFE,2025-11-10,False
4970,2780,COMANDANTE,2025-11-13,True
2735,421,COMANDANTE,2026-03-27,False
1731,2420,COMANDANTE,2026-01-07,True
253,2198,COPILOTO,2026-03-05,True
2376,1595,COMANDANTE,2026-03-02,True
1326,1587,COMISSARIO_CHEFE,2026-01-15,True
3745,2523,COPILOTO,2025-07-05,True
4096,2143,COMISSARIO_CHEFE,2025-11-15,True
4333,1865,COMISSARIO,2026-04-04,True
4721,2834,COPILOTO,2025-11-22,True
2469,1447,COMISSARIO,2025-07-24,True
2633,659,MECANICO_BORDO,2026-05-01,True
4543,1642,ENGENHEIRO_VOO,2025-07-26,True
1032,3690,ENGENHEIRO_VOO,2025-09-17,True
1937,4243,ENGENHEIRO_VOO,2025-08-15,True
4229,2203,COPILOTO,2026-01-26,True
1625,4490,COMANDANTE,2025-12-06,True
4534,2901,COMISSARIO,2025-11-08,True
3782,868,COPILOTO,2025-08-03,True
268,2490,COMISSARIO_CHEFE,2026-04-12,True
4563,2045,COPILOTO,2026-02-22,True
890,4351,COMISSARIO_CHEFE,2025-09-02,True
1906,2781,COMISSARIO,2026-01-20,True
680,2144,ENGENHEIRO_VOO,2025-12-03,False
2299,1019,COMISSARIO,2026-01-04,True
3731,3048,ENGENHEIRO_VOO,2025-09-05,True
1169,1873,COPILOTO,2026-05-24,True
4068,4258,COMANDANTE,2025-07-03,True
457,3457,ENGENHEIRO_VOO,2026-05-17,True
2068,338,COMANDANTE,2026-02-09,True
1488,4402,COPILOTO,2025-06-30,True
1236,3870,ENGENHEIRO_VOO,2026-04-19,True
441,1332,MECANICO_BORDO,2025-07-16,True
1906,4700,MECANICO_BORDO,2025-10-05,False
815,1611,ENGENHEIRO_VOO,2025-06-09,True
2457,2504,COMANDANTE,2025-07-23,True
329,2432,COPILOTO,2025-09-04,True
3269,182,COPILOTO,2025-12-21,True
902,4103,COPILOTO,2025-07-03,True
520,2561,COMISSARIO,2025-12-18,True
2390,4642,COPILOTO,2025-09-30,True
4485,407,ENGENHEIRO_VOO,2025-09-22,True
2434,2105,COPILOTO,2026-02-28,True
1335,4003,COMANDANTE,2026-05-14,False
382,998,COPILOTO,2025-10-27,True
4248,928,COPILOTO,2025-11-24,True
