passageiro_id,voo_id,categoria_tarifa_id,codigo_reserva,data_reserva,preco_total,status
4599,3786,328,6TCX3T,2025-07-28 05:26:02+00:00,4823.59,CONFIRMADA
1894,2375,938,PNZWRV,2026-03-18 16:22:00+00:00,1325.61,PENDENTE
1612,1627,488,YBN1SX,2026-03-14 18:04:50+00:00,4328.99,CANCELADA
2457,386,30,YTS8EL,2026-03-03 04:21:26+00:00,865.01,CANCELADA
4908,3631,873,OISACW,2025-09-19 15:37:45+00:00,490.79,EMBARCADA
4484,621,251,3TIBDV,2025-09-29 18:12:00+00:00,5526.66,CONFIRMADA
3155,4106,749,ZNWMNG,2026-03-06 07:39:58+00:00,8223.55,PENDENTE
4859,2949,793,GDQTP0,2026-01-31 00:38:26+00:00,684.16,CANCELADA
2056,1583,897,5L4TNI,2026-01-10 08:11:51+00:00,1291.84,CONFIRMADA
4836,4416,890,9UYMJ3,2025-10-25 21:57:16+00:00,3716.48,CONFIRMADA
2712,3474,690,PAK2PZ,2026-01-14 13:26:36+00:00,2798.09,CONFIRMADA
2754,561,640,P81TLB,2025-11-04 12:11:58+00:00,991.81,NO_SHOW
4845,3131,964,Y7FMBX,2026-04-14 18:27:13+00:00,377.17,CANCELADA
3875,3663,475,RARTIR,2026-04-03 06:20:52+00:00,2793.19,NO_SHOW
321,3836,392,TEOPHF,2025-12-06 12:29:58+00:00,6736.66,NO_SHOW
972,3334,440,XM96B7,2025-11-23 13:15:16+00:00,391.57,EMBARCADA
4541,3494,752,V5R5Z4,2026-03-15 04:45:17+00:00,1141.36,CANCELADA
4867,2109,931,1ZUT2L,2026-02-07 05:38:07+00:00,3641.65,PENDENTE
3693,3869,27,OQXQD1,2025-11-16 01:34:05+00:00,4004.51,CONFIRMADA
4069,1086,106,B999U2,2025-07-16 14:02:39+00:00,6320.27,PENDENTE
1172,1741,294,5HZOJM,2026-02-21 10:01:56+00:00,50.28,CANCELADA
3665,4940,16,Y6CNSG,2026-04-20 10:10:48+00:00,1054.89,NO_SHOW
3623,1627,6,3N9WQP,2026-04-13 03:37:05+00:00,2607.83,CONFIRMADA
2587,1505,787,8TDHQT,2025-11-19 18:00:31+00:00,468.42,CANCELADA
1249,4454,786,RWCTFF,2026-04-21 09:08:29+00:00,3924.7,PENDENTE
4582,4925,46,T5RIXQ,2026-05-16 00:15:22+00:00,3041.12,EMBARCADA
1397,1115,254,P7HEMP,2025-07-09 07:25:21+00:00,1086.57,EMBARCADA
1895,2918,609,T6588X,2025-10-25 01:05:50+00:00,8344.72,PENDENTE
3561,3283,126,7FB46C,2025-06-24 01:47:30+00:00,2395.43,NO_SHOW
3822,3046,989,D3O4MQ,2025-08-24 04:23:36+00:00,923.54,PENDENTE
1035,1905,200,F4G9UU,2026-04-08 00:19:56+00:00,820.43,EMBARCADA
2234,4040,616,30188Q,2025-07-18 07:41:29+00:00,1907.03,CONFIRMADA
202,2299,540,DJWJCE,2026-02-14 08:59:08+00:00,485.82,NO_SHOW
298,4672,643,5N3XV0,2026-05-21 05:49:53+00:00,2459.75,PENDENTE
3910,1941,647,ANEW90,2025-10-26 14:33:18+00:00,6884.89,NO_SHOW
3704,572,893,NNS7CW,2026-03-05 16:17:48+00:00,1473.2,EMBARCADA
718,3314,384,F9OO08,2025-08-07 23:31:46+00:00,2984.36,CONFIRMADA
1158,3926,290,46WCAH,2026-03-12 03:14:39+00:00,1755.61,CONFIRMADA
3784,633,571,RFFCRI,2025-07-13 04:55:48+00:00,1852.57,NO_SHOW
828,4371,618,4FTP1S,2026-05-06 16:30:40+00:00,1071.33,CANCELADA
2658,75,768,QAB85J,2026-01-14 09:22:09+00:00,7135.93,CONFIRMADA
3340,82,406,B5XSXU,2025-12-11 05:28:29+00:00,2178.79,CONFIRMADA
2271,3148,253,MZF7W4,2025-07-28 15:10:03+00:00,1224.21,CONFIRMADA
3809,3292,478,9WJXRJ,2025-09-09 14:31:27+00:00,191.35,PENDENTE
1187,2597,257,KTDVXP,2026-03-22 14:27:23+00:00,1026.55,NO_SHOW
490,3144,485,ESCLL2,2025-10-26 12:39:49+00:00,3654.25,NO_SHOW
1328,3690,190,27BCPU,2026-05-24 07:23:05+00:00,3068.66,CONFIRMADA
2159,912,934,DU0UPY,2025-10-31 11:37:05+00:00,1000.54,CONFIRMADA
4947,2931,206,2KVTNY,2025-11-30 01:46:08+00:00,820.88,CANCELADA
3892,3780,844,NOMD4R,2026-02-06 20:50:48+00:00,3330.02,CANCELADA
1778,4397,301,72SLDD,2025-07-17 10:28:49+00:00,2139.84,PENDENTE
3609,4082,914,2PI75F,2026-03-22 05:34:07+00:00,1005.86,CANCELADA
1279,1092,957,N1KEWV,2025-06-09 00:37:51+00:00,480.57,CANCELADA
4203,563,472,FSTUZI,2025-10-28 13:19:10+00:00,3876.84,EMBARCADA
4972,3444,52,UL4ILK,2026-02-24 03:29:49+00:00,6344.75,EMBARCADA
176,4427,879,M2TYUK,2026-01-06 23:54:38+00:00,528.99,NO_SHOW
4092,4945,701,GVRT46,2025-07-12 10:48:07+00:00,238.15,EMBARCADA
352,4056,521,GT54R6,2025-10-20 07:53:13+00:00,1431.28,PENDENTE
1447,2704,131,7N7398,2025-06-25 10:51:37+00:00,4817.3,PENDENTE
3948,1437,934,T1RXNP,2026-03-30 16:48:22+00:00,647.1,CANCELADA
2782,871,521,E4EQT2,2025-12-17 19:11:40+00:00,111.77,PENDENTE
1755,3625,580,5BF4R8,2026-01-31 10:34:37+00:00,1881.02,PENDENTE
2092,3877,150,T8W5SE,2025-07-27 10:17:13+00:00,239.33,EMBARCADA
1095,1347,852,HRRSSR,2026-03-04 18:54:46+00:00,833.37,EMBARCADA
784,936,729,IFB0AD,2025-07-14 07:39:27+00:00,3060.31,CONFIRMADA
631,4818,847,L8Z0EN,2025-11-29 23:13:48+00:00,7152.19,CONFIRMADA
2538,2161,251,LRP7BS,2025-12-20 05:28:21+00:00,556.83,EMBARCADA
4948,1315,425,2RFFFW,2026-04-04 12:59:50+00:00,3476.69,NO_SHOW
4987,2183,693,QS8ZZB,2026-01-30 00:53:14+00:00,703.66,PENDENTE
4175,372,917,DKWLIB,2025-06-10 07:00:46+00:00,207.81,CANCELADA
3819,815,371,AD3V9C,2025-11-22 02:14:30+00:00,992.0,CONFIRMADA
3756,258,15,F5I0VB,2025-06-19 15:57:26+00:00,345.98,PENDENTE
827,3172,780,JER26I,2026-02-07 21:30:28+00:00,2250.15,PENDENTE
62,2372,930,K85C5O,2026-04-29 07:59:01+00:00,341.13,NO_SHOW
4298,4049,115,6V41TZ,2026-05-22 02:35:34+00:00,357.14,CONFIRMADA
2667,1611,391,RBX1H3,2026-01-18 11:03:45+00:00,3242.06,CONFIRMADA
3363,4415,27,1JA9XY,2026-02-26 10:39:28+00:00,1293.28,CONFIRMADA
1686,4538,942,HFK3D6,2026-04-19 08:40:35+00:00,460.16,NO_SHOW
4864,4461,6,QRXOI9,2026-05-24 17:22:05+00:00,2919.35,CANCELADA
3864,3594,112,S2STLK,2025-07-11 22:51:40+00:00,7347.18,CONFIRMADA
3203,1819,19,6A90RG,2025-10-30 11:59:12+00:00,1884.16,PENDENTE
528,697,357,0K901R,2025-06-23 21:58:21+00:00,1143.05,CONFIRMADA
26,3585,948,IV4Q27,2025-09-09 11:31:22+00:00,712.95,NO_SHOW
2391,2689,638,A2WZ22,2026-02-27 04:14:04+00:00,427.56,CONFIRMADA
4786,2900,161,FEAIB3,2026-02-07 03:22:22+00:00,713.67,PENDENTE
931,4395,802,GDDI49,2025-09-18 16:31:16+00:00,1626.59,CANCELADA
4774,3019,88,DG5G2F,2026-05-18 21:39:16+00:00,6546.04,NO_SHOW
2559,4441,166,FLIMRU,2025-10-02 15:55:27+00:00,4199.43,PENDENTE
47,4825,4,60RV6C,2025-12-09 08:47:05+00:00,2385.71,PENDENTE
1102,4186,90,UKNVPO,2025-09-08 17:05:36+00:00,3384.33,EMBARCADA
4740,4531,898,GW767A,2025-11-13 23:10:40+00:00,1404.32,CONFIRMADA
2682,1517,848,SMGKXH,2025-07-08 12:09:15+00:00,7350.4,EMBARCADA
2797,4651,992,URIAOM,2026-04-05 11:46:01+00:00,579.06,CONFIRMADA
3723,3555,769,6N6A47,2026-04-14 11:47:27+00:00,8684.1,PENDENTE
806,2146,650,D39OC4,2025-06-10 16:02:09+00:00,236.31,CANCELADA
426,4863,627,Z9O5PX,2026-01-03 18:29:31+00:00,2831.43,CONFIRMADA
48,2942,713,1W2N2I,2025-08-01 05:54:59+00:00,500.35,NO_SHOW
730,516,574,WQ49QC,2025-12-26 13:03:14+00:00,372.26,NO_SHOW
10,2424,952,KNFWOC,2026-02-01 09:34:15+00:00,760.03,CANCELADA
4506,2327,628,9CEMHQ,2026-04-21 05:08:32+00:00,9047.31,CANCELADA
4863,3946,962,E09XWT,2025-06-06 06:11:13+00:00,555.72,CONFIRMADA
1040,741,891,K5WRSJ,2025-12-23 07:22:43+00:00,335.73,EMBARCADA
1990,1364,656,SQQ13D,2026-02-19 19:28:27+00:00,926.9,EMBARCADA
2446,68,812,17YG66,2026-04-23 14:05:11+00:00,6948.49,EMBARCADA
3294,3865,209,H0MTK1,2025-07-05 00:08:04+00:00,4217.0,PENDENTE
3701,2854,716,YSLM3Z,2025-06-14 11:04:23+00:00,1140.2,NO_SHOW
4642,1717,425,TIC78H,2025-07-27 01:40:58+00:00,3827.75,PENDENTE
2764,3871,190,7YQ61M,2025-11-17 15:36:25+00:00,2043.44,CONFIRMADA
3865,3821,833,4M5U77,2026-01-21 08:57:30+00:00,1209.42,NO_SHOW
1582,1762,13,KFEIV5,2025-08-08 01:14:07+00:00,92.23,EMBARCADA
3117,2254,205,KYD4H6,2026-02-13 21:38:29+00:00,3173.0,CANCELADA
331,4560,245,71V2UG,2025-10-27 18:10:51+00:00,1448.32,NO_SHOW
3323,4366,894,0YW8L1,2026-03-10 11:53:41+00:00,1977.0,NO_SHOW
3915,41,132,PL7X0X,2025-11-10 10:52:17+00:00,3443.97,NO_SHOW
433,143,107,6UM4BM,2026-01-27 18:39:47+00:00,2795.56,PENDENTE
2717,4340,565,AXZ8PB,2026-01-08 08:37:46+00:00,974.38,EMBARCADA
4826,4078,333,5X0KIQ,2025-07-28 10:30:19+00:00,385.9,EMBARCADA
4837,4462,374,16TUNF,2026-01-23 00:23:22+00:00,781.02,PENDENTE
2288,2871,829,7TOR5T,2025-10-15 06:42:36+00:00,10236.65,PENDENTE
3475,1131,314,FTVS5S,2025-06-13 09:26:13+00:00,1066.71,PENDENTE
1627,3331,686,P3V18C,2026-03-20 08:40:03+00:00,5055.21,PENDENTE
3021,2889,627,8WTJL6,2026-04-06 12:06:07+00:00,3232.77,PENDENTE
3277,4384,856,HQ80UJ,2025-09-05 01:12:01+00:00,557.63,PENDENTE
1545,3926,153,1UGJ2V,2026-01-10 18:13:09+00:00,871.1,NO_SHOW
519,4914,647,XS2GXL,2026-02-21 16:03:38+00:00,3354.9,NO_SHOW
404,757,198,75F188,2025-12-27 20:22:30+00:00,1071.45,EMBARCADA
1592,2121,629,KYJSDD,2026-03-28 05:06:55+00:00,8096.39,NO_SHOW
3362,3900,494,UEA1YS,2025-07-29 17:36:04+00:00,513.17,CONFIRMADA
3200,4982,937,1PX87W,2025-06-08 17:39:29+00:00,1780.59,CANCELADA
4513,2383,507,4FDAI5,2026-03-28 18:52:08+00:00,5196.13,CANCELADA
3681,3378,416,P44IAW,2026-05-07 19:28:46+00:00,234.44,PENDENTE
2985,891,899,EB1OE4,2025-06-06 20:35:37+00:00,1580.17,NO_SHOW
1235,4246,13,2LAEQT,2025-08-13 12:05:45+00:00,1057.07,NO_SHOW
1493,2123,470,BITPZP,2025-12-24 06:50:43+00:00,3265.97,EMBARCADA
4511,2250,84,RO6NTN,2025-10-02 08:49:55+00:00,2304.1,EMBARCADA
1761,3380,671,BYIPWM,2025-09-25 16:50:54+00:00,3617.57,PENDENTE
2352,2571,354,LEKTEN,2025-09-03 15:31:06+00:00,2359.82,EMBARCADA
3592,4371,396,2FUEBR,2025-07-02 06:14:27+00:00,707.48,CONFIRMADA
3063,1349,330,AQCUHT,2026-04-05 22:31:47+00:00,2163.82,NO_SHOW
681,2654,654,8DCCPJ,2026-02-24 03:03:33+00:00,1552.68,EMBARCADA
4370,3668,335,U6CCD0,2025-09-04 03:15:19+00:00,2438.87,EMBARCADA
3905,1362,787,148VO3,2026-03-19 10:39:35+00:00,7709.02,CANCELADA
418,1857,814,MIXJHC,2025-07-24 00:03:07+00:00,1737.56,NO_SHOW
4644,4229,80,BF9X0D,2025-06-19 18:05:39+00:00,1591.45,NO_SHOW
1329,2714,493,M37XTV,2025-09-26 16:24:21+00:00,1007.33,CONFIRMADA
4258,3258,70,H3V6IN,2026-05-14 03:40:33+00:00,3567.44,CANCELADA
3494,1267,425,NAEQEE,2025-12-02 04:19:17+00:00,2556.74,NO_SHOW
838,871,804,FBWUOI,2026-02-10 05:55:01+00:00,243.05,CANCELADA
1520,370,707,8AHDX2,2025-07-11 05:01:18+00:00,2679.84,NO_SHOW
3428,2141,829,KAQJRD,2025-08-19 23:54:21+00:00,1908.13,EMBARCADA
898,4960,59,YIMICE,2026-03-22 16:56:09+00:00,2089.27,CONFIRMADA
475,1154,439,6T187W,2026-05-30 06:27:18+00:00,1754.76,PENDENTE
522,3147,860,NFHPNK,2026-03-15 02:00:02+00:00,1612.15,CONFIRMADA
1159,1458,559,O6QHDC,2025-08-10 17:31:05+00:00,2465.85,EMBARCADA
3827,4072,576,K6VKTX,2025-09-20 04:41:13+00:00,1529.55,CONFIRMADA
4445,1248,513,V4XHDQ,2026-05-31 18:52:51+00:00,311.53,CONFIRMADA
4803,2208,119,XGSW61,2025-08-31 11:18:10+00:00,2910.55,PENDENTE
1292,1867,693,YQBITP,2026-01-22 15:55:19+00:00,1537.55,PENDENTE
765,1272,889,6MHK4A,2025-08-31 13:37:28+00:00,9951.04,EMBARCADA
2373,3088,919,TF318Y,2026-03-17 23:31:50+00:00,1136.65,PENDENTE
4384,1049,398,1XC2HK,2025-11-04 15:06:37+00:00,2168.14,CANCELADA
3476,143,744,UGLIVL,2025-09-04 04:39:57+00:00,1366.52,EMBARCADA
2979,2395,31,L19MPN,2025-11-08 07:15:57+00:00,3796.89,EMBARCADA
1640,4784,71,PCRA0O,2025-09-28 16:33:28+00:00,4108.27,CONFIRMADA
2690,2485,962,03F1HI,2025-12-03 12:26:33+00:00,354.28,CONFIRMADA
3051,4975,611,J2RXTI,2025-11-19 19:39:18+00:00,5333.36,PENDENTE
4303,2774,783,0AYPI7,2026-04-03 12:47:34+00:00,1220.11,EMBARCADA
4398,1766,228,H6VVNA,2026-01-13 02:15:25+00:00,8435.19,CANCELADA
4444,2982,299,7SQAVG,2025-07-28 14:31:43+00:00,1850.92,CANCELADA
437,3849,204,4Z05OU,2025-11-25 18:10:06+00:00,3661.1,CANCELADA
253,246,311,P0H6SW,2025-06-11 01:12:04+00:00,1277.36,NO_SHOW
1248,1659,283,XI5T9I,2026-03-21 19:45:07+00:00,2048.42,CANCELADA
2460,673,407,IE1E5S,2025-11-05 12:38:30+00:00,1542.88,NO_SHOW
4427,3497,209,UOVEKR,2025-06-22 19:24:28+00:00,5307.88,EMBARCADA
3655,2903,768,D64XQH,2026-04-11 20:38:36+00:00,4434.77,CONFIRMADA
3272,1543,34,XDK65Q,2025-09-12 01:52:20+00:00,719.66,CONFIRMADA
4920,3847,496,PH5S8D,2026-03-18 08:30:13+00:00,1489.9,CANCELADA
3709,4781,972,I7OQG2,2025-07-25 16:52:12+00:00,8125.9,CANCELADA
3967,3167,533,S5D2JY,2026-02-08 00:59:55+00:00,102.72,PENDENTE
2319,742,36,FQT2CX,2025-10-16 18:15:11+00:00,1348.4,NO_SHOW
1173,4447,169,OT1Q3E,2025-10-30 19:16:10+00:00,682.9,CANCELADA
4312,3384,830,GI2AM5,2025-06-29 02:18:53+00:00,2135.87,PENDENTE
1420,2401,637,CA3BRM,2025-08-06 19:44:28+00:00,453.92,PENDENTE
4648,484,931,B5AB0S,2025-06-12 05:49:45+00:00,3276.23,CANCELADA
919,4400,560,TGO8T3,2025-09-17 12:53:56+00:00,1583.08,NO_SHOW
3120,3186,848,GC8BI6,2026-05-23 11:12:11+00:00,10135.12,PENDENTE
589,248,296,OZ6AF9,2025-12-13 00:06:09+00:00,1578.5,PENDENTE
4321,2387,64,QT2OEB,2025-07-08 22:49:08+00:00,2415.23,EMBARCADA
1605,390,549,3KK6OD,2025-11-28 08:41:09+00:00,6295.73,CANCELADA
2526,1506,632,2NLUYC,2025-11-14 11:30:07+00:00,1406.61,NO_SHOW
3239,1132,186,GV4YH3,2026-01-18 02:00:34+00:00,5930.96,NO_SHOW
2594,2357,24,N7SWRG,2025-11-21 02:06:58+00:00,650.75,NO_SHOW
881,4237,376,SWZNYM,2026-04-12 15:22:17+00:00,1190.63,PENDENTE
2126,4154,602,F6K9TE,2026-04-27 12:23:50+00:00,1813.11,NO_SHOW
217,3151,879,XIEQOE,2025-06-14 07:15:44+00:00,213.86,CONFIRMADA
1296,2231,497,IT1VG2,2025-08-21 04:30:36+00:00,1281.03,PENDENTE
3263,251,951,1VM3LW,2025-08-28 01:37:28+00:00,3961.82,PENDENTE
2411,4739,849,L3XJLA,2026-03-22 01:54:15+00:00,6724.41,EMBARCADA
436,4995,147,43X2C3,2026-03-22 07:11:50+00:00,6307.75,CANCELADA
1765,1082,7,T25DIZ,2026-01-26 12:05:15+00:00,6916.83,EMBARCADA
4692,2300,784,26BEAP,2025-09-27 02:27:09+00:00,1305.05,CONFIRMADA
3689,2810,188,6ZC9EX,2026-05-31 00:59:29+00:00,2553.08,NO_SHOW
2411,4242,837,NDXR03,2025-09-10 09:31:53+00:00,1772.58,CONFIRMADA
2741,44,294,29KIGK,2025-10-12 17:20:04+00:00,1524.57,CONFIRMADA
4897,1508,925,IA53YB,2025-09-27 20:10:03+00:00,504.41,CONFIRMADA
4020,766,577,4THB42,2025-06-21 07:55:34+00:00,1458.94,CONFIRMADA
4562,4265,540,GXN1RY,2025-08-04 09:58:11+00:00,1306.11,CANCELADA
93,4541,923,D3O4CF,2026-05-10 01:08:40+00:00,2271.23,CANCELADA
373,1666,860,1R1T0Y,2025-08-23 19:59:21+00:00,2061.03,CANCELADA
4958,4300,41,Z25I6B,2025-12-06 04:41:13+00:00,1937.24,EMBARCADA
1519,62,230,CDL844,2025-08-03 03:21:29+00:00,836.05,CANCELADA
1459,1421,969,4OPNNW,2026-02-17 22:13:14+00:00,8893.03,EMBARCADA
4316,3974,742,4TFTUI,2025-08-16 05:52:35+00:00,1887.16,EMBARCADA
1836,4868,340,TN8R09,2026-04-06 13:57:32+00:00,1212.93,PENDENTE
237,2363,751,BU27E5,2026-01-16 05:37:11+00:00,1082.2,NO_SHOW
4597,1525,809,QZ2KVS,2026-04-15 19:59:10+00:00,2177.0,PENDENTE
3157,1418,796,6BSTV8,2025-11-27 01:49:51+00:00,1349.97,PENDENTE
269,4498,106,2Y6T76,2025-08-02 14:00:31+00:00,3367.18,CANCELADA
3909,4265,572,EKEXNS,2026-05-05 03:31:14+00:00,5281.25,NO_SHOW
4969,374,779,WZDTBF,2026-04-07 14:49:45+00:00,1962.41,EMBARCADA
3024,794,635,WAGJKK,2026-02-27 02:48:21+00:00,1782.11,EMBARCADA
3699,3506,295,VTWT48,2025-12-28 07:41:50+00:00,3971.05,EMBARCADA
4371,1963,78,ZVYZSK,2025-07-22 17:17:22+00:00,1716.99,NO_SHOW
3380,3682,979,ZKJCGZ,2025-07-01 23:30:33+00:00,1482.82,CONFIRMADA
2964,374,885,NSH49V,2026-02-14 00:08:50+00:00,4971.45,PENDENTE
4667,1504,96,B7VN7A,2025-12-29 19:54:20+00:00,128.47,NO_SHOW
3796,2093,731,FI2YBV,2025-06-08 21:52:40+00:00,987.28,EMBARCADA
150,4162,871,B3XI7S,2025-07-11 11:34:46+00:00,266.13,EMBARCADA
1552,796,903,0UE0LN,2026-01-24 06:45:01+00:00,1277.6,CANCELADA
3580,4781,525,1HY9I3,2026-05-31 17:20:53+00:00,4533.86,EMBARCADA
3227,3882,553,167K3P,2025-09-11 10:01:45+00:00,1081.88,NO_SHOW
1861,1592,221,5M0BUT,2025-08-02 15:01:35+00:00,678.6,NO_SHOW
1460,1622,459,D1LNV1,2026-01-05 12:32:35+00:00,2426.4,EMBARCADA
3598,749,938,3CJFL7,2026-01-31 20:20:55+00:00,1524.86,EMBARCADA
4924,1863,264,A7Q4VN,2026-04-12 19:04:32+00:00,472.95,CANCELADA
3530,3636,942,4BDQF2,2025-12-02 04:33:20+00:00,1978.63,CANCELADA
2299,459,139,6PNMR3,2026-04-20 13:44:47+00:00,646.51,NO_SHOW
232,2485,364,0E77OW,2025-12-27 17:52:24+00:00,657.95,EMBARCADA
3287,2678,725,HF8W6E,2025-08-09 11:09:42+00:00,4115.13,EMBARCADA
4311,3106,793,K1JYLV,2025-11-17 18:28:08+00:00,693.11,NO_SHOW
2471,4196,265,NIDU5Z,2025-08-30 02:33:04+00:00,423.81,PENDENTE
76,3592,913,TKEV2A,2026-01-05 08:43:06+00:00,153.16,NO_SHOW
4586,1477,215,97K7K3,2025-07-17 14:30:19+00:00,4478.66,NO_SHOW
3370,2179,419,APKCYV,2026-03-12 19:26:28+00:00,2514.09,CANCELADA
491,2356,19,K1A38F,2025-10-25 15:28:33+00:00,1939.72,PENDENTE
2620,904,464,1QMRCK,2026-04-18 05:25:08+00:00,1307.84,CONFIRMADA
1315,2174,17,NBID90,2025-08-02 15:44:14+00:00,1415.73,NO_SHOW
2603,127,602,0QN9MJ,2025-07-26 17:51:11+00:00,2023.27,PENDENTE
230,3709,27,3ZZ463,2026-04-11 02:41:59+00:00,5019.23,NO_SHOW
3012,3661,797,SLR91U,2026-03-06 18:01:26+00:00,1123.06,CONFIRMADA
4378,2216,510,KK1K6T,2025-12-20 17:30:44+00:00,181.95,PENDENTE
4452,2214,972,G66M6L,2026-04-10 23:40:23+00:00,4233.44,CANCELADA
982,721,65,N1LWWB,2026-01-04 03:49:46+00:00,944.06,NO_SHOW
415,2690,819,6MZELG,2025-08-04 14:12:51+00:00,337.48,NO_SHOW
3020,3294,287,4VCQWK,2026-04-22 05:30:20+00:00,1689.38,PENDENTE
4224,2776,510,X3W3UY,2025-06-05 00:13:45+00:00,943.37,PENDENTE
655,4348,14,WBZS8L,2025-09-18 19:15:49+00:00,577.29,CONFIRMADA
1375,4480,275,S8Q83X,2026-02-09 15:03:53+00:00,1692.06,EMBARCADA
4307,2785,547,VBGWKJ,2026-01-26 23:00:44+00:00,6943.9,NO_SHOW
4119,3294,357,624IM8,2025-12-02 18:39:59+00:00,350.31,CONFIRMADA
3975,887,799,6K9VS1,2025-12-07 15:17:48+00:00,1544.6,PENDENTE
821,1957,78,EXH8C3,2025-11-03 16:09:48+00:00,678.35,PENDENTE
4513,4445,446,MEEJL1,2025-08-21 09:41:33+00:00,3327.67,NO_SHOW
4408,3591,631,3ALHZZ,2025-12-14 14:50:21+00:00,327.7,EMBARCADA
179,1368,76,FMGE47,2025-06-23 17:01:09+00:00,622.78,PENDENTE
2031,3284,78,EBWSO1,2025-07-21 00:59:04+00:00,1120.88,CANCELADA
3158,3301,815,3K82WV,2025-08-30 05:47:46+00:00,1741.84,PENDENTE
2996,2076,337,7GH3YM,2025-11-07 10:59:56+00:00,405.0,PENDENTE
375,444,951,2KEM36,2026-03-31 00:37:28+00:00,1899.67,CONFIRMADA
3317,676,546,P2FF0Z,2026-04-23 10:28:07+00:00,5119.64,NO_SHOW
855,4890,700,3GKPMO,2025-12-22 07:34:02+00:00,710.83,CONFIRMADA
4520,2669,570,YYRMR1,2025-09-11 02:35:26+00:00,2349.59,PENDENTE
235,4535,588,89PVBK,2026-03-19 17:40:43+00:00,8119.65,EMBARCADA
1475,1477,987,775L32,2026-03-27 23:26:07+00:00,7611.4,CANCELADA
1569,3874,943,9XZY7I,2025-11-12 17:04:30+00:00,1743.02,NO_SHOW
4362,2266,524,ZUYKC5,2025-10-26 21:33:25+00:00,2200.77,NO_SHOW
4774,524,368,QF6DMA,2026-02-17 10:21:43+00:00,2447.3,CANCELADA
2440,211,660,SZKI9R,2026-02-16 23:27:14+00:00,989.81,CANCELADA
2847,3748,151,AQ8SJE,2026-03-06 05:23:13+00:00,159.0,CANCELADA
4590,2463,129,QVMKHB,2025-12-19 23:10:59+00:00,1002.46,NO_SHOW
3766,3219,725,UOF3OO,2026-04-05 09:18:30+00:00,4420.31,EMBARCADA
3546,3101,757,QFS40G,2026-03-19 07:03:00+00:00,1480.92,EMBARCADA
1292,2578,311,1ABBFF,2026-03-04 20:04:03+00:00,2245.92,EMBARCADA
1885,1636,821,T8GI4F,2025-09-19 19:55:00+00:00,308.81,NO_SHOW
1840,1752,295,BE2JQY,2025-07-17 19:04:18+00:00,2019.27,CONFIRMADA
4320,2322,526,WTSDWY,2025-06-26 10:42:44+00:00,5204.84,CANCELADA
1328,1624,712,RJ80MH,2025-11-04 05:08:13+00:00,1783.97,PENDENTE
3704,229,158,TLAID4,2026-01-31 04:42:10+00:00,976.3,NO_SHOW
2388,2722,928,CJM4KC,2025-07-25 04:32:22+00:00,1789.3,PENDENTE
3171,1981,341,JDBLIT,2025-08-08 15:13:43+00:00,1835.94,CONFIRMADA
1003,1036,609,QD5KFT,2025-11-28 02:20:15+00:00,8804.2,NO_SHOW
2704,223,610,6APON9,2025-10-30 03:34:39+00:00,1638.28,EMBARCADA
3251,1622,224,YHRH1M,2026-05-24 15:10:42+00:00,3306.78,CONFIRMADA
3585,372,185,BKR4EA,2025-09-10 23:42:01+00:00,615.33,PENDENTE
4893,362,960,QG6J6F,2025-07-07 14:38:07+00:00,1797.35,PENDENTE
2844,3492,381,SQWIIF,2026-01-13 07:28:58+00:00,1742.95,EMBARCADA
1280,715,720,KOP8NJ,2026-05-26 22:06:50+00:00,605.07,EMBARCADA
3506,994,978,NH6SL8,2026-03-17 08:53:23+00:00,1186.74,PENDENTE
2449,1331,573,J4DA20,2026-01-08 05:45:21+00:00,81.05,CANCELADA
2467,2386,131,G4KBCG,2025-07-08 01:49:42+00:00,2076.12,EMBARCADA
4142,3931,640,LJ4W7F,2026-06-02 21:02:22+00:00,1095.19,EMBARCADA
91,3478,638,7RO935,2025-07-15 06:03:07+00:00,821.17,EMBARCADA
2362,2454,799,CQ5XZ9,2026-01-10 15:03:51+00:00,186.53,CONFIRMADA
3617,4197,854,V7LTIX,2026-05-04 12:40:00+00:00,2279.78,CANCELADA
4575,3166,837,G37WRQ,2026-05-20 13:40:34+00:00,458.65,NO_SHOW
2977,4019,941,YYJ4NZ,2025-06-26 03:33:30+00:00,1034.45,EMBARCADA
4905,4223,544,QN5QJN,2025-12-30 00:09:34+00:00,3265.71,NO_SHOW
2358,1335,600,ZGP6D3,2025-11-22 09:32:46+00:00,1797.39,CONFIRMADA
4695,585,295,I0CXUW,2025-12-23 08:08:40+00:00,3469.94,NO_SHOW
321,2638,262,FDESMK,2025-07-18 05:10:56+00:00,362.13,NO_SHOW
1658,115,509,0OXLOR,2026-02-20 08:06:16+00:00,598.81,NO_SHOW
4728,3626,24,143VKV,2025-08-28 22:31:21+00:00,1398.13,NO_SHOW
565,3305,275,WFZY7X,2025-11-21 10:42:45+00:00,1084.64,CONFIRMADA
2512,2257,441,H8DIYL,2026-05-11 21:46:39+00:00,2151.77,EMBARCADA
837,653,225,XQFYMW,2026-02-21 21:48:44+00:00,3492.83,PENDENTE
3963,282,278,5I9B8R,2025-07-15 07:42:40+00:00,2414.31,EMBARCADA
1101,1959,383,A1INM5,2025-11-04 08:22:47+00:00,244.41,PENDENTE
