nome,pais_id,estado_provincia,populacao,latitude,longitude
Viana,589,Roraima,3121429,-2.399361,13.456537
Camargo das Pedras,942,Bahia,2911397,9.884264,-3.728871
Nunes,144,Rio de Janeiro,14131167,-8.819825,-160.699945
Caldeira,368,Rio de Janeiro,8135388,-65.423751,113.477739
Viana,987,Maranhão,10961692,-0.905427,66.490801
Jesus Paulista,426,Minas Gerais,7451596,-2.034088,-150.238575
Oliveira de Pereira,32,Paraná,3704871,-37.423816,-81.052949
Cavalcanti,551,Goiás,13103646,-7.68215,87.306571
Casa Grande das Flores,785,Alagoas,8574902,-69.622021,-138.885606
Farias de Goiás,794,Alagoas,6159919,7.567808,92.443047
da Mata de Freitas,779,Acre,9171286,-50.662452,-26.944313
Vieira da Mata,754,Maranhão,12610485,-45.444308,134.931545
Mendonça do Campo,34,Espírito Santo,5853151,65.195933,-148.686118
da Rosa,887,Santa Catarina,13017939,56.140004,-104.44386
Vasconcelos de Duarte,756,Goiás,5887609,64.988765,39.694249
Pereira de Minas,439,Distrito Federal,2340975,51.272876,112.870752
Cunha de Jesus,825,,5890707,5.810544,34.868767
Teixeira de Moreira,173,Mato Grosso do Sul,11817062,-37.325754,26.184809
Moraes,976,Sergipe,11401751,56.732563,-131.187994
Azevedo,769,Maranhão,999652,88.647521,132.137133
Carvalho do Galho,130,Rio de Janeiro,2231183,-45.058096,76.102146
Cavalcanti,849,Distrito Federal,14157515,31.72222,-3.794859
Araújo,592,Espírito Santo,10537951,-15.439484,-17.28298
Marques,649,Alagoas,12904736,-73.242939,5.62085
Santos do Oeste,285,Goiás,14723942,-23.567189,162.091468
Martins do Galho,336,Minas Gerais,14582853,49.344352,83.78065
Rodrigues,749,Acre,10655856,29.545888,-51.039817
Freitas,65,Paraná,6677565,-50.790612,-25.328484
Cavalcanti de Melo,217,Rio de Janeiro,5421778,59.101851,-58.408144
Ferreira da Serra,592,Tocantins,14306277,-2.639177,-56.253737
Souza de Minas,699,Maranhão,775794,-72.076546,102.200314
Gomes,471,,14394006,-61.562967,-15.653471
Castro,982,Rio de Janeiro,11557654,73.693299,137.573195
Câmara,310,Rio Grande do Sul,14711824,-40.676498,55.651667
Rocha,257,,11153607,72.684048,-120.410972
da Mata,406,Rio Grande do Sul,12185063,35.899447,-95.708217
Moraes do Sul,672,,1601917,-89.804465,-8.349585
Melo,136,Bahia,8719828,32.396891,-176.656699
Peixoto,713,Sergipe,2028227,87.867884,-27.966984
Câmara,136,Goiás,3846091,-21.047413,83.074817
Silva Paulista,105,Pará,6171661,68.578019,-130.633454
Ferreira dos Dourados,793,Goiás,14676630,-66.033678,177.458456
Martins,147,,9455458,-88.474546,54.007277
Rocha do Galho,451,Tocantins,3579477,23.054407,-125.505313
Pacheco do Campo,422,Acre,7426969,64.793254,-148.792308
Novais da Mata,103,Maranhão,2071235,16.123305,-41.748513
Mendes,987,Amapá,13277064,-64.830566,-80.291643
da Mota Alegre,87,Goiás,10088091,18.001416,38.733516
Rezende da Mata,798,Distrito Federal,455038,62.620579,57.025933
Moreira,309,São Paulo,10187543,1.714062,89.223711
Araújo,303,Sergipe,13155008,71.624261,163.681744
Ribeiro Alegre,507,Rondônia,4049680,-0.075143,33.814717
Silveira,541,Acre,207450,87.638856,156.212785
da Rocha de da Luz,136,Pará,14080636,12.30847,-48.451513
Gomes do Norte,700,Rio de Janeiro,7907314,81.801537,97.332138
Fernandes,18,Santa Catarina,236415,-42.80665,-165.66233
Rodrigues,62,Piauí,6681912,1.189909,46.285451
Rios de Fogaça,514,Pernambuco,7111413,36.325915,-150.325988
Cavalcante da Prata,550,Ceará,2566552,-40.055808,-68.433521
Brito do Amparo,524,Bahia,13561998,-62.032116,-62.369893
Silveira da Prata,601,São Paulo,14006030,26.971116,51.535645
Rodrigues,318,Mato Grosso,12251669,81.617036,-94.09054
Câmara,251,,7294425,-69.122415,40.426846
Câmara da Mata,57,Pará,12448552,28.449425,-116.767475
Freitas Paulista,13,Rio de Janeiro,11774210,-87.956891,-1.291344
Martins do Campo,356,Paraná,13141343,58.051237,-86.671094
Porto,381,Rio de Janeiro,13110085,67.22281,83.856902
Melo,121,Distrito Federal,497516,-29.698015,-25.443155
Rodrigues,537,,11955800,85.509106,45.91182
Moura da Mata,509,Pará,6046876,-80.02096,129.369522
Cassiano,171,Bahia,4285137,49.199212,141.936631
Fernandes,691,Pará,3836990,43.340393,-179.075338
Casa Grande de Dias,880,Roraima,4107892,-81.723325,-48.968461
Vasconcelos,943,Amapá,14391214,-83.634557,109.121575
Farias de Pires,732,Ceará,7040849,-49.587244,-90.625254
Porto do Norte,938,Acre,4555953,58.679459,25.752947
da Mota de Costela,123,São Paulo,888692,-57.718017,109.561687
Oliveira,48,São Paulo,1161393,67.858423,131.771603
Mendonça,793,Sergipe,5496198,-74.450606,-15.571377
Cardoso,378,Rio Grande do Norte,9464107,51.211299,86.247355
Porto das Pedras,249,Minas Gerais,9931926,84.934394,179.203362
Mendes das Flores,795,Acre,9174742,46.8868,-91.754325
Nascimento,7,Distrito Federal,406147,-48.060406,-55.287469
Albuquerque Alegre,860,São Paulo,165974,81.178247,-179.473665
Almeida,674,Rondônia,12387972,40.898707,-142.578353
Pires,543,Santa Catarina,7048341,-1.434802,-158.437773
Câmara,146,Roraima,1565728,-82.097952,-96.669874
das Neves Grande,866,Amazonas,11763259,71.204029,-14.95511
Montenegro Verde,766,,1608516,0.976997,49.397645
Cavalcante de Minas,404,,9531451,-78.789085,58.479814
da Rosa,134,Maranhão,4383701,63.164467,153.375103
Siqueira de Moreira,403,Rio Grande do Norte,12342173,-31.274718,-17.007173
Lopes Grande,240,,3405953,-65.499868,97.252783
Mendonça da Praia,112,São Paulo,2762754,-9.077985,-66.948016
Cavalcante,124,Sergipe,12929106,-52.625479,-69.009221
Almeida de Goiás,272,Espírito Santo,1522010,-61.629232,66.979743
Cunha,847,Santa Catarina,10126736,-82.740635,120.93291
Pastor,336,Pernambuco,11936241,-45.320618,-51.932608
Campos,526,,5018715,-43.169977,176.643583
Silva do Norte,32,Minas Gerais,14342830,-8.60379,89.308241
Vargas da Prata,256,,1714721,54.701416,-129.674506
Peixoto,13,,13107334,86.862103,-132.942514
Ribeiro,844,Amazonas,11518956,23.453559,52.086606
Aragão,597,Roraima,13640633,-76.502307,178.978113
Leão,203,Paraíba,7444543,55.67376,-146.88769
Campos da Prata,868,Goiás,5567484,-67.945021,159.221038
Sampaio de Cassiano,52,Distrito Federal,9633179,-12.031852,80.795105
da Rosa,509,,11467410,-13.200477,-52.580429
Ribeiro do Campo,931,Rondônia,4700180,-9.717942,-126.492693
Pinto Grande,629,Pará,4128584,26.510112,-0.39902
Moraes,904,Santa Catarina,1028059,-74.210121,-42.114501
da Paz,430,Amazonas,14847006,53.49563,-90.306808
Monteiro,822,Distrito Federal,332658,88.092651,101.489676
Vasconcelos,368,Goiás,13115305,-2.757693,148.563726
Fogaça,515,Roraima,4542157,-57.633143,-65.204076
da Rocha da Serra,225,,13606110,50.136891,-158.907157
Novaes,484,Paraná,12870476,15.118006,-96.205634
Sales,164,Paraná,11025356,-46.592497,12.128243
da Costa do Sul,811,Acre,942991,47.52895,161.208892
Camargo,590,Tocantins,13382995,-20.083946,156.674172
Cassiano de Borges,866,São Paulo,3973669,16.653512,110.235681
Silveira,715,Santa Catarina,9929771,-84.922817,72.201889
da Cunha,971,Rio Grande do Sul,2389080,11.3596,-112.235881
Marques,830,Maranhão,8263194,7.582428,-116.799564
Martins do Norte,39,,3907772,18.299302,-172.825924
Cavalcanti,490,,10308471,-53.736411,-133.023764
da Rocha,735,Mato Grosso do Sul,13467448,61.971136,-63.508028
Lima do Campo,23,Amazonas,11827842,75.100347,98.77194
Albuquerque,867,Bahia,6126835,82.900575,-45.507319
Farias,965,Mato Grosso do Sul,9836728,-71.814209,-71.364545
Pinto de da Mata,140,Santa Catarina,12291828,80.764836,105.063309
Freitas,984,Tocantins,5328132,-58.643519,168.747443
Cirino do Campo,711,Minas Gerais,10301328,51.658523,-99.634603
Marques Paulista,604,Tocantins,6353231,-34.771819,67.859438
Sales do Amparo,131,Sergipe,35163,80.781859,161.531338
Rezende da Serra,401,Amazonas,12937387,83.733109,-168.342213
Sampaio,617,Santa Catarina,13574528,84.155703,-100.47771
Castro,580,Amazonas,8329603,-64.684194,88.323598
Pastor do Amparo,244,Sergipe,5365633,-59.780265,138.715291
Cirino de Pimenta,91,Minas Gerais,11246146,25.038484,139.195265
Pimenta do Sul,458,,3522918,-45.082645,-155.593879
Mendes,263,Paraná,12091534,-89.769392,-41.062645
Jesus,751,Paraíba,2795695,69.21936,-2.490482
Azevedo,388,Goiás,6302287,-71.742859,-7.38387
Albuquerque do Galho,885,São Paulo,12726215,33.688873,-121.443656
Rios,76,Mato Grosso,565573,-36.91645,-65.261913
Lopes,975,Rondônia,5739590,-59.381063,-44.835162
Mendes,750,,1567037,-29.168895,174.699396
Ribeiro das Flores,915,Bahia,524979,-12.3618,55.308663
Albuquerque,622,Rio Grande do Sul,2640764,-80.359966,-60.805951
Montenegro,998,Paraná,11702019,9.740238,153.206496
Cavalcante de Barbosa,554,São Paulo,4728173,-36.467883,-145.470268
Duarte de da Costa,403,Mato Grosso,14095420,-1.62931,-160.378253
Aragão do Galho,4,Espírito Santo,4946719,58.301515,45.032743
Guerra de Goiás,492,Amapá,436773,-52.748463,49.748637
Macedo de Oliveira,84,Paraíba,1942918,-34.496388,-36.911755
Monteiro,501,Paraíba,4451036,-73.595362,15.885371
Campos do Amparo,190,Santa Catarina,6404588,-23.5077,-19.520903
Caldeira,270,Minas Gerais,4424132,-49.27639,-83.317682
Andrade da Prata,64,Piauí,11689843,30.144323,-149.145368
Borges,353,Sergipe,6950543,84.726997,32.301519
Moraes da Prata,567,,6499562,57.312939,-29.292453
Rezende,549,Rondônia,7971231,13.088572,-95.168873
Fernandes de Fonseca,307,,14331732,38.575026,0.756529
Câmara,923,Paraíba,9592934,31.956279,43.298321
Novais do Amparo,124,Roraima,7538636,-58.881785,174.372476
Silva dos Dourados,996,Amazonas,3238407,-67.28652,-27.585036
Teixeira,700,Rondônia,13805334,22.900718,120.278923
Abreu,265,Mato Grosso,12203764,74.551309,-155.875697
Porto da Mata,398,Piauí,9266932,-31.297175,-80.567705
Sampaio do Campo,470,Alagoas,212430,51.579115,44.300854
Monteiro,536,Bahia,1892752,-15.400368,-126.648093
Caldeira Paulista,603,Rio Grande do Norte,1686144,76.48707,22.566153
Correia,104,Amazonas,14558819,6.414027,-56.207096
Cunha dos Dourados,421,Tocantins,10990514,-2.594737,39.226375
Silva,39,Mato Grosso,6765781,-64.106519,39.115895
Sá,711,Pará,6645300,70.123359,-60.662133
Porto,244,,7977838,75.750297,142.93129
Vargas,21,Paraíba,13320272,-35.450108,-79.075205
Ribeiro de Pastor,504,Pernambuco,11494910,-72.32087,132.804009
Monteiro,138,Acre,12482612,-10.24009,117.296399
Novaes,276,Pará,10154865,26.199866,-112.343151
Moraes de Vasconcelos,217,Ceará,6836185,43.370064,93.417586
Siqueira,889,Tocantins,947977,2.748546,-122.769921
Caldeira,319,Minas Gerais,6772679,-65.583032,126.466323
Montenegro das Flores,901,Pará,2919829,-55.30258,119.854776
da Mota,858,,559840,-7.83924,150.491185
Fernandes da Mata,722,Paraíba,6184919,58.231133,1.845495
Carvalho,651,Pará,11433209,-84.498625,-45.911966
Sampaio da Prata,609,Mato Grosso,14609243,-4.575188,18.480139
Costa,353,Distrito Federal,4344593,44.813004,67.986194
Rodrigues da Praia,292,,838006,-60.676667,26.012902
Santos,989,Rio Grande do Sul,3718654,26.528381,63.970289
Montenegro,276,Piauí,8616430,-86.390576,100.909319
Santos do Campo,786,São Paulo,7959031,74.072779,53.05376
Novais do Amparo,616,Rio de Janeiro,3759238,-44.569721,109.830805
Rocha da Prata,313,Maranhão,11906223,25.693256,-27.429552
Albuquerque do Galho,386,Amazonas,7705708,-44.640232,-11.988714
Garcia,694,Bahia,10467374,-18.512543,-143.167643
Rios,524,Alagoas,14152956,61.088115,22.124562
da Mata,609,São Paulo,5012595,33.194364,-6.574169
da Paz,345,Rondônia,10752396,-31.475327,-80.321425
Casa Grande do Norte,672,Roraima,14976547,27.263964,-112.190371
Costela da Prata,530,Alagoas,957520,54.977368,108.850948
Machado do Campo,615,Rio Grande do Norte,5366758,32.536035,79.661951
Souza,672,Rio Grande do Sul,4964422,-43.303271,-29.316353
da Costa do Galho,398,Sergipe,9786514,37.452413,25.935276
Sales do Norte,195,Minas Gerais,11973350,-49.974625,12.468637
Leão Alegre,804,Piauí,11277082,-25.470516,-71.929862
Albuquerque,175,Santa Catarina,14710142,10.484648,-74.237741
Costa dos Dourados,483,Tocantins,4344457,40.533595,21.251396
Porto,935,Roraima,11408681,71.926408,55.596472
Sá Verde,228,Piauí,12490770,66.857802,-28.629875
Vasconcelos,909,Santa Catarina,4376458,15.402725,-13.046174
da Rocha,121,Paraíba,14540668,24.191414,28.912719
Rodrigues,636,,14927093,-54.982115,-136.866263
Cirino,698,Ceará,5010578,-15.640694,133.505693
Garcia,155,Alagoas,3365419,-28.319421,175.388976
da Mota da Prata,915,Goiás,7681774,-64.219653,130.46182
Castro,185,Rio de Janeiro,8185249,-30.1267,175.190534
Abreu Alegre,321,Paraíba,84079,-8.630419,-104.622347
Aparecida,793,Bahia,12830908,-61.481679,102.675926
Peixoto do Norte,799,,10314259,-11.931945,-25.4125
Mendonça Verde,440,Piauí,6435982,-89.159555,12.161737
Barbosa Alegre,749,Pernambuco,241174,70.561151,92.465186
Cirino,544,Pernambuco,11358949,-89.25771,84.097167
Viana,232,Pernambuco,5782230,-33.823393,-143.02504
Leão,516,Piauí,2807133,-78.248336,-163.541393
Borges da Praia,972,Espírito Santo,12215993,3.651914,8.682352
Ribeiro,445,Mato Grosso,2249614,-28.308089,144.498159
Fonseca da Mata,368,Distrito Federal,2771286,80.655184,150.553947
Novais de Sá,414,,3768487,40.890389,-132.76592
Camargo,752,,8471346,-59.582746,-48.027077
Machado de Goiás,667,Rio Grande do Sul,6299684,67.777945,-87.915897
Aparecida,548,Rondônia,9969392,89.042442,58.30917
Garcia do Campo,670,Minas Gerais,814249,34.154955,-29.960797
Nogueira da Mata,390,Acre,4245244,-4.608659,-124.874245
Moraes do Galho,712,Paraíba,161104,-35.799038,58.199247
Aparecida de da Rocha,679,Rio Grande do Sul,10453812,19.014181,-130.621132
Duarte,851,Pernambuco,8587968,39.37792,-137.615555
Brito,117,Ceará,8355675,-54.243601,-108.090221
Pires,270,Amapá,3388514,-25.574069,-32.487757
Rios,165,,8332450,73.864193,67.75341
Rodrigues,493,Pará,50936,-87.705108,-147.958978
Costela,114,Piauí,11229325,-1.061275,161.800566
Ramos de Minas,799,Santa Catarina,12144383,40.243725,145.720578
Alves,660,Paraíba,4971428,-42.457496,-161.97113
Andrade de Minas,833,Amapá,666769,63.404763,-50.322721
Cavalcanti,694,Sergipe,12395648,-69.13781,126.448524
Novais de Minas,912,,14299166,-65.089,52.991505
da Luz,337,Pará,7348630,81.916048,-83.408617
Machado das Flores,751,,13677831,-28.30991,-139.02048
Dias do Sul,410,Minas Gerais,4565602,60.427502,68.364875
Nascimento,490,Acre,10890837,69.5023,-119.959657
Sá,136,Santa Catarina,988923,86.682451,123.965945
Sampaio,107,Amapá,9916145,-3.118527,24.819635
Montenegro do Campo,449,Maranhão,6376160,50.249573,40.089031
Pereira de Minas,884,Maranhão,14073307,40.910154,141.034609
Garcia de Gonçalves,495,Tocantins,1899776,69.766907,-21.352363
Melo,65,Ceará,5277037,-87.775162,132.599618
Carvalho,538,Santa Catarina,9679564,40.279238,-99.365429
Vieira da Prata,979,Maranhão,5680742,3.437942,67.766992
da Rosa,634,,11106706,40.797354,-6.505316
Albuquerque da Prata,680,Piauí,6462158,-63.242199,117.517615
Campos,914,Alagoas,920467,-87.903924,156.373711
Oliveira,518,Rio Grande do Norte,14297026,-0.749712,-120.454606
Nascimento da Prata,770,Amapá,4046494,-30.438928,-79.863433
Costela da Praia,520,Distrito Federal,10798073,-21.845233,114.15719
Ramos do Galho,81,Bahia,13447933,13.146288,-148.31285
Cirino,511,Espírito Santo,1996570,86.520733,88.286027
Correia do Campo,19,Ceará,6922892,-83.550252,17.675564
Sá,846,,10141848,83.370825,49.513724
Ramos de Novaes,912,Amapá,3475388,27.827277,-15.765148
Rios de Minas,350,Goiás,915586,56.985964,123.954278
Costa,340,Santa Catarina,10402813,17.991207,77.996905
Farias de Fogaça,373,Bahia,1917994,-72.461336,57.207691
Brito,3,Maranhão,13928141,24.059012,107.968578
Correia,561,Mato Grosso,11784217,-70.861999,142.875763
Machado de Farias,505,Rio Grande do Norte,12031849,43.65196,-32.684127
Sales Verde,261,Bahia,3151456,-68.265755,126.789974
Dias das Pedras,221,Ceará,13115058,-55.695822,-58.343923
Dias,776,Espírito Santo,10629012,60.743923,31.971999
Silva,791,Santa Catarina,7678695,28.522205,164.228516
da Mota da Praia,138,Bahia,77773,5.465583,-162.514222
Mendes dos Dourados,958,Paraíba,9821696,-3.072247,2.999844
Vasconcelos da Mata,944,Paraná,11611775,14.139789,82.978078
Cavalcanti,132,Rio Grande do Sul,11036385,18.098284,137.770511
da Mota,517,Tocantins,7029028,86.310137,149.727687
Nascimento,781,Distrito Federal,6680150,83.446837,169.376994
Siqueira de Minas,464,Santa Catarina,2323275,-15.705815,72.005143
Almeida,767,Pernambuco,14149441,36.268976,129.854717
Pacheco,729,Rio de Janeiro,9292557,23.864991,-107.67993
Vargas Verde,640,Distrito Federal,11524426,-27.847155,62.054537
Novaes,728,Goiás,2988202,0.700819,69.952311
Rezende de Vasconcelos,331,Bahia,12768686,-26.597196,-7.066828
Gonçalves de Goiás,585,São Paulo,11918897,-14.853972,89.23274
Carvalho dos Dourados,862,Pernambuco,14726625,62.514196,110.989721
Gonçalves,536,Mato Grosso do Sul,6394943,-63.841192,61.291504
Ribeiro,205,Espírito Santo,13184043,-61.031629,-76.818403
Sá,257,Pernambuco,1045738,34.307073,-73.749396
Machado,772,Ceará,6022692,56.524719,-143.107198
Nunes,889,Rio de Janeiro,9431865,65.671467,87.268585
Sousa,575,Santa Catarina,8576853,51.175291,107.575831
Fogaça de Aparecida,295,Espírito Santo,793191,76.767266,-40.480326
da Conceição de Azevedo,980,Goiás,11499888,-33.722283,18.764855
da Conceição do Norte,14,Rondônia,3412238,21.701105,101.132961
Moreira,892,Sergipe,3789075,74.067548,73.666465
Gomes do Amparo,664,Paraíba,9876467,8.390725,37.219312
Aparecida,795,Rio Grande do Sul,3251352,-37.04801,-116.126677
Caldeira do Galho,700,,2920798,42.314307,-137.032628
Sousa Paulista,42,Rio de Janeiro,9343175,-42.436873,-122.065614
Garcia,867,Rio Grande do Sul,5550923,-6.060359,157.498002
Fonseca Verde,41,Rio Grande do Sul,5417833,17.43846,98.517942
Moreira,641,Goiás,11109675,-35.792133,104.366946
Câmara do Galho,564,Minas Gerais,13158864,37.382681,9.142224
Ferreira do Amparo,980,Sergipe,1148811,51.526483,-122.626623
Pereira de Abreu,557,Pernambuco,1547590,-27.107469,138.022826
Macedo,680,Ceará,6058183,-37.156616,162.110979
Barbosa,634,Pernambuco,9422633,58.263912,173.207951
Cunha Grande,10,Ceará,5810039,-9.779896,145.618725
Fonseca,629,Rio Grande do Norte,4095740,82.601427,65.71849
Ribeiro,329,Espírito Santo,13363129,80.097781,-41.084663
Farias do Campo,554,Paraná,419493,74.040467,115.959263
Mendes de Costela,384,Rio de Janeiro,8540166,-9.799758,-164.213402
Ramos,920,Tocantins,5378956,2.501046,161.356255
Almeida de Goiás,172,Alagoas,12979131,6.83547,-177.360989
Oliveira,68,Rio de Janeiro,10566500,49.244808,131.382308
Carvalho,435,Rio Grande do Sul,3454052,6.795759,72.987432
Oliveira,1000,Bahia,7307077,26.381009,158.3104
Cavalcante,765,Goiás,403508,-7.339458,-60.582465
Moreira,90,,2991212,52.958662,20.910314
Peixoto Verde,589,Rio Grande do Sul,4344392,-16.6261,-17.594761
Silveira,415,Santa Catarina,288383,-19.889664,-137.409926
Barros do Oeste,7,Paraíba,10379180,-78.617234,88.542371
Mendes de Cavalcante,47,Espírito Santo,1222848,-25.613975,1.021302
Peixoto Grande,297,Sergipe,5060825,19.181851,-78.65372
Pinto,949,Rondônia,6633900,57.982027,-168.905106
Cavalcante Alegre,161,Paraíba,2293101,44.415704,106.837357
da Conceição,870,Minas Gerais,10642521,-64.066403,63.824056
Cardoso do Campo,937,Acre,14553177,41.278424,-45.673015
Moreira,973,,14681153,9.912554,-135.635343
Cassiano do Campo,6,Ceará,6616593,6.687369,160.91258
Pimenta de Peixoto,313,Alagoas,12444139,72.638348,-56.213406
Borges,423,Paraná,14290109,2.259485,-122.056431
Pereira,227,Piauí,4245303,-55.021281,-114.711125
Vasconcelos,819,Rondônia,917484,63.24979,155.653152
Moreira das Pedras,563,Mato Grosso do Sul,9226841,-76.833977,61.80669
Sampaio,257,,12178367,14.507218,162.554366
da Conceição do Amparo,366,Sergipe,11002011,-47.784087,-77.350628
Ferreira Verde,72,Sergipe,5336563,-2.544979,-61.795412
Lima,676,Bahia,9805745,-62.568907,24.070281
Mendes de Goiás,828,Amapá,7190805,-59.644888,-67.242679
Peixoto da Prata,805,Pará,12417056,25.350938,-80.395259
Correia do Sul,369,Roraima,12302242,-30.318669,-7.216571
Oliveira,457,Pernambuco,5129966,-2.345151,-140.820251
Moreira,662,Acre,14127942,-39.489131,117.519722
Rezende do Oeste,913,Roraima,4421344,42.038031,45.582799
Jesus da Praia,745,,317564,62.925709,47.385538
Cassiano,833,Pará,6802028,48.456046,-103.406153
da Luz da Prata,38,Pará,9122902,70.917468,14.283762
Pimenta Paulista,670,Rondônia,6142418,-19.350298,140.917516
Sá do Oeste,604,Pará,4887155,-65.901373,0.404342
Cavalcanti de Freitas,93,Piauí,8429968,-88.093497,-94.00291
da Cunha de das Neves,988,Rio de Janeiro,10306814,33.149098,92.594186
Vasconcelos das Flores,144,Santa Catarina,3010557,11.944306,23.692512
Ribeiro,894,Amazonas,12351685,41.760805,158.103093
Machado,42,Sergipe,8186277,-48.285017,-84.831439
Brito,240,,3474093,3.219341,104.925765
Moraes,398,Minas Gerais,7632651,68.679357,-165.634309
Novaes do Norte,665,Ceará,11811735,84.319452,48.084113
Porto do Sul,281,Sergipe,4422710,14.153658,25.257655
Casa Grande,386,Paraná,6133662,15.782188,143.361582
Borges de Minas,80,Goiás,6318749,85.08134,-99.756268
Freitas,416,Amapá,14562916,-27.894182,105.356683
Silveira,909,Minas Gerais,8424427,68.766164,-21.636468
Pimenta do Galho,236,,10800752,-39.454288,-125.913453
Silva do Norte,162,São Paulo,12039342,57.051914,57.999471
Porto,425,Paraná,12088884,-69.599034,63.082593
Albuquerque de Costa,491,Rondônia,2710263,26.506662,-32.076285
Correia do Norte,250,,9626507,16.622579,-131.499343
Pimenta,525,,9606085,-63.564282,-120.117108
Rocha,945,Alagoas,6807428,17.884354,22.897693
da Costa do Sul,20,Ceará,12218382,29.114111,-77.956334
da Mota,88,São Paulo,10180815,88.699648,132.228864
Fogaça das Flores,175,Minas Gerais,6896524,18.150969,106.061785
Moreira,841,Acre,10460757,28.736775,-84.772549
Borges,742,Piauí,7612966,17.376005,-155.216557
Silveira da Prata,388,Rio de Janeiro,1826504,-87.018727,8.176083
Ferreira Paulista,932,Espírito Santo,7047991,58.772553,37.983966
Marques,182,Minas Gerais,10318762,17.966483,135.99095
da Luz,545,Ceará,1976598,-73.225806,57.38134
Montenegro do Campo,924,Piauí,13888511,-89.783963,157.584543
Montenegro,695,Maranhão,8763448,-14.276876,134.936748
Camargo do Galho,715,Goiás,3855140,78.915893,-6.435559
Sales dos Dourados,788,Minas Gerais,9887586,54.831787,146.829196
Vargas de da Cruz,858,São Paulo,1644417,-13.411909,-88.37351
Vasconcelos dos Dourados,785,Rondônia,14417521,-74.912835,35.385246
Pastor de Alves,557,Paraná,3176246,-89.015498,87.712445
da Luz,8,Amapá,1981835,3.557132,-44.989243
Porto de Goiás,211,Rondônia,5304951,-16.407886,-141.630042
Dias,437,Pará,4260251,-42.965479,12.997761
Moreira da Prata,579,Acre,4628138,88.523761,-36.916507
da Cruz da Mata,209,Amapá,13154787,10.361282,-115.660945
Rocha Alegre,573,Amapá,4262682,87.931488,27.954415
Melo,793,Mato Grosso,12349380,-65.147667,130.97899
Cunha Verde,122,Goiás,7497618,50.959667,161.728264
Souza,103,Rondônia,6725296,51.494602,108.307344
Monteiro,629,Santa Catarina,11862967,-80.630497,-39.922675
da Costa,652,,1533212,58.185984,-10.199282
da Luz,615,Distrito Federal,1080091,-42.64344,-46.499355
Costa,624,,6452920,77.523298,-35.767851
Pinto,672,Mato Grosso do Sul,11943764,83.435368,-159.313308
Vasconcelos,793,Amazonas,10747305,-1.013692,-176.144257
Barros,871,Rondônia,13492370,3.267591,-109.891262
Pimenta de Abreu,803,São Paulo,8658916,35.720952,41.468395
Mendes,691,,4019060,27.903441,171.232524
Pinto Alegre,89,Paraná,13085740,-18.101936,61.078337
Mendonça da Serra,416,São Paulo,8691281,-87.234026,73.303893
Gonçalves de Goiás,942,,4778013,40.704968,21.280992
Aragão,597,Pernambuco,13687069,-40.228587,38.290827
Mendes da Prata,200,Alagoas,6782264,13.48321,-86.001298
Gonçalves da Serra,417,Paraíba,9377268,-76.970525,-74.069343
Sampaio,970,Pernambuco,8616521,82.207683,135.400697
Dias de Sales,833,Acre,4201677,34.954535,167.779964
Rocha,577,Distrito Federal,4086447,46.345191,166.045941
Pacheco do Campo,470,Mato Grosso,9850315,65.16419,-6.490742
Pimenta Paulista,265,,10636080,51.958083,-100.662364
Novaes,719,Goiás,5302082,-15.763325,-52.885344
da Mata,549,,13966614,-42.597056,-76.57575
Pimenta de Fernandes,409,Mato Grosso do Sul,13780347,-28.441282,19.638541
Monteiro,183,Pará,5936382,-50.658096,26.536543
Leão,188,Roraima,11465638,77.445947,-111.539701
Fonseca das Flores,755,Goiás,12343452,-46.429827,-84.454066
Cirino de Oliveira,235,Bahia,4194194,60.540248,-51.830146
Brito,798,Santa Catarina,1321802,31.646182,58.832668
da Costa da Prata,629,,14384572,7.465312,-164.785274
Garcia do Oeste,494,Bahia,5296817,-1.378732,174.730079
Melo,919,Sergipe,4614255,-1.655037,174.382086
Cavalcanti,938,Pará,6680310,-50.023299,27.599467
Carvalho de Pires,56,Pernambuco,7104712,-3.902386,14.67646
Viana do Amparo,515,Maranhão,14440118,33.540956,-117.07187
Novais Verde,1000,Alagoas,8699039,-7.187294,68.115798
Brito da Serra,13,Alagoas,6370745,14.581479,-62.842968
da Cunha,628,Paraná,3144896,8.741412,-94.629905
Machado,483,Santa Catarina,5761203,-24.133653,-0.442794
da Luz da Praia,216,Mato Grosso do Sul,12624750,-22.984267,127.557391
Ferreira do Sul,287,Pará,9591664,-66.39495,27.321383
Ferreira,235,Rondônia,12098276,-41.409161,-95.110138
Oliveira,443,Rio de Janeiro,3294394,-63.748128,165.293251
Vasconcelos,154,Maranhão,168448,-58.21069,-0.144783
Duarte do Galho,915,Paraná,8678937,6.116866,-66.338191
Barros de Garcia,499,Rio Grande do Norte,9436118,64.530357,-162.824651
Martins Grande,102,Ceará,1012243,-51.215882,-88.455714
Leão Verde,860,Minas Gerais,7552311,44.02678,-86.483116
Barros,369,Ceará,13594811,-43.611331,-172.85928
da Conceição Alegre,125,Mato Grosso,11406558,83.360981,-108.37508
Santos Paulista,590,Rio Grande do Norte,9038494,-58.58301,100.911275
da Mata dos Dourados,364,São Paulo,8568838,-2.251126,85.149419
Souza Verde,911,,10300569,-38.425756,47.416389
Jesus de Cavalcante,149,Ceará,10752159,55.389086,-58.540208
